Question,Answers,Comment,Instructions,Render as
甞める,"なめる,ナメる",to lick; to lap; to suck,Type the reading!,Image
縛りプレー,しばりプレー,(sexual) bondage; rope bondage; playing with self-imposed restrictions (to increase the game's difficulty),Type the reading!,Image
簓,ささら,bamboo whisk,Type the reading!,Image
盗汗,"ねあせ,とうかん",perspiration given off during sleep; sweating while sleeping; night sweats,Type the reading!,Image
カマボコ型,カマボコがた,semi-cylindrical,Type the reading!,Image
襟刳り,えりぐり,"neckline (of dress, etc.)",Type the reading!,Image
ノーシーボ効果,ノーシーボこうか,nocebo effect,Type the reading!,Image
満天星,"どうだんつつじ,ドウダンツツジ",Enkianthus perulatus (species of flowering plant),Type the reading!,Image
皸,"ひび,あかぎれ",chaps (in the skin); cracks,Type the reading!,Image
鰕,"えび,エビ",prawn; shrimp; lobster,Type the reading!,Image
粳,"うる,うるち",nonglutinous grain (not sticky enough to make mochi rice cakes),Type the reading!,Image
疣々,いぼいぼ,warts; wart-like bumps,Type the reading!,Image
廚子,ずし,"miniature shrine with double doors (used to store important Buddhist items such…; cabinet with double doors (used by the nobility to store books, etc.); carved and decorated stone container for storing the bones of one'…",Type the reading!,Image
眼深,"まぶか,めぶか",(wearing) low over one's eyes,Type the reading!,Image
鶩,"アヒル,あひる",domestic duck,Type the reading!,Image
崛起,くっき,standing out from the crowd; dominating; rising abruptly,Type the reading!,Image
讃める,ほめる,to praise; to commend; to compliment,Type the reading!,Image
検非違使庁,"けびいしちょう,けんびいしちょう",office in Heian Kyoto responsible for police and judicial duties,Type the reading!,Image
廏舎,きゅうしゃ,stable; cowshed,Type the reading!,Image
丁丑,"ひのとのうし,ていちゅう","Fire Ox (14th term of the sexagenary cycle, e.g. 1937, 1997, 2057)",Type the reading!,Image
居催促,いざいそく,refusal to leave,Type the reading!,Image
菎蒻,"こんにゃく,コンニャク",konnyaku (Amorphophallus konjac); konjac; devil's tongue,Type the reading!,Image
兵燹,へいせん,fire caused by war,Type the reading!,Image
虬,"みずち,みつち","mizuchi; aquatic, dragon-like beast with four feet, horns and poisonous breath",Type the reading!,Image
零余子,"むかご,ぬかご,れいよし,ムカゴ",bulbil (esp. of a Japanese yam); propagule; brood bud,Type the reading!,Image
蒼梧,そうご,Chinese parasol-tree (Firmiana simplex); Chinese bottletree; Japanese varnishtree,Type the reading!,Image
鎖蛇,"クサリヘビ,くさりへび",viper (esp. a pitless viper),Type the reading!,Image
薑,"しょうが,ショウガ,はじかみ",ginger (Zingiber officinale),Type the reading!,Image
晩生,"おくて,ばんせい",late-growing rice; late-ripening crops; late-blooming flowers,Type the reading!,Image
貝母,"バイモ,ばいも",fritillary (Fritillaria verticillata var. thunbergii),Type the reading!,Image
凾,"はこ,ハコ",box; case; chest,Type the reading!,Image
冬青,"そよご,ソヨゴ",longstalk holly (Ilex pedunculosa),Type the reading!,Image
参宿,"からすきぼし,しんしゅく","Chinese ""Three Stars"" constellation (one of the 28 mansions)",Type the reading!,Image
滿足,まんぞく,satisfaction; contentment; gratification,Type the reading!,Image
おんにゃの子,おんにゃのこ,young woman,Type the reading!,Image
浸漬,"しんし,しんせき",dipping; soaking; immersing,Type the reading!,Image
豚ばら肉,ぶたばらにく,boneless pork rib; boned pork rib,Type the reading!,Image
話々,はなしばなし,small talk,Type the reading!,Image
厭離,"おんり,えんり",departing from this world in disdain,Type the reading!,Image
殱滅,せんめつ,annihilation; extermination; (total) destruction,Type the reading!,Image
梅桃,"ゆすらうめ,ゆすら,ユスラウメ",Nanking cherry (Prunus tomentosa); downy cherry,Type the reading!,Image
玳瑁,"たいまい,タイマイ",hawksbill turtle (Eretmochelys imbricata),Type the reading!,Image
鞅,"むながい,むなかき",martingale,Type the reading!,Image
澳門,マカオ,Macao (China); Macau,Type the reading!,Image
安んぞ,いずくんぞ,how; why,Type the reading!,Image
榕,"あこう,アコウ",Japanese sea fig (Ficus superba var. japonica),Type the reading!,Image
姑く,しばらく,for a moment; for a minute; for a while,Type the reading!,Image
柚餅子,ゆべし,sweet yuzu-flavoured steamed dumpling,Type the reading!,Image
盛者,"しょうじゃ,じょうしゃ,しょうしゃ,せいしゃ,せいじゃ",prosperous person; powerful person,Type the reading!,Image
不見転,みずてん,acting on an impulse; doing something without considering the consequences; loose morals (e.g. of a geisha),Type the reading!,Image
悅,えつ,self-satisfaction; rejoicing,Type the reading!,Image
小ボケ,こボケ,doing or saying something a little stupid,Type the reading!,Image
水グモ,"みずグモ,ミズグモ",water spider (Argyroneta aquatica); ninja water-walking shoes,Type the reading!,Image
広袤,こうぼう,area; expanse; spread,Type the reading!,Image
入交,いりまじり,mixing with; being mixed,Type the reading!,Image
銖,しゅ,"shu; unit of weight, 1/24th of a ryō; Edo-period unit of currency, 1/16th of a ryō",Type the reading!,Image
筌,"うえ,うけ,せん,あげ",cylindrical bamboo fishing basket,Type the reading!,Image
陣々,じんじん,each encampment; strong (wind); fierce,Type the reading!,Image
鵤,"イカル,いかる,いかるが",Japanese grosbeak (Eophona personata),Type the reading!,Image
弔合戦,とむらいがっせん,fighting to avenge someone's death; battle of revenge,Type the reading!,Image
褫奪,ちだつ,"stripping (of clothes, office, etc.); deprivation",Type the reading!,Image
双節棍,"ぬんちゃく,ヌンチャク",nunchaku (two linked fighting sticks); nunchucks,Type the reading!,Image
縊く,わなく,to hang oneself; to strangle oneself; to wring the neck,Type the reading!,Image
人込,ひとごみ,crowd of people,Type the reading!,Image
實に,"じつに,げに,まことに",indeed; really; absolutely,Type the reading!,Image
娑婆訶,"そわか,そばか",svāhā; well said; so be it,Type the reading!,Image
如露,"じょうろ,じょろ,ジョウロ",watering can; watering pot; sprinkling can,Type the reading!,Image
二人づつ,ふたりづつ,two by two; by twos; as a couple,Type the reading!,Image
贏ち得る,かちえる,to achieve; to win; to gain,Type the reading!,Image
山茶,"つばき,さんちゃ,ツバキ",common camellia (Camellia japonica),Type the reading!,Image
戊戌,ぼじゅつ,"Earth Dog (35th term of the sexagenary cycle, e.g. 1958, 2018, 2078)",Type the reading!,Image
却ける,しりぞける,to refuse; to reject; to turn down,Type the reading!,Image
犬追物,いぬおうもの,inuoumono; Kamakura-period sport in which horseback-mounted archers shot at dogs inside a…,Type the reading!,Image
吭,"のど,のんど,のみと,のみど,ノド,ふえ",throat; singing voice; gutter (inner margins of a book),Type the reading!,Image
全羅南道,"チョルラナムド,ぜんらなんどう",Jeollanam-do (South Korea); South Jeolla Province,Type the reading!,Image
阡,せん,"thousand; 1,000",Type the reading!,Image
馬鍬,"まぐわ,まんが,うまぐわ",harrow; rake,Type the reading!,Image
日覆,"ひおい,ひおおい",sunshade; sunscreen; window shade,Type the reading!,Image
膝行る,いざる,to shuffle (on one's bottom or knees); to crawl; to shift position (of an object),Type the reading!,Image
藁苞,"わらづと,わらすぼ,ワラスボ",straw wrapper,Type the reading!,Image
トリ年,トリどし,year of the Rooster; year of the Cock,Type the reading!,Image
雨漏,あまもり,roof leak,Type the reading!,Image
紙捻,"こより,かみより",string made from twisted paper,Type the reading!,Image
題簽,だいせん,slip of paper bearing a book's title (pasted inside the book),Type the reading!,Image
盡す,つくす,to use up; to exhaust; to run out of,Type the reading!,Image
銃夢,がんむ,Battle Angel Alita (manga and anime),Type the reading!,Image
加留多,"カルタ,かるた","karuta; traditional Japanese playing cards, esp. hyakunin isshu karuta or iroha karuta",Type the reading!,Image
鮹,"たこ,タコ",octopus; fool; idiot,Type the reading!,Image
遉,さすが,as one would expect; just as you'd expect (from); just like (someone),Type the reading!,Image
青苧,あおそ,ramie fibre (fiber),Type the reading!,Image
チョイ悪おやじ,"チョイわるおやじ,ちょいワルおやじ,ちょいワルオヤジ","older and fashionable man (wild-looking, burly, etc.)",Type the reading!,Image
峽,かい,gorge; ravine,Type the reading!,Image
蟆,"ぶと,ブユ,ひき,ヒキガエル,ガマガエル",black fly (any insect of family Simuliidae); gnat,Type the reading!,Image
ピュリッツァー賞,ピュリッツァーしょう,Pulitzer prize,Type the reading!,Image
稲架,"はさ,はざ,はせ,はぜ,とうか",drying rice on a rack; rack for drying rice,Type the reading!,Image
栩栩,くく,joyous; happy,Type the reading!,Image
つる性植物,つるせいしょくぶつ,"creeper (plant that grows along the ground, etc. similar to a vine)",Type the reading!,Image
肌触,はだざわり,feel; touch; texture,Type the reading!,Image
慶尚北道,"キョンサンプクト,けいしょうほくどう",Gyeongsangbuk-do (South Korea); North Gyeongsang Province,Type the reading!,Image
角出,"ツノダシ,つのだし",moorish idol (Zanclus cornutus),Type the reading!,Image
地祇,"くにつかみ,ちぎ",gods of the land; earthly deities,Type the reading!,Image
歌留多会,かるたかい,karuta gathering (for playing uta-garuta),Type the reading!,Image
樸,こはだ,bark (of a tree),Type the reading!,Image
むっつり助平,"むっつりすけべ,むっつりすけべい,むっつりスケベ",lecher with a quiet exterior; lecher who doesn't seem it and doesn't talk about it,Type the reading!,Image
杓文字,"しゃもじ,さもじ",wooden spoon; ladle; rice scoop,Type the reading!,Image
愛著,あいじゃく,attachment; love; affection,Type the reading!,Image
品がよい,ひんがよい,refined; genteel; graceful,Type the reading!,Image
粗鬆,"そそう,そしょう",rough; crude; unrefined,Type the reading!,Image
手足れ,てだれ,mastery; skillfulness; dexterity,Type the reading!,Image
生きのよい,"いきのいい,イキのいい,イキのよい",fresh (e.g. fish); lively; spirited,Type the reading!,Image
ひと塊り,ひとかたまり,one lump; one group,Type the reading!,Image
狗尾草,"エノコログサ,えのころぐさ",green foxtail (Setaria viridis); green bristlegrass,Type the reading!,Image
記憶力のよい,きおくりょくのよい,having good memory,Type the reading!,Image
家ダニ,いえダニ,tropical rat mite (Ornithonyssus bacoti),Type the reading!,Image
いい齢して,いいとしして,(in spite of) being old enough to know better,Type the reading!,Image
苟且,"かりそめ,こうしょ",temporary; transient; transitory,Type the reading!,Image
商屋,あきないや,shop; store; merchant,Type the reading!,Image
竜の落とし子,"タツノオトシゴ,たつのおとしご",seahorse; sea horse,Type the reading!,Image
盗見,ぬすみみ,surreptitious glance; looking furtively,Type the reading!,Image
国界,"くにざかい,こっかい",border (between countries); national border,Type the reading!,Image
沢瀉,"おもだか,オモダカ",threeleaf arrowhead (Sagittaria trifolia),Type the reading!,Image
鸛,"こうのとり,こう,コウノトリ","stork (esp. the Oriental stork, Ciconia boyciana)",Type the reading!,Image
えー加減,"ええかげん,えーかげん",irresponsible; perfunctory; careless,Type the reading!,Image
モーレツ社員,モーレツしゃいん,go-getter employee; hard-driving employee; workaholic employee,Type the reading!,Image
ほうの木,"ほうのき,ホオノキ,ホウノキ",magnolia (Magnolia obovata); Japanese big leaf magnolia,Type the reading!,Image
插入,そうにゅう,insertion; incorporation; infixing,Type the reading!,Image
日霊,ひるめ,Amaterasu Ōmikami (sun goddess),Type the reading!,Image
枹,"ばち,バチ,なら","plectrum (for a shamisen, biwa, etc.); pick; drumstick (for taiko)",Type the reading!,Image
ウケの良い,"ウケのいい,ウケのよい",popular,Type the reading!,Image
もの化,ものか,objectification; objectifying,Type the reading!,Image
苴,かいしき,"leaf, branch with leaves, or paper placed under a serving dish or offering",Type the reading!,Image
蚊蜻蛉,かとんぼ,"crane fly; daddy longlegs (insect of family Tipulidae); a tall, gangly person",Type the reading!,Image
通時,つうじ,diachrony,Type the reading!,Image
花摘,はなつみ,flower picking; flower gathering,Type the reading!,Image
石投,"いしなぎ,イシナギ,いしなご",striped jewfish (Stereolepis doederleini),Type the reading!,Image
澆季,ぎょうき,frivolous age; degenerate period in history; decadent age,Type the reading!,Image
大世帯,"おおじょたい,おおせたい",large household; large family; large group (of people),Type the reading!,Image
濺ぐ,そそぐ,to pour (into); to sprinkle on (from above); to water (e.g. plants),Type the reading!,Image
只管打坐,しかんたざ,shikantaza; meditation practice where one stays intensely focused without focusing on any p…,Type the reading!,Image
把む,つかむ,to seize; to catch; to grasp,Type the reading!,Image
蚰蜒,"げじげじ,げじ,ゲジゲジ,ゲジ",contemptible person; skunk; wretch,Type the reading!,Image
亜弗利加,アフリカ,Africa,Type the reading!,Image
ウェーイ系,ウェーイけい,young people who behave in a rowdy fashion (e.g. in a pub); young people who cheer and drink loudly,Type the reading!,Image
綟,もじ,"hemp yarn or linen thread woven into a coarse cloth used for mosquito nets, sum…",Type the reading!,Image
申し訳け,もうしわけ,apology; excuse,Type the reading!,Image
いた椎,"いたじい,イタジイ",Castanopsis sieboldii (species of chinquapin),Type the reading!,Image
垂髪,"すべらかし,すべしがみ,たれがみ",hair tied behind and hanging down; long flowing hair,Type the reading!,Image
芦荻,ろてき,reeds; reed and silver grass,Type the reading!,Image
飮む,のむ,to drink; to swallow; to take (medicine),Type the reading!,Image
曽て,"かつて,かって",once; before; formerly,Type the reading!,Image
壻,むこ,husband; groom; (one's) son-in-law,Type the reading!,Image
交喙,"イスカ,いすか",common crossbill (Loxia curvirostra),Type the reading!,Image
皇尊,"すめらみこと,すべらみこと",Emperor of Japan,Type the reading!,Image
鯤,こん,kun (giant fish said to be able to turn into a bird),Type the reading!,Image
莫斯科,モスクワ,Moscow (Russia),Type the reading!,Image
辛夷,こぶし,kobus magnolia; Magnolia praecocissima; Magnolia kobus,Type the reading!,Image
齲歯,"むしば,うし,くし",tooth decay; decayed tooth; dental cavity,Type the reading!,Image
伊集,"いじゅ,イジュ",Chinese guger tree (Schima wallichii),Type the reading!,Image
ヤリ玉,ヤリだま,skilled control of a spear; stabbing (someone) with a spear; victim,Type the reading!,Image
連銭葦毛,れんぜんあしげ,dapple gray (horse coat color); dapple grey,Type the reading!,Image
弗素,"ふっそ,フッソ",fluorine (F),Type the reading!,Image
嘔き気,"はきけ,はきげ",nausea; feeling like throwing up; feeling sick,Type the reading!,Image
啣える,くわえる,to hold in one's mouth; to bring with; to take along,Type the reading!,Image
蚕豆,"そらまめ,ソラマメ",broad bean (Vicia faba); horse bean; fava bean,Type the reading!,Image
布海苔,"ふのり,フノリ",funori; glue plant; marine alga of the genus Gloiopeltis,Type the reading!,Image
キッズ携帯,"キッズケータイ,キッズけいたい",cellphone for kids,Type the reading!,Image
種なしスイカ,たねなしスイカ,seedless watermelon,Type the reading!,Image
覬覦,きゆ,covetousness,Type the reading!,Image
襲ぐ,"つぐ,ツぐ","to succeed (a person, to a position, etc.); to inherit; to take over",Type the reading!,Image
繧繝,"うんげん,うげん","ungen; method of dyeing in which a color repeatedly goes from dense to diffuse, diffus…",Type the reading!,Image
仕え奉る,つかえまつる,to serve; to build as commanded,Type the reading!,Image
落人伝説,おちゅうどでんせつ,legend concerning a fugitive clan,Type the reading!,Image
水松,"みる,すいしょう,ミル",stag seaweed (Codium fragile); green sea fingers; dead man's fingers,Type the reading!,Image
按察使,"あぜち,あんさつし",travelling inspector of the provincial governments (Nara and Heian-period posit…,Type the reading!,Image
カニ星雲,カニせいうん,Crab Nebula,Type the reading!,Image
どじを踏む,どじをふむ,to make a blunder; to bungle; to mess up,Type the reading!,Image
遊びゴコロ,あそびゴコロ,playfulness; playful mood; imaginativeness,Type the reading!,Image
催物,"もよおしもの,もようしもの",(program of) entertainments; special events; exhibitions,Type the reading!,Image
蟹漁,かにりょう,crab fishing; crabbing,Type the reading!,Image
腰気,こしけ,leukorrhoea; leucorrhoea; leukorrhea,Type the reading!,Image
気ずく,"きづく,きずく",to notice; to realize; to realise,Type the reading!,Image
三点リーダ,さんてんリーダ,three dot leader; ellipsis,Type the reading!,Image
尻切れ蜻蛉,しりきれとんぼ,leaving unfinished; unfinished ending,Type the reading!,Image
産日,"むすひ,むすび",divine spirit of creation; god who gives birth to all things,Type the reading!,Image
しわ伸ばし,しわのばし,smoothing out wrinkles; recreation (esp. for the elderly),Type the reading!,Image
粃,"しいな,しいだ,しいら,みよさ",empty grain husk; immature ear (e.g. wheat); hollow object,Type the reading!,Image
羽振りのよい,はぶりのよい,influential; powerful; popular,Type the reading!,Image
並て,なべて,in general; generally; usually,Type the reading!,Image
緊褌一番,きんこんいちばん,gird oneself up,Type the reading!,Image
婆臭い,"ババくさい,ばばくさい",old-maidish (esp. of fashion); old-womanish,Type the reading!,Image
手がすく,てがすく,to be free; to be available,Type the reading!,Image
藪柑子,"やぶこうじ,ヤブコウジ",spearflower (Ardisia japonica),Type the reading!,Image
遊む,すさむ,to grow wild; to run to waste; to become degenerate,Type the reading!,Image
古代ギリシア語,こだいギリシアご,ancient Greek (language),Type the reading!,Image
林檎の芯,りんごのしん,apple core; core of an apple,Type the reading!,Image
科を作る,しなをつくる,to put on coquettish airs; to act flirtatiously; to act kittenish,Type the reading!,Image
用意どん,"よういどん,ヨーイドン,よーいドン,よーいどん,ヨウイドン","ready, go!; race",Type the reading!,Image
眠り人,ねぶりびと,someone who is fast asleep,Type the reading!,Image
繁文縟礼,はんぶんじょくれい,red-tapism,Type the reading!,Image
無礼る,"なめる,ナメる",to lick; to lap; to suck,Type the reading!,Image
木通,"あけび,アケビ,もくつう,モクツウ",chocolate-vine (Akebia quinata); fiveleaf akebia; akebi,Type the reading!,Image
右となり,"みぎどなり,みぎとなり","neighbour to the right (person, building, etc.)",Type the reading!,Image
育ちがよい,そだちがよい,well-bred; of good upbringing,Type the reading!,Image
上澄,うわずみ,clear layer of fluid (at the top of a mixture); supernatant liquid; supernate,Type the reading!,Image
上世,"かみつよ,じょうせい",antiquity; ancient times,Type the reading!,Image
不届千万,ふとどきせんばん,very rude; very insolent; extremely reprehensible,Type the reading!,Image
火焼き,"ひたき,ほたき",building a fire,Type the reading!,Image
銀宝,"ぎんぽ,ギンポ",tidepool gunnel (Pholis nebulosa),Type the reading!,Image
頓痴気,"トンチキ,とんちき",numbskull; dimwit; idiot,Type the reading!,Image
男け,"おとこげ,おとこけ",male presence,Type the reading!,Image
来た見た勝った,きた、みた、かった,"veni, vidi, vici; I came; I saw; I conquered",Type the reading!,Image
エンピツ削り,エンピツけずり,pencil sharpener,Type the reading!,Image
経く,わなく,to hang oneself; to strangle oneself; to wring the neck,Type the reading!,Image
亡う,うしなう,"to lose; to miss (a chance, opportunity); to lose (a loved one)",Type the reading!,Image
廐,うまや,stable; barn,Type the reading!,Image
佰,"ひゃく,はく",hundred; 100,Type the reading!,Image
櫛笥,くしげ,toiletries case,Type the reading!,Image
御灯,"みあかし,ごとう,みとう","lighted lamp (or candle, etc.) provided as a religious offering",Type the reading!,Image
廚,くりや,kitchen,Type the reading!,Image
笋,"たけのこ,タケノコ,たかんな,たかむな,たこうな","bamboo shoot; young, inexperienced doctor",Type the reading!,Image
抽き出し,ひきだし,drawer,Type the reading!,Image
衛戍,えいじゅ,garrison,Type the reading!,Image
呵る,しかる,to scold; to chide; to rebuke,Type the reading!,Image
末摘花,"すえつむはな,スエツムハナ",safflower,Type the reading!,Image
輻湊,ふくそう,congestion; overcrowding; pile-up,Type the reading!,Image
山鼠,"やまね,ヤマネ,やまねずみ,ヤマネズミ",Japanese dormouse (Glirulus japonicus),Type the reading!,Image
膝まづく,ひざまづく,to kneel (in respect); to genuflect,Type the reading!,Image
野蒜,"のびる,ノビル",wild rocambole (Allium grayi),Type the reading!,Image
加奈陀,カナダ,Canada,Type the reading!,Image
あかがね色,あかがねいろ,bronze color; copper color,Type the reading!,Image
蹙める,しかめる,to screw up (one's face); to scrunch up; to pucker up,Type the reading!,Image
小蝦,"こえび,コエビ","shrimp (infraorder Caridea); small shrimp, prawn or lobster",Type the reading!,Image
鉄鉢,"てっぱち,てつばち,かなばち",iron helmet,Type the reading!,Image
鵝鳥,"ガチョウ,がちょう",domestic goose,Type the reading!,Image
旦過,たんが,staying the night (of an itinerant priest in Zen Buddhism); itinerant priest's lodging; providing a room for an itinerant priest so that he may meditate for a long per…,Type the reading!,Image
猿子,"ましこ,マシコ",rosefinch (any finch of genus Carpodacus); monkey,Type the reading!,Image
マル走,マルそう,biker gang,Type the reading!,Image
素見す,ひやかす,to banter; to make fun of; to jeer at,Type the reading!,Image
辻講釈,つじごうしゃく,stories (esp. war stories) or lectures told by someone near a road or temple wh…,Type the reading!,Image
槍烏賊,"やりいか,ヤリイカ",spear squid (Loligo bleekeri),Type the reading!,Image
虹霓,こうげい,rainbow,Type the reading!,Image
隈々,くまぐま,every corner; every nook and cranny; all the ins and outs,Type the reading!,Image
濟む,すむ,to finish; to end; to be completed,Type the reading!,Image
迫間,"はざま,はさま",interval; space; interstice,Type the reading!,Image
互先,たがいせん,even game (esp. in go),Type the reading!,Image
瞶める,みつめる,to stare (at); to gaze (at); to look hard (at),Type the reading!,Image
路加,るか,St Luke,Type the reading!,Image
将棊,しょうぎ,shogi; Japanese chess,Type the reading!,Image
繁縷,"はこべ,はこべら,ハコベ,ハコベラ",chickweed (Stellaria sp.); stitchwort,Type the reading!,Image
河骨,"こうほね,かわほね,コウホネ","Japanese spatterdock (species of water lily, Nuphar japonica)",Type the reading!,Image
跼まる,"せぐくまる,せくぐまる",to bend down with a round back,Type the reading!,Image
可らざる,べからざる,cannot; must not,Type the reading!,Image
曲彔,きょくろく,round-backed chair used by a priest during a memorial service,Type the reading!,Image
上框,"あがりがまち,あがりかまち",piece of wood at the front edge of an entranceway floor; front portion of the floor of the genkan,Type the reading!,Image
泛かぶ,うかぶ,to float; to be suspended; to rise to the surface,Type the reading!,Image
巳の年,"へびのとし,みのとし",year of the Snake,Type the reading!,Image
