Question,Answers,Comment,Instructions,Render as
藪入,やぶいり,holiday granted to servants on the 16th of the first and seventh months,Type the reading!,Image
礁湖,しょうこ,barrier lagoon; coral-reef lagoon,Type the reading!,Image
元弘の変,げんこうのへん,Genkō Incident (1331-1333); Genkō War,Type the reading!,Image
拾い箸,ひろいばし,passing food from one person's chopsticks to another's (a breach of etiquette),Type the reading!,Image
画餅に帰す,がべいにきす,to come to nothing; to end in failure; to fall through,Type the reading!,Image
被殻,ひかく,putamen (part of brain); frustule; silicified cell wall of a diatom,Type the reading!,Image
記念貨幣,きねんかへい,commemorative coin; memorial coin,Type the reading!,Image
膿尿,のうにょう,pyuria,Type the reading!,Image
屋烏の愛,おくうのあい,true love; deep love; love for someone so deep that it can reach a crow perched on that person's roof,Type the reading!,Image
象の檻,ぞうのおり,elephant cage; Wullenweber antenna; large circular antenna array used for radio direction finding,Type the reading!,Image
三等陸尉,さんとうりくい,second lieutenant (JGSDF),Type the reading!,Image
代替肉,だいたいにく,meat substitute; meat analogue; fake meat,Type the reading!,Image
長蛇を逸す,ちょうだをいっす,to miss a big chance; to miss a good opportunity; to let one's enemy slip away,Type the reading!,Image
弓は袋に太刀は鞘,ゆみはふくろにたちはさや,the world is at peace; bows in bags and swords in sheaths,Type the reading!,Image
文法範疇,ぶんぽうはんちゅう,grammatical category,Type the reading!,Image
兎汁,うさぎじる,rabbit soup,Type the reading!,Image
精巣腫瘍,せいそうしゅよう,testicular cancer; testicular tumor (tumour),Type the reading!,Image
小斑点,しょうはんてん,speckle,Type the reading!,Image
マイクロ飛沫,マイクロひまつ,microdroplet,Type the reading!,Image
絨毛性ゴナドトロピン,じゅうもうせいゴナドトロピン,chorionic gonadotropin,Type the reading!,Image
月夜に釜を抜かれる,つきよにかまをぬかれる,to make a blunder; to blunder; to have one's kettle stolen on a moonlit night,Type the reading!,Image
彼岸の入り,ひがんのいり,first day of the equinoctial week,Type the reading!,Image
待てば甘露の日和あり,まてばかんろのひよりあり,"good things come to those who wait; if you wait, there will come a fine day of nectar (falling from the sky)",Type the reading!,Image
冬霧,ふゆぎり,winter fog; fog during winter,Type the reading!,Image
口を酸っぱくする,くちをすっぱくする,to repeatedly admonish; to tell over and over,Type the reading!,Image
早尚,そうしょう,prematurity,Type the reading!,Image
潜伏キリシタン,せんぷくキリシタン,underground Christian; secret Christian (during the Edo period),Type the reading!,Image
変身譚,へんしんたん,story featuring metamorphosis,Type the reading!,Image
筋痙攣,きんけいれん,muscle spasm; myospasm; cramp,Type the reading!,Image
仏英,ふつえい,France and the United Kingdom; French-British; French-English,Type the reading!,Image
洛中洛外図,らくちゅうらくがいず,views in and around Kyoto (style of folding screen depicting the scenery and sc…,Type the reading!,Image
羞悪,しゅうお,shame and hatred of evil,Type the reading!,Image
漬け魚,"つけざかな,つけうお",pickled fish,Type the reading!,Image
踏車,ふみぐるま,treadwheel (e.g. for pumping water into fields); treadmill,Type the reading!,Image
題詠,だいえい,poetry composed on a set theme,Type the reading!,Image
用いて表す,もちいてあらわす,to express ... in terms of ...,Type the reading!,Image
方違い,かたたがい,"setting off the night before one normally would have departed, travelling in a…",Type the reading!,Image
法廷に臨む,ほうていにのぞむ,to appear in court,Type the reading!,Image
寄せ棟造り,よせむねづくり,hip roof; hipped roof; building with a hip roof,Type the reading!,Image
叙事的,じょじてき,epic (e.g. poem); descriptive; narrative,Type the reading!,Image
土壌流出,どじょうりゅうしゅつ,soil runoff,Type the reading!,Image
追悼施設,ついとうしせつ,memorial site,Type the reading!,Image
天機を洩らす,てんきをもらす,to leak a major secret,Type the reading!,Image
日本相撲協会,にほんすもうきょうかい,Japan Sumo Association; JSA,Type the reading!,Image
万景峰号,"ばんけほうごう,まんけいほうごう",Mangyongbong-92 (mixed passenger-cargo ferry running between Wonsan in North Ko…,Type the reading!,Image
沈殿槽,ちんでんそう,precipitation tank; settling tank; sedimentation tank,Type the reading!,Image
焼酎漬け,しょうちゅうづけ,"fruit, etc. preserved in shōchū",Type the reading!,Image
蒸し釜,むしがま,steaming kettle,Type the reading!,Image
書蹟,しょせき,writing; penmanship,Type the reading!,Image
穿頭術,せんとうじゅつ,trepanation; trephination; trepanning,Type the reading!,Image
金光明経,こんこうみょうきょう,Golden Light Sutra,Type the reading!,Image
吸汗性,きゅうかんせい,sweat absorbency,Type the reading!,Image
泥灰土,でいかいど,marl,Type the reading!,Image
格子女郎,こうしじょろう,prostitute of the second rank (below the tayū; Edo period),Type the reading!,Image
分屯基地,ぶんとんきち,sub base; sub-base; minor base,Type the reading!,Image
旦夕に迫る,たんせきにせまる,to be on the brink of death,Type the reading!,Image
山椒餅,さんしょうもち,mochi with sanshō (Sichuan pepper),Type the reading!,Image
下駄スケート,げたスケート,geta with skating blades; skates made from geta,Type the reading!,Image
長崎大,ながさきだい,Nagasaki University (abbr),Type the reading!,Image
損保ジャパン,そんぽジャパン,Sompo Japan Insurance (abbr),Type the reading!,Image
鼓吹者,こすいしゃ,advocate; propagator,Type the reading!,Image
コクリコ坂から,コクリコざかから,"From Up on Poppy Hill (manga, 2011 animated film)",Type the reading!,Image
享楽生活,きょうらくせいかつ,life of pleasure,Type the reading!,Image
龍谷大学,りゅうこくだいがく,Ryukoku University,Type the reading!,Image
儒教主義,じゅきょうしゅぎ,Confucianism,Type the reading!,Image
神道信者,しんとうしんじゃ,Shintoist; follower of Shintoism,Type the reading!,Image
柏レイソル,かしわレイソル,Kashiwa Reysol (Japanese pro soccer team),Type the reading!,Image
堪りかねる,たまりかねる,to be unable to bear (something) any longer; to be unable to put up with,Type the reading!,Image
酸いも甘いも噛み分ける,すいもあまいもかみわける,to be experienced in the ways of the world; to taste the bitter and the sweet,Type the reading!,Image
悪魔の詩,あくまのうた,The Satanic Verses (novel by Salman Rushdie),Type the reading!,Image
上働き,うわばたらき,housemaid; cleaning lady,Type the reading!,Image
綾布,あやぬの,twill damask and brocade,Type the reading!,Image
日本鋼管,にっぽんこうかん,NKK Corporation,Type the reading!,Image
鳴り轟く,なりとどろく,to reverberate; to resound; to echo,Type the reading!,Image
鼓腹撃壌,こふくげきじょう,(people) sing the praises (enjoy the blessings) of peace,Type the reading!,Image
阪神電鉄,はんしんでんてつ,Hanshin Electric Railway Co.,Type the reading!,Image
一菊,いっきく,one scoop (of water),Type the reading!,Image
古語拾遺,こごしゅうい,"Gleanings from Ancient Stories (Inbe no Hironari, 807 CE); historical record from the Inbe clan",Type the reading!,Image
内蒙,ないもう,Inner Mongolia,Type the reading!,Image
不問に附する,ふもんにふする,"to ignore (a fault, misstep, issue, etc.); to disregard; to overlook",Type the reading!,Image
括り出す,くくりだす,to factor out (e.g. in algebra); to pull out common elements,Type the reading!,Image
胸を患う,むねをわずらう,to suffer from pulmonary tuberculosis; to have trouble in one's lungs,Type the reading!,Image
糸に紡ぐ,いとにつむぐ,to spin into yarn,Type the reading!,Image
光線を遮る,こうせんをさえぎる,to intercept the light,Type the reading!,Image
甲殻綱,こうかくこう,Crustacea,Type the reading!,Image
権利を侵す,けんりをおかす,to infringe upon someone's right,Type the reading!,Image
追物射,"おいものい,おものい,おんものい",shooting a fleeing target (usu. animal) from horseback,Type the reading!,Image
仙台侯,せんだいこう,Lord of Sendai,Type the reading!,Image
殉難者,じゅんなんしゃ,victim; martyr,Type the reading!,Image
嘉言善行,かげんぜんこう,good words and good deeds,Type the reading!,Image
腫瘍学,しゅようがく,oncology,Type the reading!,Image
合併企業,がっぺいきぎょう,merged company,Type the reading!,Image
絞刑吏,こうけいり,hangman,Type the reading!,Image
アッピア街道,アッピアかいどう,Appian Way,Type the reading!,Image
氷殻,ひょうかく,ice crust; ice rind; ice shell,Type the reading!,Image
中央揃え,"ちゅうおうぞろえ,ちゅうおうそろえ",center alignment; center justification; centering,Type the reading!,Image
大八島国,"おおやしまぐに,おおやしまのくに",Japan,Type the reading!,Image
天の浮橋,あまのうきはし,Ama no Ukihashi; the heavenly floating bridge by which gods are said to descend from the heavens…,Type the reading!,Image
平落,ひらおち,pancake (landing),Type the reading!,Image
邦字新聞,ほうじしんぶん,Japanese-language newspaper (printed outside Japan),Type the reading!,Image
詮術,せんすべ,(proper) methods,Type the reading!,Image
売上票,うりあげぴょう,sales slip; sales receipt,Type the reading!,Image
かぎ針編み,かぎばりあみ,crochet,Type the reading!,Image
相撲にならない,すもうにならない,is no match for; can't hold a candle to,Type the reading!,Image
鼻革,はながわ,toe cover for clogs,Type the reading!,Image
叛将,はんしょう,rebel leader,Type the reading!,Image
摩尼珠,"まにじゅ,まにしゅ",jewel; pearl; gemstone,Type the reading!,Image
日本郵船,にっぽんゆうせん,Nippon Yusen; NYK Line; Japan Mail Shipping Line,Type the reading!,Image
相等しい,あいひとしい,equal to each other,Type the reading!,Image
泰西名画,たいせいめいが,Western painting,Type the reading!,Image
奇々怪界,ききかいかい,Kiki Kaikai (video game),Type the reading!,Image
贈呈本,ぞうていぼん,complimentary copy (of a book),Type the reading!,Image
計時係,けいじがかり,timekeeper,Type the reading!,Image
賃貸価格,ちんたいかかく,rental value,Type the reading!,Image
教唆者,きょうさしゃ,instigator,Type the reading!,Image
石鹸入れ,せっけんいれ,soap dish or box,Type the reading!,Image
啓蒙運動,けいもううんどう,enlightenment movement; the Enlightenment,Type the reading!,Image
書き候,かきそうろう,"(have the honor, honour) to write",Type the reading!,Image
逸を以て労を待つ,いつをもってろうをまつ,to wait for the enemy to tire at ease,Type the reading!,Image
践踏,せんとう,trampling down,Type the reading!,Image
薬効物,やっこうぶつ,medically effective ingredient,Type the reading!,Image
官費留学,かんぴりゅうがく,studying abroad at government expense,Type the reading!,Image
読出し,よみだし,reading; readout (computer),Type the reading!,Image
溜塗り,ためぬり,lacquering technique that uses a coloured-lacquer undercoating and a transparen…,Type the reading!,Image
華車,きゃしゃ,dainty; delicate; slender,Type the reading!,Image
下請会社,したうけがいしゃ,subcontractor; subcontracting company,Type the reading!,Image
洪恩,こうおん,great debt of gratitude; great obligation,Type the reading!,Image
初陣をかざる,ういじんをかざる,"to win one's first battle (game, match)",Type the reading!,Image
南蛮漬,なんばんづけ,"roasted or deep-fried fish or meat, marinated in a spicy sauce",Type the reading!,Image
豚カツソース,"とんカツソース,トンカツソース",tonkatsu sauce (usu. Worcester-based),Type the reading!,Image
仙椎,せんつい,sacral vertebra,Type the reading!,Image
受け付け係,うけつけがかり,receptionist; clerk,Type the reading!,Image
脛をかじる,"すねをかじる,スネをかじる",to depend on someone else's (financial) support (usu. one's parents'),Type the reading!,Image
刷り出す,すりだす,to print; to publish; to begin to print,Type the reading!,Image
誉む,ほむ,to praise; to commend; to laud,Type the reading!,Image
亜麻仁,あまに,flaxseed; linseed,Type the reading!,Image
蛙飛び,"かえるとび,かわずとび",(game of) leapfrog; leapfrogging,Type the reading!,Image
間銭,あいせん,handling fee; commission,Type the reading!,Image
掛り合う,かかりあう,to have something to do with; to be concerned with; to have a connection with,Type the reading!,Image
悪魔除け,あくまよけ,charm against evil spirits; talisman; amulet,Type the reading!,Image
聞茶,ききちゃ,tea tasting; tea-tasting; tea-tasting contest,Type the reading!,Image
婆ちゃん子,ばあちゃんこ,child who loves their grandmother; child who is doted on by their grandmother,Type the reading!,Image
舌癌,ぜつがん,cancer of the tongue,Type the reading!,Image
自撰,じせん,selecting from one's own works; one's own selection,Type the reading!,Image
卵巣癌,らんそうがん,ovarian cancer; ovarian carcinoma,Type the reading!,Image
異議申立,いぎもうしたて,formal objection; opposition (e.g. to a patent),Type the reading!,Image
藻場,もば,seaweed bed; seaweed forest,Type the reading!,Image
真箇,しんこ,real; true,Type the reading!,Image
弔祭,ちょうさい,memorial service,Type the reading!,Image
捨身技,すてみわざ,sutemi-waza (judo sacrifice throw),Type the reading!,Image
御見積り,おみつもり,(price) quotation; quote,Type the reading!,Image
隠し詞,かくしことば,secret language; argot,Type the reading!,Image
愛餐,あいさん,love feast; agape,Type the reading!,Image
行着く,"いきつく,ゆきつく",to arrive (at one's destination); to reach; to come to a head,Type the reading!,Image
幸うすい,さちうすい,unfortunate; unhappy; ill-fated,Type the reading!,Image
都合の宜しい,つごうのよろしい,convenient,Type the reading!,Image
箇箇,ここ,individual; one by one; separate,Type the reading!,Image
木版摺り,もくはんずり,wood block printing,Type the reading!,Image
猛威を振う,もういをふるう,"to rage (of a storm, flu, etc.); to be on a rampage; to be rampant",Type the reading!,Image
御召替え,おめしかえ,changing one's clothes; change of clothes,Type the reading!,Image
附託,ふたく,committal; reference; submission (e.g. to committee),Type the reading!,Image
散り蓮華,ちりれんげ,ceramic spoon; fallen lotus petal,Type the reading!,Image
啜りなく,すすりなく,to sob,Type the reading!,Image
私も又,わたくしもまた,me too; I also,Type the reading!,Image
狸蕎麦,たぬきそば,soba with tempura batter,Type the reading!,Image
苑池,えんち,garden with a pond,Type the reading!,Image
引揚船,"ひきあげふね,ひきあげぶね",evacuation boat; repatriation ship,Type the reading!,Image
塗立て,ぬりたて,freshly painted; freshly plastered,Type the reading!,Image
言甲斐,いいがい,worth mentioning,Type the reading!,Image
雁首揃える,"がんくびそろえる,ガンクビそろえる",to sit silently (and submissively) at a meeting,Type the reading!,Image
代り番,かわりばん,alternating; taking turns,Type the reading!,Image
先父,せんぷ,deceased father,Type the reading!,Image
華尽くし,はなづくし,citing or naming a variety of flowers; multi-flowered design,Type the reading!,Image
不問に附す,ふもんにふす,"to ignore (a fault, misstep, issue, etc.); to disregard; to overlook",Type the reading!,Image
海老せん,えびせん,ebisenbei; shrimp-flavored rice cracker,Type the reading!,Image
表替,おもてがえ,refacing (tatami) mats,Type the reading!,Image
綴じ糸,とじいと,binding thread; basting thread,Type the reading!,Image
変り果てる,かわりはてる,to be completely changed (for the worse); to be transformed,Type the reading!,Image
水垣,"みずがき,みずかき","fence (around a shrine, imperial palace, sacred area, etc.)",Type the reading!,Image
修煉,しゅうれん,training; drill; practice,Type the reading!,Image
繰上げ当選,くりあげとうせん,win an election due to another's death or disqualification,Type the reading!,Image
御坊ちゃま,おぼっちゃま,(another's) son; boy; young master,Type the reading!,Image
囚われびと,とらわれびと,captive; prisoner,Type the reading!,Image
めおと茶碗,めおとぢゃわん,pair of teacups (or rice bowls) for a married couple (one large and one small); his and hers teacups; his and hers rice bowls,Type the reading!,Image
碌すっぽ,"ろくすっぽ,ろくずっぽ,ろくすっぽう",(not) well; (not) properly; (not) enough,Type the reading!,Image
吸取り紙,すいとりがみ,blotting paper,Type the reading!,Image
半年毎に,はんとしごとに,semiannually; biannually; half-yearly,Type the reading!,Image
呼出し電話,よびだしでんわ,telephone number at which person without a phone can be reached,Type the reading!,Image
下駄をはかせる,げたをはかせる,to inflate (figures); to jack up (e.g. a score); to pad,Type the reading!,Image
誉むべき,ほむべき,praiseworthy; commendable; laudable,Type the reading!,Image
別建て,べつだて,separate arrangement (e.g. of payments); handling separately,Type the reading!,Image
末木,うらき,treetop,Type the reading!,Image
穿山甲,"せんざんこう,センザンコウ",pangolin; scaly anteater,Type the reading!,Image
塗薬,ぬりぐすり,medical cream; ointment; salve,Type the reading!,Image
炭取り,すみとり,charcoal scuttle,Type the reading!,Image
えん堤,えんてい,dam; weir,Type the reading!,Image
旨い汁を吸う,うまいしるをすう,to be onto a good thing; to make money without working; to line one's pockets,Type the reading!,Image
揚枝,ようじ,toothpick; skewer (used to cut and hold sweets served at a tea ceremony); toothbrush (orig. made from a thin willow branch frayed at one end),Type the reading!,Image
言諭す,いいさとす,to explain in an easy-to-understand manner,Type the reading!,Image
トラ刈り,とらがり,unevenly cropped (hair); badly cropped,Type the reading!,Image
仲冬,ちゅうとう,eleventh month of the lunar calendar,Type the reading!,Image
旗挙,はたあげ,raising an army; raising a banner; launching a new group,Type the reading!,Image
枝折り戸,しおりど,garden gate made of branches and twigs; wicket gate,Type the reading!,Image
摺り込む,すりこむ,to rub in (e.g. cream into the skin); to grind and mix (e.g. pepper into miso),Type the reading!,Image
じん麻疹,"じんましん,ジンマシン",hives; nettle rash; urticaria,Type the reading!,Image
坐礁,ざしょう,running aground; being stranded; grounding,Type the reading!,Image
ま向い,まむかい,right opposite; directly across; just in front of,Type the reading!,Image
げた履き,げたばき,wearing wooden clogs; floatplane,Type the reading!,Image
飛降り自殺,とびおりじさつ,suicide by jumping (e.g. from a tall building),Type the reading!,Image
直ばき,じかばき,"wearing next to the skin (e.g. shoes without socks, trousers without underwear)",Type the reading!,Image
殊の他,ことのほか,exceedingly; extremely; exceptionally,Type the reading!,Image
長歎,ちょうたん,deep sigh,Type the reading!,Image
和辛子,わがらし,Japanese-style mustard,Type the reading!,Image
引攣れる,ひきつれる,to have a cramp,Type the reading!,Image
出る杭は打たれる,でるくいはうたれる,the nail that sticks out gets hammered down; people that stick out too much get punished; tall trees catch much wind,Type the reading!,Image
身請金,"みうけがね,みうけきん",money needed to buy a geisha or prostitute out of bondage,Type the reading!,Image
貝殻虫,"かいがらむし,カイガラムシ",scale insect,Type the reading!,Image
植付ける,うえつける,"to plant; to transplant; to instil (idea, feeling, etc.)",Type the reading!,Image
神懸かる,かみがかる,to be possessed by a god; to not act like oneself; to behave oddly,Type the reading!,Image
称歎,しょうたん,laudation; acclaim,Type the reading!,Image
名物に美味いものなし,めいぶつにうまいものなし,the reality always falls short of the fame; local specialties rarely taste good,Type the reading!,Image
突破る,つきやぶる,to break through; to penetrate; to pierce,Type the reading!,Image
繰越し,くりこし,"carry-over (of a balance, annual leave, etc.); carrying over; bringing forward",Type the reading!,Image
軋みあう,きしみあう,to engage in (mutual) competition,Type the reading!,Image
御婆ちゃん,おばあちゃん,granny; grandma; gran,Type the reading!,Image
隆隆,りゅうりゅう,prosperous; flourishing; thriving,Type the reading!,Image
厨坊,ちゅうぼう,kitchen; galley; (Internet) troll,Type the reading!,Image
目処が付く,めどがつく,to be in sight (e.g. a resolution); to have a clear idea; to have bright prospects,Type the reading!,Image
錦おり,にしきおり,brocade,Type the reading!,Image
捨て処,すてどころ,dumping spot; (good) place to dispose of something; (right) time to give something up (e.g. one's life),Type the reading!,Image
類いない,たぐいない,unparalleled; incomparable; unmatched,Type the reading!,Image
成果てる,なりはてる,to be reduced to ...,Type the reading!,Image
読取機,よみとりき,(computer) reader; reading device,Type the reading!,Image
吸付ける,すいつける,to attract; to be used to,Type the reading!,Image
躍り掛る,おどりかかる,to spring at; to leap upon,Type the reading!,Image
しば漬,しばづけ,Kyoto-style chopped vegetables pickled in salt with red shiso leaves,Type the reading!,Image
新板,しんぱん,new publication; new book; new edition,Type the reading!,Image
薬物濫用,やくぶつらんよう,substance abuse; drug abuse; drug misuse,Type the reading!,Image
御供え,おそなえ,offering,Type the reading!,Image
人擦れ,ひとずれ,becoming worldly-wise (through one's interactions with other people); becoming sophisticated; losing one's innocence,Type the reading!,Image
雌黄,"しおう,きに",orpiment; gamboge; falsification,Type the reading!,Image
かね尺,かねじゃく,carpenter's square (for checking angles); common shaku (unit of distance; approx. 30.3 cm),Type the reading!,Image
捕え所,とらえどころ,key to understanding; point (e.g. of an argument),Type the reading!,Image
余薫,よくん,lingering odor; lingering odour,Type the reading!,Image
取り扱い店舗,とりあつかいてんぽ,store dealing in a particular item; distributor; service point,Type the reading!,Image
名広め,なびろめ,announcing the succession to another's stage name,Type the reading!,Image
液泡,えきほう,vacuole; sap cavity,Type the reading!,Image
刺通す,さしとおす,to stab; to pierce; to run through (e.g. with a sword),Type the reading!,Image
かぶせ蓋,かぶせぶた,slip-on lid; lid going over the edges,Type the reading!,Image
国敗れて山河あり,くにやぶれてさんがあり,the land outlasts the king; a country may fall but its mountains and rivers remain,Type the reading!,Image
阿弥陀くじ,"あみだくじ,アミダクジ,あみだクジ",ghostleg lottery; ladder lottery; lottery in which participants trace a line across a lattice pattern to determin…,Type the reading!,Image
藍革,あいかわ,indigo-dyed leather,Type the reading!,Image
掛け詞,かけことば,kakekotoba; pivot word; play on words (esp. in poetry),Type the reading!,Image
甚だもって,はなはだもって,exceedingly,Type the reading!,Image
逞しゅうする,たくましゅうする,to give rein to (imagination); to lend wings to (fancy); to rage with all one's force,Type the reading!,Image
束になって掛る,たばになってかかる,to attack all in a bunch; to attack all at once,Type the reading!,Image
亜鈴,"あれい,アレイ",dumbbell,Type the reading!,Image
成下がる,なりさがる,to be degraded; to come down in the world; to lose status,Type the reading!,Image
大和歌,やまとうた,Japanese poem; waka; tanka,Type the reading!,Image
苺飴,いちごあめ,candy-coated strawberry on a stick,Type the reading!,Image
宝尽くし,たからづくし,collection of treasures; collection of luck-bringing items; pattern with drawings of several lucky items,Type the reading!,Image
売娼,ばいしょう,prostitution,Type the reading!,Image
室咲き,むろざき,hothouse flower cultivation,Type the reading!,Image
無理が祟る,むりがたたる,to break down due to overwork; to try so hard that the situation gets worse,Type the reading!,Image
に依ると,によると,according to (someone),Type the reading!,Image
怠り勝ち,おこたりがち,neglectfulness,Type the reading!,Image
古漬,ふるづけ,well-pickled vegetables,Type the reading!,Image
真っ唯中,まっただなか,right in the midst of; right at the height of,Type the reading!,Image
目処がたつ,めどがたつ,the prospects look brighter; there is hope of accomplishing (something),Type the reading!,Image
待伏せる,まちぶせる,to ambush,Type the reading!,Image
罵りことば,ののしりことば,abusive language; expletive; swear word,Type the reading!,Image
奸邪,かんじゃ,wicked person; evil thing,Type the reading!,Image
請出す,うけだす,to redeem; to take out of pawn; to buy a geisha or prostitute out of bondage (by paying off her debt to her emp…,Type the reading!,Image
時時刻刻,"じじこっこく,じじこくこく",hourly; from one minute to the next; from hour to hour,Type the reading!,Image
侯補,こうほ,candidate; contender; prospect,Type the reading!,Image
臨く,のぞく,"to peek (through a keyhole, gap, etc.); to look down into (a ravine, etc.); to peek into (a shop, bookstore, etc.)",Type the reading!,Image
傷み入る,いたみいる,to be greatly obliged; to be very sorry,Type the reading!,Image
情宜,じょうぎ,friendly feelings; fellowship,Type the reading!,Image
上潮,あげしお,rising tide; incoming tide; flood tide,Type the reading!,Image
切かけ,"きっかけ,キッカケ",chance; start; cue,Type the reading!,Image
枝折り,しおり,bookmark; guidebook,Type the reading!,Image
精進物,"しょうじんもの,そうじもの","vegetable-based food (incl. nuts, berries, etc., but excl. all meat and fish)",Type the reading!,Image
張倒す,はりたおす,to slap down; to knock down; to floor,Type the reading!,Image
皺皺,"しわしわ,シワシワ",crumpled; wrinkled,Type the reading!,Image
駄駄を捏ねる,"だだをこねる,ダダこねる",to be unreasonable; to whine; to throw a tantrum,Type the reading!,Image
和がる,あがる,to win a hand,Type the reading!,Image
焼きもちを妬く,やきもちをやく,to be jealous,Type the reading!,Image
浮き舟,うきふね,floating boat,Type the reading!,Image
天狗つぶて,てんぐつぶて,rock flying out of nowhere (while in the mountains),Type the reading!,Image
う蝕,うしょく,dental caries; tooth decay,Type the reading!,Image
死時,しにどき,time to die,Type the reading!,Image
心ゆく迄,こころゆくまで,to one's heart's content,Type the reading!,Image
糞害,ふんがい,problems caused by animal droppings,Type the reading!,Image
払方,はらいかた,payment method,Type the reading!,Image
瑠璃唐草,"るりからくさ,ルリカラクサ",nemophila (Nemophila menziesii); baby blue-eyes,Type the reading!,Image
どう斬り,どうぎり,"horizontal cut (esp. fish, plant, etc.); horizontal cut across the torso (sword technique)",Type the reading!,Image
先例に倣う,せんれいにならう,to follow precedent,Type the reading!,Image
洪業,こうぎょう,glorious achievement,Type the reading!,Image
枝隊,したい,detached force; detachment,Type the reading!,Image
屁理屈屋,へりくつや,sophist; quibbler,Type the reading!,Image
連捷,れんしょう,consecutive victories; series of victories; winning streak,Type the reading!,Image
碌碌,ろくろく,(not) well; (not) properly; (not) enough,Type the reading!,Image
惣髪,そうはつ,wearing one's hair knotted in the back,Type the reading!,Image
ゴミ入,ゴミいれ,trashcan; rubbish bin; dustbin,Type the reading!,Image
吹荒れる,ふきあれる,to blow violently; to sweep over; to devastate,Type the reading!,Image
千成びょうたん,せんなりびょうたん,bottle gourd; ensign bearing a cluster of gourds (used by Toyotomi Hideyoshi),Type the reading!,Image
斯くのごとき,かくのごとき,thus; in this way; like this,Type the reading!,Image
摺り寄せる,すりよせる,"to press (one's body, cheek, etc.) against; to rub against; to snuggle (one's head, etc.) into",Type the reading!,Image
掛り切り,かかりきり,being devoted; spending all one's time and energy on,Type the reading!,Image
名蹟,めいせき,famous historic spot; family name; professional name,Type the reading!,Image
オトナ買い,おとながい,"buying a large amount (esp. of collectible items aimed at children, e.g. manga)",Type the reading!,Image
また擦れ,またずれ,sore crotch; sore thigh; chafing of the inner thighs,Type the reading!,Image
押止める,"おしとどめる,おしとめる",to check; to stop; to keep back,Type the reading!,Image
繰寄せる,くりよせる,to draw towards,Type the reading!,Image
支払者,しはらいしゃ,payer; payor,Type the reading!,Image
けさ斬り,けさぎり,slashing (someone) with a sword diagonally from the shoulder,Type the reading!,Image
妙竹林,みょうちくりん,weird; odd,Type the reading!,Image
干殺す,ほしころす,to starve (someone) to death,Type the reading!,Image
当座凌ぎ,とうざしのぎ,makeshift; for the time being,Type the reading!,Image
喋り捲る,しゃべりまくる,to talk on and on; to talk one's head off,Type the reading!,Image
型染め,かたぞめ,stencil dyeing,Type the reading!,Image
真にもって,まことにもって,in all sincerity; truthfully; honestly,Type the reading!,Image
