Question,Answers,Comment,Instructions,Render as
炭素繊維,たんそせんい,carbon fiber; carbon fibre,Type the reading!,Image
電気風呂,でんきぶろ,"denkiburo; bath which includes an electric current, allegedly for health reasons",Type the reading!,Image
生まれ年,うまれどし,year of one's birth; one's birth year,Type the reading!,Image
漁獲量,ぎょかくりょう,haul (catch) (of fish),Type the reading!,Image
寛政,かんせい,Kansei era (1789.1.25-1801.2.5),Type the reading!,Image
シリンダー錠,シリンダーじょう,cylinder lock,Type the reading!,Image
推しはかる,おしはかる,to guess; to conjecture; to surmise,Type the reading!,Image
基礎体温,きそたいおん,basal body temperature,Type the reading!,Image
黒頭巾,くろずきん,black hood,Type the reading!,Image
心魂,しんこん,heart and soul; one's heart; one's soul,Type the reading!,Image
在らざる,あらざる,not,Type the reading!,Image
脅迫的,きょうはくてき,menacing; threatening,Type the reading!,Image
口応え,くちごたえ,retort; back talk; backchat,Type the reading!,Image
誠にもって,まことにもって,in all sincerity; truthfully; honestly,Type the reading!,Image
お零れ,おこぼれ,leavings; leftovers,Type the reading!,Image
お屋形様,おやかたさま,nobleman; noblewoman; lord,Type the reading!,Image
書割,かきわり,"portable painting used as part of the backdrop (in kabuki, etc.)",Type the reading!,Image
黒紫色,こくししょく,dark purple,Type the reading!,Image
仏閣,ぶっかく,Buddhist temple,Type the reading!,Image
冒頭陳述,ぼうとうちんじゅつ,opening statement,Type the reading!,Image
縁起の良い,"えんぎのいい,えんぎのよい",of good omen; auspicious; lucky,Type the reading!,Image
関西地方,かんさいちほう,"Kansai region (center-west area of Japan comprising Osaka, Kobe, Kyoto and surr…",Type the reading!,Image
血沸き肉躍る,ちわきにくおどる,to tingle with excitement; to be full of excitement; to be thrilled,Type the reading!,Image
箸が進む,はしがすすむ,to eat a lot; to have a good appetite; appetizing,Type the reading!,Image
唇を尖らす,くちびるをとがらす,to pout,Type the reading!,Image
庶務課,しょむか,general affairs section,Type the reading!,Image
一軒屋,いっけんや,detached house; single house; single building,Type the reading!,Image
跳び退く,とびのく,to jump back; to leap back; to jump aside,Type the reading!,Image
手引書,てびきしょ,handbook; manual; guide,Type the reading!,Image
六法,ろっぽう,"six codes (constitution, civil code, criminal code, commercial code, code of ci…; Compendium of Laws",Type the reading!,Image
総理官邸,そうりかんてい,Prime Minister's official residence,Type the reading!,Image
糸屑,いとくず,waste thread; lint; fluff,Type the reading!,Image
喚問,かんもん,summons,Type the reading!,Image
貢献者,こうけんしゃ,contributor; tributary (person),Type the reading!,Image
文筆家,ぶんぴつか,writer; author; literary person,Type the reading!,Image
切削,せっさく,cutting (e.g. metal),Type the reading!,Image
建白書,けんぱくしょ,petition; memorial,Type the reading!,Image
御存知の通り,ごぞんじのとおり,as you know; as you are aware,Type the reading!,Image
相似形,そうじけい,similar figures (in geometry),Type the reading!,Image
溜め池,ためいけ,reservoir; pond,Type the reading!,Image
国務大臣,こくむだいじん,minister of state; cabinet minister (in Japan),Type the reading!,Image
韓国ドラマ,かんこくドラマ,Korean (TV) drama; K-drama,Type the reading!,Image
走塁,そうるい,base running,Type the reading!,Image
兎角,とかく,things that do not exist; rabbit horns,Type the reading!,Image
雇用形態,こようけいたい,employment system; employment pattern,Type the reading!,Image
都育ち,みやこそだち,city-bred,Type the reading!,Image
世話女房,せわにょうぼう,perfectly dedicated wife,Type the reading!,Image
流行作家,りゅうこうさっか,popular writer,Type the reading!,Image
毛生え薬,けはえぐすり,hair restorer,Type the reading!,Image
刈り入れる,かりいれる,to harvest; to reap,Type the reading!,Image
眼尻,めじり,outer canthus; outer corner of the eye,Type the reading!,Image
悪阻,"つわり,おそ",morning sickness; nausea and vomiting of pregnancy,Type the reading!,Image
漁網,ぎょもう,fishing net,Type the reading!,Image
遊牧民族,ゆうぼくみんぞく,nomadic tribe; nomadic people; nomadic race,Type the reading!,Image
星月夜,"ほしづきよ,ほしづくよ",starry night,Type the reading!,Image
貴顕,きけん,distinguished person,Type the reading!,Image
色彩感覚,しきさいかんかく,sense of color; sense of colour,Type the reading!,Image
解雇通知,かいこつうち,dismissal notice; pink slip (US),Type the reading!,Image
精神錯乱,せいしんさくらん,mental derangement; mental confusion; alienation,Type the reading!,Image
桃の節句,もものせっく,Doll's Festival (March 3); Peach Festival,Type the reading!,Image
綿雲,わたぐも,fleecy clouds (esp. cumulus clouds),Type the reading!,Image
星祭,ほしまつり,Star Festival (held in July or August); Tanabata,Type the reading!,Image
納豆菌,なっとうきん,natto bacteria (Bacillus subtilis var. natto),Type the reading!,Image
論述,ろんじゅつ,statement (of a carefully reasoned logical argument); dissertation; enunciation,Type the reading!,Image
摂食障害,せっしょくしょうがい,eating disorder,Type the reading!,Image
社寺,しゃじ,shrines and temples,Type the reading!,Image
休暇明け,きゅうかあけ,post-vacation,Type the reading!,Image
種を撒く,たねをまく,to sow seeds; to sow the seeds of ... (e.g. conflict),Type the reading!,Image
引っ手繰る,ひったくる,to snatch (from someone); to tear (away); to steal,Type the reading!,Image
本祭,ほんまつり,main festival; main day of a festival,Type the reading!,Image
悪弊,あくへい,corrupt practice; evil practice; bad custom,Type the reading!,Image
むし歯,むしば,tooth decay; decayed tooth; dental cavity,Type the reading!,Image
肩肘張る,かたひじはる,to put on a bold front; to act big; to be unyielding,Type the reading!,Image
装飾的,そうしょくてき,decorative,Type the reading!,Image
奉還,ほうかん,"restoring (power, etc.) to the emperor",Type the reading!,Image
ライン川,ラインがわ,Rhine (river),Type the reading!,Image
馬廻り,うままわり,daimyo's mounted guard,Type the reading!,Image
零度,れいど,zero degrees (Celsius); freezing point; zero (on a scale),Type the reading!,Image
儲け物,もうけもの,good bargain; (a) find; godsend,Type the reading!,Image
武芸百般,ぶげいひゃっぱん,every martial art; all the martial arts,Type the reading!,Image
緩急自在,かんきゅうじざい,varying the tempo or speed (of something) at will,Type the reading!,Image
感慨無量,かんがいむりょう,deep emotion; being filled with emotion,Type the reading!,Image
暮色,ぼしょく,dusk; twilight scene,Type the reading!,Image
海外派遣,かいがいはけん,overseas dispatch (e.g. of the Japan Self-Defense Forces),Type the reading!,Image
付け髭,つけひげ,false moustache,Type the reading!,Image
職掌,しょくしょう,official duties; office; function,Type the reading!,Image
前借,ぜんしゃく,getting an advance; loan,Type the reading!,Image
色眼鏡で見る,いろめがねでみる,to look at from a biased viewpoint; to look at with a prejudiced eye,Type the reading!,Image
採り入れる,とりいれる,to take in; to gather in; to adopt (e.g. an idea),Type the reading!,Image
粗め,あらめ,somewhat coarse; somewhat rough; rather coarse,Type the reading!,Image
勤まらない,つとまらない,unfit for; unequal to,Type the reading!,Image
茶巾,ちゃきん,tea cloth; tea napkin,Type the reading!,Image
傘張り,かさはり,making paper umbrellas; overlaying an umbrella framework; paper umbrella maker,Type the reading!,Image
童話作家,どうわさっか,writer of children's stories,Type the reading!,Image
湧き上る,わきあがる,to boil up; to come to the boil; to seethe,Type the reading!,Image
仏典,ぶってん,Buddhist scriptures; sutras,Type the reading!,Image
条件付,じょうけんつき,conditional; qualified; with conditions attached,Type the reading!,Image
暑気払い,しょきばらい,avoiding the summer heat; beating the summer heat,Type the reading!,Image
両刀使い,"りょうとうづかい,りょうとうつかい",double-sword fencing; two-sword fencer; being skilled in two fields,Type the reading!,Image
劣性,れっせい,inferiority; recessiveness; recessive,Type the reading!,Image
高楼,こうろう,tall building; tower,Type the reading!,Image
釣糸,つりいと,fishing line,Type the reading!,Image
模擬刀,もぎとう,practice sword; fake sword,Type the reading!,Image
手打,てうち,striking a deal; coming to an agreement; reconciliation,Type the reading!,Image
ご膳,ごぜん,meal; Emperor's meal; meal of a noble,Type the reading!,Image
傍線,ぼうせん,underline; side line (equivalent to underlining in vertically written text),Type the reading!,Image
演技過剰,えんぎかじょう,overacting; hamming,Type the reading!,Image
半ば過ぎ,なかばすぎ,beyond the middle,Type the reading!,Image
作監,"さっかん,さくかん",animation director,Type the reading!,Image
自邸,じてい,one's residence,Type the reading!,Image
井戸掘り,いどほり,well digging; well digger,Type the reading!,Image
洒落者,しゃれもの,dandy; fop,Type the reading!,Image
陸軍大臣,りくぐんだいじん,Army Minister; Minister of War,Type the reading!,Image
夜祭,よまつり,night festival,Type the reading!,Image
有難迷惑,ありがためいわく,unwelcome favor; unwelcome favour; misplaced kindness,Type the reading!,Image
歳とった,としとった,old (person); aged,Type the reading!,Image
原付バイク,げんつきバイク,moped bike; scooter,Type the reading!,Image
詳報,しょうほう,detailed report; full report; details,Type the reading!,Image
裸婦画,らふが,nude (painting),Type the reading!,Image
乳しぼり,ちちしぼり,milking; milker; milkmaid,Type the reading!,Image
半白,はんぱく,grayish color; greyish colour; grizzled hair,Type the reading!,Image
刈り揃える,かりそろえる,to crop; to shear; to cut or trim something evenly,Type the reading!,Image
一驚,いっきょう,surprise; amazement,Type the reading!,Image
菜種,なたね,rapeseed; coleseed,Type the reading!,Image
仰向き,あおむき,facing upward,Type the reading!,Image
尾籠,"びろう,おこ",indecent; indelicate; dirty,Type the reading!,Image
預金者,よきんしゃ,depositor,Type the reading!,Image
搔き鳴らす,かきならす,to strum (an instrument); to thrum; to pluck,Type the reading!,Image
弾みをつける,はずみをつける,to provide momentum; to give a boost to; to encourage,Type the reading!,Image
酒手,さかて,drinking money; tip; gratuity,Type the reading!,Image
玄孫,"げんそん,やしゃご",great-great-grandchild; fourth-generation descendant,Type the reading!,Image
歌仙,かせん,great (waka) poet; immortal poet,Type the reading!,Image
値打,ねうち,value; worth; merit,Type the reading!,Image
白日の下にさらす,はくじつのもとにさらす,to bring to light; to expose (to the world),Type the reading!,Image
清めの塩,きよめのしお,salt thrown to purify the ring before a bout,Type the reading!,Image
妨害罪,ぼうがいざい,(crime of) obstruction; obstruction charge,Type the reading!,Image
懲戒免,ちょうかいめん,disciplinary dismissal; disciplinary discharge,Type the reading!,Image
切頭,せっとう,cutting off the head; shaping the flowers and leaves of a plant,Type the reading!,Image
斬り死に,きりじに,fighting to the death (with swords),Type the reading!,Image
中秋,"ちゅうしゅう,ちゅうじゅう",15th day of the 8th lunar month,Type the reading!,Image
貸付金,かしつけきん,loan,Type the reading!,Image
熊猫,くまねこ,panda,Type the reading!,Image
形成外科,けいせいげか,plastic surgery; reconstructive surgery; cosmetic surgery,Type the reading!,Image
肝入り,きもいり,good offices; auspices; sponsorship,Type the reading!,Image
着丈,きたけ,dress length,Type the reading!,Image
散兵,さんぺい,skirmisher,Type the reading!,Image
詫び状,わびじょう,letter of apology,Type the reading!,Image
陳述書,ちんじゅつしょ,written statement; statement of facts; affidavit,Type the reading!,Image
奮励,ふんれい,strenuous efforts,Type the reading!,Image
通気孔,つうきこう,vent; vent hole; air hole,Type the reading!,Image
一つ目小僧,ひとつめこぞう,one-eyed goblin; one-eyed monster,Type the reading!,Image
警備艇,けいびてい,guardship,Type the reading!,Image
列柱,れっちゅう,colonnade; row of columns,Type the reading!,Image
袖丈,そでたけ,length of a sleeve (of Western clothing); height of a sleeve (of traditional Japanese clothing),Type the reading!,Image
川尻,かわじり,mouth of a river; lower stream,Type the reading!,Image
聖骸布,せいがいふ,holy shroud (i.e. the Shroud of Turin),Type the reading!,Image
江戸湾,えどわん,Edo Bay,Type the reading!,Image
嘘吐け,"うそつけ,ウソつけ","you're lying; yeah, right; liar",Type the reading!,Image
蛇頭,じゃとう,"snakeheads; Chinese criminal gangs, esp. for smuggling Chinese immigrants",Type the reading!,Image
沖縄そば,おきなわそば,Okinawa soba (thick noodles served in a pork soup),Type the reading!,Image
理窟,りくつ,theory; reason; logic,Type the reading!,Image
西京焼き,さいきょうやき,"saikyo-yaki; fish slices pickled overnight in white miso, then grilled",Type the reading!,Image
自縛,じばく,being circumscribed by one's own words and actions,Type the reading!,Image
急傾斜,きゅうけいしゃ,steep slope; steep incline,Type the reading!,Image
右岸,うがん,right bank (of a river),Type the reading!,Image
体当り,たいあたり,ramming attack; hurling oneself (at); throwing oneself into (e.g. a role),Type the reading!,Image
やり難い,やりにくい,hard-to-do; difficult; tough,Type the reading!,Image
貸主,かしぬし,lender; creditor; landlord,Type the reading!,Image
鳴りっ放し,なりっぱなし,"sounding continuously (phone, alarm, etc.)",Type the reading!,Image
釘付,"くぎづけ,クギづけ",nailing on; nailing down; nailing shut,Type the reading!,Image
立札,たてふだ,"sign on a post (usu. wooden and with a small roof, containing information about…; public notice; bulletin board",Type the reading!,Image
キツネ狩り,キツネがり,fox hunt; fox hunting,Type the reading!,Image
値引,ねびき,price reduction; discount,Type the reading!,Image
謹聴,きんちょう,listening attentively; (be quiet and) listen!; hear! hear!,Type the reading!,Image
雑巾掛け,"ぞうきんがけ,ぞうきんかけ","cleaning with a cloth (floors, etc.); dirty work; low-level work",Type the reading!,Image
ほの白い,ほのじろい,dimly white,Type the reading!,Image
霊亀,れいき,mysterious turtle (an omen of good luck); Reiki era (715.9.2-717.11.17),Type the reading!,Image
割符,"わりふ,わっぷ",tally; check; piece of wood or paper split in half and given to each party as a form of proof…,Type the reading!,Image
無恥,むち,shameless,Type the reading!,Image
関西圏,かんさいけん,Kansai area; Kansai region,Type the reading!,Image
茶壺,ちゃつぼ,tea jar; tea urn,Type the reading!,Image
注意を惹く,ちゅういをひく,to attract attention,Type the reading!,Image
南北朝,なんぼくちょう,Northern and Southern Courts (of Japan; 1336-1392); Northern and Southern Dynasties; Northern and Southern Dynasties (of China; 420-589),Type the reading!,Image
中巻,ちゅうかん,second volume (of three); second book; volume two,Type the reading!,Image
楼主,ろうしゅ,owner of a brothel or restaurant,Type the reading!,Image
床ずれ,とこずれ,bedsore,Type the reading!,Image
虎の尾を踏む,とらのおをふむ,to play with fire; to do something very dangerous; to take a great risk,Type the reading!,Image
有難み,ありがたみ,value; worth; virtue,Type the reading!,Image
牢名主,ろうなぬし,head of a prisoners' group (Edo period),Type the reading!,Image
石細工,いしざいく,masonry,Type the reading!,Image
女中部屋,じょちゅうべや,female servants' bedroom,Type the reading!,Image
巡視艇,じゅんしてい,patrol boat,Type the reading!,Image
渦巻き模様,うずまきもよう,spiral pattern,Type the reading!,Image
紫雲,しうん,purple clouds on which Amitabha rides to welcome the spirits of the dead,Type the reading!,Image
海賊旗,かいぞくき,pirate flag; black flag; Jolly Roger,Type the reading!,Image
経穴,けいけつ,acupuncture point,Type the reading!,Image
胸乳,"むなち,むなぢ",breasts,Type the reading!,Image
スエズ運河,スエズうんが,Suez Canal,Type the reading!,Image
防ぎ止める,ふせぎとめる,to prevent,Type the reading!,Image
端材,はざい,mill ends; lumber remnants; wood waste,Type the reading!,Image
摂生,せっせい,taking care of one's health,Type the reading!,Image
形どる,かたどる,to model (something) on; to be modelled on; to be made in the shape of,Type the reading!,Image
子ども連れ,こどもづれ,"taking one's children along (to an event, into a new marriage, etc.); parent with child",Type the reading!,Image
在り,あり,existing (at the present moment); alright; acceptable,Type the reading!,Image
粗びき,あらびき,"coarsely ground (e.g. coffee, grain); minced (e.g. meat)",Type the reading!,Image
中華麺,ちゅうかめん,Chinese noodles,Type the reading!,Image
操縦かん,そうじゅうかん,control column; yoke; joystick,Type the reading!,Image
憲法改正,けんぽうかいせい,constitutional reform; constitutional amendment,Type the reading!,Image
竹籠,たけかご,bamboo basket,Type the reading!,Image
激憤,げきふん,resentment; indignation,Type the reading!,Image
岡目八目,おかめはちもく,bystander's vantage point; outsider's better grasp of the situation; onlookers see more of the game than the players do,Type the reading!,Image
又も,またも,(once) again,Type the reading!,Image
主寝室,しゅしんしつ,main bedroom; master bedroom,Type the reading!,Image
虫垂,ちゅうすい,(vermiform) appendix,Type the reading!,Image
福助,ふくすけ,"large-headed dwarf statue, bringer of good luck",Type the reading!,Image
懇切,こんせつ,"kind and careful (instruction, explanation, etc.); considerate; helpful",Type the reading!,Image
欠陥住宅,けっかんじゅうたく,defective housing,Type the reading!,Image
頬紅,ほおべに,cheek rouge; blusher; blush,Type the reading!,Image
私憤,しふん,personal grudge,Type the reading!,Image
吹き零れる,ふきこぼれる,to boil over,Type the reading!,Image
幻冬舎,げんとうしゃ,Gentosha Inc.,Type the reading!,Image
溺れ死に,おぼれじに,death by drowning,Type the reading!,Image
うさぎ小屋,うさぎごや,rabbit hutch; small Japanese houses; cramped Japanese housing,Type the reading!,Image
倒錯者,とうさくしゃ,pervert; deviant,Type the reading!,Image
神宮球場,じんぐうきゅうじょう,Jingū Baseball Stadium,Type the reading!,Image
返報,へんぽう,revenge; retaliation; requital (for a kind act),Type the reading!,Image
矢の催促,やのさいそく,"strongly and repeatedly urging (demanding, requesting, pressing)",Type the reading!,Image
性懲りも無く,しょうこりもなく,not having learned one's lesson; never changing one's ways; doggedly,Type the reading!,Image
筆不精,ふでぶしょう,poor correspondent; apparent disdain of (or trouble with) writing; someone who appears to dislike (or be poor at) writing,Type the reading!,Image
振子,"ふりこ,しんし",pendulum,Type the reading!,Image
うがい薬,うがいぐすり,mouthwash,Type the reading!,Image
自由貿易,じゆうぼうえき,free trade,Type the reading!,Image
申上げる,もうしあげる,to say; to tell; to state,Type the reading!,Image
戦旗,せんき,battle flag,Type the reading!,Image
独り勝ち,ひとりがち,being the sole winner; beating everyone else; winner-take-all,Type the reading!,Image
役に就く,やくにつく,to be appointed to a post; to assume office,Type the reading!,Image
猿楽,"さるがく,さるごう",noh,Type the reading!,Image
斬馬刀,ざんばとう,zanbatō; long-handled Chinese anti-cavalry sword,Type the reading!,Image
抑止効果,よくしこうか,deterrent effect; chilling effect; restraining effect,Type the reading!,Image
臭わせる,におわせる,"to give off (a smell, scent, aroma); to smell of; to perfume (a room, etc.)",Type the reading!,Image
否否,"いやいや,いえいえ","no!; no no!; no, not at all",Type the reading!,Image
旗持ち,はたもち,standard-bearer; flag-bearer,Type the reading!,Image
清ら,"きよら,けうら",elegant beauty; dazzling beauty,Type the reading!,Image
弁慶の泣き所,べんけいのなきどころ,Achilles heel; one's weak point; shin,Type the reading!,Image
不面目,"ふめんぼく,ふめんもく",shame; disgrace,Type the reading!,Image
奥義書,おうぎしょ,esoteric writings; Upanishad (sacred Hindu treatises),Type the reading!,Image
衰微,すいび,decline; decay; ebb,Type the reading!,Image
放縦,"ほうじゅう,ほうしょう",self-indulgence; looseness; dissolution,Type the reading!,Image
野鼠,"のねずみ,ノネズミ,やそ",field mouse; meadow mouse,Type the reading!,Image
自儘,じまま,selfish(ness),Type the reading!,Image
酒壺,"さかつぼ,しゅこ",sake jar; jar containing alcohol,Type the reading!,Image
舞踏家,ぶとうか,dancer,Type the reading!,Image
徳川勢,とくがわぜい,Tokugawa forces,Type the reading!,Image
新弟子,しんでし,new disciple; new student; new apprentice,Type the reading!,Image
良かれ悪しかれ,よかれあしかれ,for better or worse; right or wrong; for good or ill,Type the reading!,Image
雑作もない,ぞうさもない,no trouble; easy; simple,Type the reading!,Image
開宴,かいえん,opening of a banquet; opening of a wedding reception,Type the reading!,Image
鶏鍋,とりなべ,chicken cooked in a shallow pan with vegetables,Type the reading!,Image
山守,やまもり,ranger (forest); mountain guardian,Type the reading!,Image
日当り,ひあたり,per day,Type the reading!,Image
尋常一様,じんじょういちよう,ordinary; common; mediocre,Type the reading!,Image
青嵐,"あおあらし,せいらん",wind blowing through fresh verdure,Type the reading!,Image
充電池,じゅうでんち,rechargeable battery,Type the reading!,Image
特別割引,とくべつわりびき,special discount,Type the reading!,Image
意を汲む,いをくむ,to enter into a person's feelings; to guess what someone feels (using one's intuition),Type the reading!,Image
晒しもの,さらしもの,pilloried criminal exposed to public view; public scorn or humiliation; person shamed in front of others,Type the reading!,Image
内臓疾患,ないぞうしっかん,internal disease,Type the reading!,Image
老醜,ろうしゅう,ugliness of old age,Type the reading!,Image
泥炭,"でいたん,すくも",peat,Type the reading!,Image
裸形,らぎょう,nakedness; naked body,Type the reading!,Image
今川焼き,いまがわやき,"imagawayaki; thick pancake containing bean jam, served hot",Type the reading!,Image
特殊鋼,とくしゅこう,special steel,Type the reading!,Image
花実,"はなみ,かじつ",name and reality,Type the reading!,Image
寺社仏閣,じしゃぶっかく,(Shinto) shrines and (Buddhist) temples,Type the reading!,Image
納豆ご飯,なっとうごはん,natto served on rice,Type the reading!,Image
遊戯王,ゆうぎおう,Yu-Gi-Oh! (manga series and media franchise),Type the reading!,Image
末法,まっぽう,latter days of the law (one of the three ages of Buddhism); age of the degeneration of the law,Type the reading!,Image
いたずら坊主,いたずらぼうず,mischievous boy; troublemaker; pesky kids,Type the reading!,Image
分遣隊,ぶんけんたい,detachment,Type the reading!,Image
悪戯電話,いたずらでんわ,crank call; prank call,Type the reading!,Image
悪疫,あくえき,epidemic,Type the reading!,Image
借りっ放し,かりっぱなし,borrowing without returning,Type the reading!,Image
稽古をつける,けいこをつける,to give lessons; to teach; to instruct,Type the reading!,Image
床入り,とこいり,consummation of a marriage,Type the reading!,Image
遠戚,えんせき,distant relative,Type the reading!,Image
請け出す,うけだす,to redeem; to take out of pawn; to buy a geisha or prostitute out of bondage (by paying off her debt to her emp…,Type the reading!,Image
百貨,ひゃっか,all kinds of goods,Type the reading!,Image
忠孝,ちゅうこう,loyalty and filial piety,Type the reading!,Image
優艶,ゆうえん,charming; fascinating; beautiful,Type the reading!,Image
佐幕派,さばくは,supporters of the shogun,Type the reading!,Image
津軽弁,つがるべん,Tsugaru dialect,Type the reading!,Image
石牢,いしろう,jail made by placing bars across a cave entrance; cave prison,Type the reading!,Image
雲助,くもすけ,ruffian palanquin bearer (Edo period); thug; ruffian,Type the reading!,Image
秋分の日,しゅうぶんのひ,Autumnal Equinox Day (national holiday celebrated by honoring ancestors and rem…,Type the reading!,Image
炊いたん,たいたん,nimono; food cooked by boiling or stewing,Type the reading!,Image
谷風,たにかぜ,valley wind,Type the reading!,Image
小藩,しょうはん,small han; small (feudal) domain,Type the reading!,Image
血液循環,けつえきじゅんかん,blood circulation,Type the reading!,Image
脳下垂体,のうかすいたい,pituitary gland; pituitary body; hypophysis,Type the reading!,Image
南欧,なんおう,Southern Europe,Type the reading!,Image
前壁,ぜんぺき,anterior wall; front wall,Type the reading!,Image
只の人,ただのひと,ordinary person; average person; man in the street,Type the reading!,Image
法会,ほうえ,Buddhist service (e.g. memorial service),Type the reading!,Image
柱石,ちゅうせき,pillar; cornerstone,Type the reading!,Image
旗振り,はたふり,flagwaving; flagman; (in athletic competition) starter,Type the reading!,Image
貞潔,ていけつ,chastity; purity,Type the reading!,Image
備えあれば憂い無し,そなえあればうれいなし,if you are prepared you don't have to worry; it's good to have a shelter against every storm,Type the reading!,Image
神も仏もない,かみもほとけもない,there is no God!; it's a cruel world; there is no god or Buddha,Type the reading!,Image
唐木,からき,"exotic non-Japanese wood (rosewood, ebony, blackwood, etc.); imported wood",Type the reading!,Image
宮廷画家,きゅうていがか,court painter,Type the reading!,Image
黄鉄鉱,おうてっこう,iron pyrites; fool's gold; pyrite,Type the reading!,Image
当り障りのない,あたりさわりのない,"harmless (remark, topic, etc.); inoffensive; safe",Type the reading!,Image
絵にも描けない,えにもかけない,indescribable (e.g. beauty),Type the reading!,Image
兼ねてより,かねてより,previously; already; beforehand,Type the reading!,Image
稽古着,けいこぎ,"training clothes (judo, kendo, etc.); practice suit",Type the reading!,Image
岡持ち,おかもち,wooden carrying box,Type the reading!,Image
敵は本能寺にあり,てきはほんのうじにあり,his true objective lies elsewhere; there are ulterior motives at play; the enemy is at Honnōji,Type the reading!,Image
ない乳,"ないちち,ナイチチ",very small breasts,Type the reading!,Image
普通預金,ふつうよきん,ordinary deposit; savings account; deposit account,Type the reading!,Image
正規雇用,せいきこよう,regular employment; typical employment,Type the reading!,Image
入牢,にゅうろう,imprisonment,Type the reading!,Image
江戸詰め,えどづめ,"temporary stay of a daimyo with his retainers and vassals in the Edo domain, un…",Type the reading!,Image
幕軍,ばくぐん,shogunate army,Type the reading!,Image
顎ひげ,"あごひげ,アゴヒゲ",beard (esp. on the chin); goatee,Type the reading!,Image
長寿番組,ちょうじゅばんぐみ,"long-running (TV, radio) program",Type the reading!,Image
免疫細胞,めんえきさいぼう,immune cell,Type the reading!,Image
際物,きわもの,seasonal goods; seasonal items; faddish product,Type the reading!,Image
