Question,Answers,Comment,Instructions,Render as
ご覧ください,ごらんください,please look at it,Type the reading!,Image
消え去る,きえさる,to disappear; to vanish,Type the reading!,Image
振る舞い,ふるまい,behavior; behaviour; conduct,Type the reading!,Image
髪型,かみがた,hair style; coiffure; hairdo,Type the reading!,Image
進歩,しんぽ,progress; advance; improvement,Type the reading!,Image
加えて,くわえて,additionally; in addition; moreover,Type the reading!,Image
夜明け,よあけ,dawn; daybreak,Type the reading!,Image
飾り,かざり,decoration; ornament; trimmings,Type the reading!,Image
抱え込む,かかえこむ,to hold a thing in one's arms; to carry in one's arms; to embrace (e.g. a baby),Type the reading!,Image
表向き,おもてむき,outward appearance; ostensible; public,Type the reading!,Image
父上,ちちうえ,father,Type the reading!,Image
勇者,"ゆうしゃ,ゆうじゃ",hero; the brave; man of valour (valor),Type the reading!,Image
緊急事態,きんきゅうじたい,state of emergency; emergency; crisis,Type the reading!,Image
積み上げる,つみあげる,to pile up; to make a heap; to lay (e.g. bricks),Type the reading!,Image
足止め,あしどめ,preventing (someone) from leaving; confinement; keeping indoors,Type the reading!,Image
荷,"に,か",load; baggage; cargo,Type the reading!,Image
健全,けんぜん,healthy; sound; wholesome,Type the reading!,Image
今日中に,きょうじゅうに,by today; before the day is over,Type the reading!,Image
必殺,ひっさつ,bringing certain death; deadly; knockout (blow),Type the reading!,Image
気が済む,きがすむ,to be satisfied; to find peace of mind; to feel good,Type the reading!,Image
大層,たいそう,very; extremely; exceedingly,Type the reading!,Image
政治,せいじ,politics; government,Type the reading!,Image
降参,こうさん,surrender; submission; capitulation,Type the reading!,Image
積もる,つもる,to pile up; to accumulate; to estimate,Type the reading!,Image
試し,ためし,trial; test,Type the reading!,Image
授業中,じゅぎょうちゅう,while in class,Type the reading!,Image
構え,かまえ,structure; construction; appearance,Type the reading!,Image
壊滅,かいめつ,(complete) destruction; annihilation; devastation,Type the reading!,Image
距離感,きょりかん,sense of distance (physical or emotional); feeling of distance,Type the reading!,Image
夕日,"ゆうひ,せきじつ",evening sun; setting sun,Type the reading!,Image
文字通り,もじどおり,literally; to the letter; literal,Type the reading!,Image
後ろめたい,うしろめたい,"guilty (feeling, conscience, look, etc.); (feeling) uneasy",Type the reading!,Image
毎月,"まいつき,まいげつ",every month; each month; monthly,Type the reading!,Image
群,"ぐん,むら",group; bunch; crowd,Type the reading!,Image
足手まとい,"あしでまとい,あしてまとい",impediment; burden; encumbrance,Type the reading!,Image
区,く,ward; borough; city (in Tokyo),Type the reading!,Image
先程,さきほど,a short while ago; a moment ago; just now,Type the reading!,Image
待ち構える,まちかまえる,to lie in wait (for); to be on the watch (for); to wait (for),Type the reading!,Image
酔い,"よい,えい",drunkenness; intoxication; motion sickness,Type the reading!,Image
返信,へんしん,"reply (e.g. email, fax, letter); answer",Type the reading!,Image
専門家,せんもんか,specialist; expert; professional,Type the reading!,Image
迎え入れる,むかえいれる,to show in; to usher in,Type the reading!,Image
整備,せいび,maintenance; servicing; putting in place,Type the reading!,Image
夜遅く,よるおそく,late at night; at a late hour,Type the reading!,Image
抱き合う,だきあう,to embrace each other,Type the reading!,Image
大将,"たいしょう,だいしょう",general; admiral; head,Type the reading!,Image
１杯,いっぱい,one cup (of); one glass (of); one bowl (of),Type the reading!,Image
根本,"ねほん,ねもと,こんぽん,こんぼん",root; source; origin,Type the reading!,Image
気安い,きやすい,relaxed; familiar; easy to access,Type the reading!,Image
投げつける,なげつける,to throw at; to fling at; to hurl at,Type the reading!,Image
眠気,ねむけ,sleepiness; drowsiness,Type the reading!,Image
面倒見,めんどうみ,taking care of someone,Type the reading!,Image
陽気,ようき,cheerful; jovial; merry,Type the reading!,Image
成る,なる,to become; to get; to grow,Type the reading!,Image
いい加減にしろ,いいかげんにしろ,that's enough!; cut it out!; get a life!,Type the reading!,Image
差し伸べる,さしのべる,to hold out; to extend (e.g. one's hands); to stretch,Type the reading!,Image
突き刺す,つきさす,to stab; to stick; to pierce,Type the reading!,Image
両足,"りょうあし,りょうそく",both feet; both legs,Type the reading!,Image
恩人,おんじん,benefactor; patron; person to whom one owes a great deal,Type the reading!,Image
背伸び,"せのび,せいのび",standing on tiptoe and stretching one's back to make oneself taller; stretching oneself; overreaching oneself,Type the reading!,Image
故障,こしょう,fault; trouble; breakdown,Type the reading!,Image
１か月,いっかげつ,one month,Type the reading!,Image
読書,"どくしょ,とくしょ",reading (books),Type the reading!,Image
衣服,いふく,clothes,Type the reading!,Image
及び,および,and; as well as,Type the reading!,Image
語りかける,かたりかける,to make a speech; to address,Type the reading!,Image
予想通り,よそうどおり,as expected; as predicted,Type the reading!,Image
了承,りょうしょう,acknowledgement; acknowledgment; understanding,Type the reading!,Image
処刑,しょけい,execution,Type the reading!,Image
散らす,ちらす,to scatter; to cause a shower of; to disperse,Type the reading!,Image
心境,しんきょう,state of mind; mental state; mental attitude,Type the reading!,Image
丁,"ちょう,てい,ひのと",counter for leaves in a book (esp. one with traditional Japanese-style binding); counter for blocks of tofu; counter for servings in a restaurant,Type the reading!,Image
２枚,にまい,two sheets (of paper or other flat objects),Type the reading!,Image
支払い,しはらい,payment,Type the reading!,Image
屋台,やたい,cart (esp. a food cart); stall; stand,Type the reading!,Image
損する,そんする,"to lose (money, etc.); to waste one's (time, etc.); to have one's efforts come to naught",Type the reading!,Image
医療,いりょう,medical treatment; medical care,Type the reading!,Image
何人も,"なにびとも,なんびとも,なんぴとも",(no matter) who; everyone; anyone,Type the reading!,Image
同志,どうし,like-mindedness; (being of the) same mind; shared sentiment,Type the reading!,Image
座り込む,すわりこむ,to (enter and) sit down; to plop oneself down; to plant oneself down,Type the reading!,Image
上達,じょうたつ,"improvement (e.g. in skill, ability); advance; progress",Type the reading!,Image
奥深い,"おくふかい,おくぶかい","profound; deep; deep (of a cave, etc.)",Type the reading!,Image
面影,おもかげ,face; looks; countenance,Type the reading!,Image
政治家,せいじか,politician; statesman,Type the reading!,Image
問い詰める,といつめる,to press a question; to cross-examine,Type the reading!,Image
晴れて,はれて,openly; publicly; in public,Type the reading!,Image
過激,かげき,"extreme (measure, idea, etc.); radical; violent (language)",Type the reading!,Image
援護,えんご,support; help; backing,Type the reading!,Image
録音,ろくおん,(audio) recording,Type the reading!,Image
右側,"みぎがわ,うそく,みぎっかわ",right side; right-hand side,Type the reading!,Image
劇,げき,drama; play; powerful drug,Type the reading!,Image
消し去る,けしさる,to get rid of; to erase; to dispel,Type the reading!,Image
物質,"ぶっしつ,ものしち",material; substance; matter,Type the reading!,Image
体育館,"たいいくかん,たいくかん",gymnasium,Type the reading!,Image
元通り,もとどおり,as before; as ever; as it was originally,Type the reading!,Image
防衛,ぼうえい,defense; defence; protection,Type the reading!,Image
数少ない,かずすくない,few in number,Type the reading!,Image
補給,ほきゅう,supply; supplying; replenishment,Type the reading!,Image
宿命,しゅくめい,fate; destiny; predestination,Type the reading!,Image
２度,にど,two times; twice; two degrees,Type the reading!,Image
銃声,じゅうせい,sound of a gunshot; report of a gun,Type the reading!,Image
２月,にがつ,February; second month of the lunar calendar,Type the reading!,Image
審査,しんさ,judging; inspection; examination,Type the reading!,Image
京都,きょうと,"Kyoto (city, prefecture)",Type the reading!,Image
見破る,みやぶる,"to see through (a plot, lie, etc.); to penetrate into; to discover",Type the reading!,Image
一秒,いちびょう,one second,Type the reading!,Image
神妙,"しんみょう,しんびょう",meek; quiet; docile,Type the reading!,Image
蹴り,けり,kick,Type the reading!,Image
太もも,"ふともも,フトモモ",thigh; buttocks; arse,Type the reading!,Image
支持,しじ,support; backing; endorsement,Type the reading!,Image
積み重ねる,つみかさねる,to pile up; to accumulate,Type the reading!,Image
歌声,"うたごえ,かせい",singing voice; (sound of) singing,Type the reading!,Image
名刺,めいし,business card,Type the reading!,Image
否,"ひ,いや,いな",no; the noes,Type the reading!,Image
属する,"ぞくする,しょくする",to belong to; to come under; to be affiliated with,Type the reading!,Image
帰国,きこく,return to one's country; return to one's hometown,Type the reading!,Image
接続,せつぞく,connection; attachment; union,Type the reading!,Image
散らかる,ちらかる,to be in disorder; to lie scattered around,Type the reading!,Image
接点,せってん,point of tangency; point of contact; (electrical) contact,Type the reading!,Image
手間取る,てまどる,to take more time than expected; to take a long time; to be delayed,Type the reading!,Image
小型,こがた,small-sized; small-scale; miniature,Type the reading!,Image
坊や,ぼうや,boy; son; child,Type the reading!,Image
自称,じしょう,self-proclaimed; self-professed; self-styled,Type the reading!,Image
侵入者,しんにゅうしゃ,intruder; invader; trespasser,Type the reading!,Image
言い放つ,いいはなつ,to declare; to assert; to say bluntly,Type the reading!,Image
思い描く,おもいえがく,to imagine; to picture; to figure,Type the reading!,Image
住まう,すまう,to live; to reside; to inhabit,Type the reading!,Image
苦笑い,にがわらい,bitter smile; wry smile; forced smile,Type the reading!,Image
飛行,"ひこう,ひぎょう",flight; flying; aviation,Type the reading!,Image
反抗,はんこう,opposition; resistance; insubordination,Type the reading!,Image
圧,あつ,pressure; force,Type the reading!,Image
突き放す,つきはなす,to push away; to thrust aside; to detach oneself from,Type the reading!,Image
激突,げきとつ,crash; smashing (into); ramming,Type the reading!,Image
平静,へいせい,calm; peace; serenity,Type the reading!,Image
少なからず,すくなからず,considerably; not a little; in no small numbers,Type the reading!,Image
ぶん殴る,"ぶんなぐる,ブンなぐる",to hit hard; to punch hard; to give a hard blow,Type the reading!,Image
反響,はんきょう,echo; reverberation; response,Type the reading!,Image
複製,ふくせい,reproduction; duplication; reprinting,Type the reading!,Image
立ち尽くす,たちつくす,to keep standing; to stand motionless,Type the reading!,Image
関節,かんせつ,joint,Type the reading!,Image
問わず,とわず,regardless of; irrespective of; without distinction of,Type the reading!,Image
何倍も,なんばいも,manyfold,Type the reading!,Image
走り去る,はしりさる,to run away; to run off,Type the reading!,Image
問いかけ,といかけ,query; interrogation; enquiry,Type the reading!,Image
燃え上がる,もえあがる,to flare up; to burst into flames,Type the reading!,Image
風呂場,ふろば,bathroom,Type the reading!,Image
伸び,"のび,ノビ","growth; development; stretching (one's body, e.g. when waking up)",Type the reading!,Image
昼飯,"ひるめし,ちゅうはん,ひるはん",lunch; midday meal,Type the reading!,Image
刑,けい,penalty; sentence; punishment,Type the reading!,Image
行い,おこない,deed; act; action,Type the reading!,Image
小鳥,ことり,small bird; little bird,Type the reading!,Image
熱気,"ねっき,ねつけ",heat; hot air; enthusiasm,Type the reading!,Image
締まる,しまる,"to be firm (of a body, face, etc.); to be well-knit",Type the reading!,Image
締め付ける,しめつける,to tighten; to fasten tight; to constrict,Type the reading!,Image
出勤,しゅっきん,going to work; leaving for work; attendance (at work),Type the reading!,Image
保健室,ほけんしつ,"infirmary (at a school, workplace, etc.); health center; nurse's office",Type the reading!,Image
投げかける,なげかける,to throw at; to turn; to raise,Type the reading!,Image
雑談,ざつだん,chatting; idle talk,Type the reading!,Image
予定通り,よていどおり,as planned; according to plan,Type the reading!,Image
観測,かんそく,observation; survey; measurement,Type the reading!,Image
叩き込む,たたきこむ,to drive into (e.g. a nail into a board); to hit into (e.g. a home run into the stands); to throw into (e.g. jail),Type the reading!,Image
気恥ずかしい,きはずかしい,embarrassed; feeling ashamed; feeling awkward,Type the reading!,Image
運び,はこび,progress; pace; carriage,Type the reading!,Image
語り合う,かたりあう,to talk together,Type the reading!,Image
豪快,ごうかい,hearty; tremendous; magnificent,Type the reading!,Image
必ずや,かならずや,certainly; surely; definitely,Type the reading!,Image
放り投げる,ほうりなげる,to throw; to toss; to fling,Type the reading!,Image
制圧,せいあつ,gaining total control (of people or counties); suppression; oppression,Type the reading!,Image
散らかす,ちらかす,to scatter around; to leave untidy; to make a mess,Type the reading!,Image
監禁,かんきん,confinement; imprisonment; incarceration,Type the reading!,Image
不審者,ふしんしゃ,suspicious person,Type the reading!,Image
１月,いちがつ,January; first month of the lunar calendar,Type the reading!,Image
課する,かする,"to impose (a tax, fine, etc.); to levy; to assign (a task, duty, etc.)",Type the reading!,Image
見舞う,みまう,to visit and comfort or console; to go to see (e.g. someone in hospital); to ask after (e.g. someone's health),Type the reading!,Image
迷い込む,まよいこむ,to stray into; to lose one's way (and enter); to wander into,Type the reading!,Image
閉じこもる,とじこもる,to seclude oneself; to shut oneself away,Type the reading!,Image
更なる,さらなる,even more; still more; further,Type the reading!,Image
応答,おうとう,reply; answer; response,Type the reading!,Image
返,へん,reply; answer,Type the reading!,Image
２時,にじ,two o'clock,Type the reading!,Image
思い通り,おもいどおり,as one likes; as one wants; as one wishes,Type the reading!,Image
失敬,しっけい,rudeness; impoliteness; disrespect,Type the reading!,Image
安らか,やすらか,peaceful; tranquil; calm,Type the reading!,Image
子達,こたち,children,Type the reading!,Image
破壊力,はかいりょく,destructive power; destructive energy; destructive force,Type the reading!,Image
安静,あんせい,rest; quiet; repose,Type the reading!,Image
目を閉じる,めをとじる,to close one's eyes; to lower one's eyelids; to shut one's eyes,Type the reading!,Image
見舞い,みまい,visit (to someone affected by illness or misfortune); call; inquiry (about someone's health),Type the reading!,Image
段取り,だんどり,programme; program; plans,Type the reading!,Image
陰で,かげで,behind one's back,Type the reading!,Image
慣れ,なれ,practice; experience; habituation,Type the reading!,Image
揺れ,ゆれ,shaking; shake; jolt,Type the reading!,Image
間柄,あいだがら,"relationship; relation; terms (good, friendly, etc.)",Type the reading!,Image
必ずしも,かならずしも,(not) always; (not) necessarily; (not) entirely,Type the reading!,Image
将軍,しょうぐん,general; shogun,Type the reading!,Image
優等生,ゆうとうせい,honor student; honours student; model student,Type the reading!,Image
容疑,ようぎ,suspicion; charge,Type the reading!,Image
逆効果,"ぎゃくこうか,ぎゃっこうか",opposite effect; adverse effect; backfiring,Type the reading!,Image
要因,よういん,main cause; primary factor,Type the reading!,Image
振り下ろす,ふりおろす,"to swing downward; to bring down (one's sword, fist, etc.)",Type the reading!,Image
迎えに行く,むかえにいく,to go to meet (someone); to go to pick up,Type the reading!,Image
画,"かく,え,が",stroke (of a kanji),Type the reading!,Image
居座る,いすわる,to remain; to stay (somewhere),Type the reading!,Image
旅館,りょかん,ryokan; traditional Japanese inn,Type the reading!,Image
腰掛ける,こしかける,to sit (down),Type the reading!,Image
万能,"ばんのう,まんのう",all-purpose; utility; universal,Type the reading!,Image
押し潰す,おしつぶす,to crush; to squash; to flatten,Type the reading!,Image
変換,へんかん,change; conversion; transformation,Type the reading!,Image
２番,にばん,second; number two; runner-up,Type the reading!,Image
朝ご飯,あさごはん,breakfast,Type the reading!,Image
追放,ついほう,exile; banishment; eviction,Type the reading!,Image
お小遣い,おこづかい,personal expenses; pocket money; spending money,Type the reading!,Image
子犬,こいぬ,puppy; small dog,Type the reading!,Image
言葉遣い,ことばづかい,speech; expression; wording,Type the reading!,Image
良好,りょうこう,good; fine; excellent,Type the reading!,Image
万一,"まんいち,ばんいち,まんいつ,ばんいつ",(unlikely event of) emergency; the worst(-case scenario); 10000 to 1,Type the reading!,Image
銀色,ぎんいろ,"silver (color, colour)",Type the reading!,Image
所持,しょじ,possession; having (on one's person); carrying (with one),Type the reading!,Image
判定,はんてい,judgement; judgment; decision,Type the reading!,Image
程がある,ほどがある,to have a limit; to go too far (e.g. of a joke),Type the reading!,Image
左側,"ひだりがわ,さそく,ひだりっかわ",left side; left-hand side,Type the reading!,Image
徒歩,"とほ,かち",walking; going on foot,Type the reading!,Image
警戒心,けいかいしん,wariness,Type the reading!,Image
数値,すうち,numerical value; figure; result,Type the reading!,Image
好評,こうひょう,favorable reception; good reputation; popularity,Type the reading!,Image
抱き寄せる,だきよせる,to draw (someone) close to one's breast; to pull close to one; to take into one's arms,Type the reading!,Image
第一歩,だいいっぽ,first step,Type the reading!,Image
栄光,えいこう,glory,Type the reading!,Image
経歴,けいれき,personal history; background; career,Type the reading!,Image
吸い取る,すいとる,to suck up; to absorb; to squeeze (money),Type the reading!,Image
極力,きょくりょく,to the utmost; to the best of one's ability,Type the reading!,Image
満面の笑み,まんめんのえみ,radiant smile; contented smile,Type the reading!,Image
性欲,せいよく,sexual desire; sex drive; lust,Type the reading!,Image
収録,しゅうろく,"recording (in a book, the minutes, etc.); printing; including",Type the reading!,Image
涙目,なみだめ,teary eyes,Type the reading!,Image
あなた達,あなたたち,you (plural),Type the reading!,Image
爆破,ばくは,destructive blast; blowing up; explosion,Type the reading!,Image
刺激的,しげきてき,stimulating; exciting; provocative,Type the reading!,Image
お互い様,おたがいさま,we are of equal status in this regard; we are in the same boat; the same to you,Type the reading!,Image
拾い上げる,ひろいあげる,to pick up; to pick out (e.g. key points in an article); to single out,Type the reading!,Image
属性,ぞくせい,attribute; property; alignment (in a role-playing game),Type the reading!,Image
年月,"としつき,ねんげつ",months and years,Type the reading!,Image
失恋,しつれん,disappointed love; broken heart; unrequited love,Type the reading!,Image
正直なところ,しょうじきなところ,honestly speaking; in truth; in all honesty,Type the reading!,Image
主婦,しゅふ,housewife; mistress (of the house); homemaker,Type the reading!,Image
奇跡的,きせきてき,miraculous,Type the reading!,Image
及ばない,およばない,unnecessary; unattainable,Type the reading!,Image
仮説,かせつ,hypothesis; supposition; assumption,Type the reading!,Image
抱き締める,だきしめる,to hug (someone) tight; to embrace; to give (someone) a tight hug,Type the reading!,Image
住宅,じゅうたく,residence; housing; residential building,Type the reading!,Image
横取り,よこどり,snatching; stealing; seizure,Type the reading!,Image
志望,しぼう,wish; desire; ambition,Type the reading!,Image
面持ち,おももち,expression; look; countenance,Type the reading!,Image
危なっかしい,あぶなっかしい,dangerous; critical; grave,Type the reading!,Image
降り立つ,おりたつ,to go down and stand; to alight; to get down,Type the reading!,Image
吐き気,"はきけ,はきげ",nausea; feeling like throwing up; feeling sick,Type the reading!,Image
幸せにする,しあわせにする,to bring someone happiness; to make someone happy,Type the reading!,Image
決闘,けっとう,duel; shoot-out,Type the reading!,Image
健在,けんざい,in good health; alive and well; going strong,Type the reading!,Image
行列,ぎょうれつ,line; queue; procession,Type the reading!,Image
救い出す,すくいだす,to rescue; to free,Type the reading!,Image
揺する,ゆする,to shake; to jolt; to rock (cradle),Type the reading!,Image
思春期,ししゅんき,puberty; adolescence,Type the reading!,Image
修業,"しゅうぎょう,しゅぎょう",pursuit of knowledge; studying; learning,Type the reading!,Image
人通り,ひとどおり,pedestrian traffic,Type the reading!,Image
移行,いこう,transition; changeover; switchover,Type the reading!,Image
月日,"つきひ,がっぴ",time; years; days,Type the reading!,Image
比,"ひ,ころ,ごろ,たぐい,ころおい",ratio; proportion; match,Type the reading!,Image
我が子,わがこ,one's own child; one's own children,Type the reading!,Image
研究所,"けんきゅうじょ,けんきゅうしょ",research institute; (research) laboratory,Type the reading!,Image
善意,ぜんい,virtuous mind; good intentions; good will,Type the reading!,Image
衝撃的,しょうげきてき,devastating; gut-wrenching; shocking,Type the reading!,Image
日課,にっか,daily routine; daily work; daily lesson,Type the reading!,Image
四方,"しほう,よも,よほう",surroundings; many countries; the whole world,Type the reading!,Image
投げ捨てる,なげすてる,to throw away,Type the reading!,Image
先方,"せんぽう,さきかた,さきがた",ahead; in front; destination,Type the reading!,Image
遺伝子,いでんし,gene,Type the reading!,Image
雑用,"ざつよう,ぞうよう",chores; odd jobs; miscellaneous affairs,Type the reading!,Image
太,ふと,fat; fatty; grand,Type the reading!,Image
抱きかかえる,だきかかえる,to hold; to carry; to embrace (in one's arms),Type the reading!,Image
達人,たつじん,master; expert,Type the reading!,Image
嘘つき,"うそつき,ウソつき",liar; fibber; lying,Type the reading!,Image
敷地,しきち,site; plot; lot,Type the reading!,Image
必死になって,ひっしになって,desperately; for one's dear life,Type the reading!,Image
判別,はんべつ,distinction; discrimination; distinguishing,Type the reading!,Image
黒幕,くろまく,black curtain; wirepuller; mastermind,Type the reading!,Image
嘘をつく,"うそをつく,ウソをつく",to tell a lie; to fib,Type the reading!,Image
登場人物,とうじょうじんぶつ,"character (in a play, novel, film, etc.); dramatis personae",Type the reading!,Image
恥ずかしがる,はずかしがる,to be shy of; to be bashful; to be abashed,Type the reading!,Image
嬢,じょう,unmarried woman; Miss; -ess,Type the reading!,Image
突進,とっしん,rush; dash; charge,Type the reading!,Image
付け加える,つけくわえる,"to add (one thing to another); to add (a few more words, an explanation, etc.)",Type the reading!,Image
都合がいい,つごうがいい,convenient,Type the reading!,Image
絶句,"ぜっく,ぜく",being lost for words; becoming speechless; jueju (Chinese quatrain with lines of either five or seven syllables),Type the reading!,Image
歴,"れき,ふ",experience; history; record,Type the reading!,Image
一晩中,ひとばんじゅう,all night long; all through the night,Type the reading!,Image
息遣い,いきづかい,breathing; respiration,Type the reading!,Image
良,りょう,"good (quality, condition, etc.); Good (grade); B",Type the reading!,Image
巨人,きょじん,giant; great man; Tokyo Giants (baseball team),Type the reading!,Image
寝転がる,ねころがる,to lie down; to throw oneself down,Type the reading!,Image
言葉通り,ことばどおり,as stated; verbatim; literally,Type the reading!,Image
録画,ろくが,(video) recording,Type the reading!,Image
結ばれる,むすばれる,to be tied together; to be fastened; to be wedded,Type the reading!,Image
規定,きてい,stipulation; prescription; provision,Type the reading!,Image
得体の知れない,えたいのしれない,strange; unfamiliar; mysterious,Type the reading!,Image
極限,きょくげん,utmost limits; extremity; limit,Type the reading!,Image
日程,にってい,schedule; program; programme,Type the reading!,Image
宅,たく,house; home; one's house,Type the reading!,Image
と比べて,とくらべて,compared with,Type the reading!,Image
死因,しいん,cause of death,Type the reading!,Image
配達,"はいたつ,はいだつ",delivery,Type the reading!,Image
住まい,すまい,dwelling; house; residence,Type the reading!,Image
念願,ねんがん,one's heart's desire; one's dearest wish,Type the reading!,Image
目が覚める,めがさめる,to wake up; to awake; to perk up,Type the reading!,Image
付着,ふちゃく,sticking to; clinging to; adhesion,Type the reading!,Image
明るさ,あかるさ,brightness; luminance; cheerfulness,Type the reading!,Image
身柄,みがら,one's person,Type the reading!,Image
刑務所,けいむしょ,prison; jail; gaol,Type the reading!,Image
丁目,ちょうめ,district of a town; city block (of irregular size),Type the reading!,Image
行き止まり,"いきどまり,ゆきどまり",dead end; blind alley; no through road (i.e. on signage),Type the reading!,Image
洗脳,せんのう,brainwashing,Type the reading!,Image
即死,そくし,instant death,Type the reading!,Image
改まる,あらたまる,to be renewed; to change; to be improved,Type the reading!,Image
法則,ほうそく,law; rule,Type the reading!,Image
宇宙人,うちゅうじん,space alien; alien; extraterrestrial being,Type the reading!,Image
激痛,げきつう,sharp pain; acute pain; intense pain,Type the reading!,Image
素手で,すでで,empty-handed; barehanded; unarmed,Type the reading!,Image
波打つ,なみうつ,to dash against (of waves); to billow; to roll,Type the reading!,Image
楽園,らくえん,paradise; Eden,Type the reading!,Image
約束通り,やくそくどおり,as promised,Type the reading!,Image
人柄,ひとがら,personality; character; personal appearance,Type the reading!,Image
土曜,どよう,Saturday,Type the reading!,Image
発達,はったつ,development; growth,Type the reading!,Image
死刑,しけい,death penalty; capital punishment,Type the reading!,Image
ぶち壊す,ぶちこわす,to destroy; to break (by striking); to smash,Type the reading!,Image
子猫,"こねこ,コネコ",kitten; small cat,Type the reading!,Image
１階,いっかい,first floor; ground floor; one floor,Type the reading!,Image
違法,いほう,illegal; illicit; unlawful,Type the reading!,Image
仮定,かてい,assumption; supposition; hypothesis,Type the reading!,Image
吐き捨てる,はきすてる,to spit out; to eject; to dump,Type the reading!,Image
効率的,こうりつてき,efficient,Type the reading!,Image
真夜中,まよなか,dead of night; midnight,Type the reading!,Image
節約,せつやく,economising; saving,Type the reading!,Image
兄様,にいさま,older brother,Type the reading!,Image
お陰で,おかげで,thanks to ...; owing to ...; because of ...,Type the reading!,Image
遺産,いさん,inheritance; bequest; legacy,Type the reading!,Image
二人っきり,ふたりっきり,just the two of them,Type the reading!,Image
指令,しれい,order; directive; instructions,Type the reading!,Image
気取り,きどり,affectation; pretension; posturing,Type the reading!,Image
疑わしい,うたがわしい,doubtful; questionable; uncertain,Type the reading!,Image
過ぎ去る,すぎさる,to pass; to pass by,Type the reading!,Image
金曜日,きんようび,Friday,Type the reading!,Image
存続,そんぞく,continuance; survival; persistence,Type the reading!,Image
研究室,けんきゅうしつ,laboratory; seminar room; professor's office,Type the reading!,Image
お前達,おまえたち,you (plural),Type the reading!,Image
接客,せっきゃく,serving customers; looking after visitors; reception,Type the reading!,Image
打ち解ける,うちとける,to open up (to someone); to become unreserved; to lower one's guard,Type the reading!,Image
軽口,かるくち,talkative; loose-lipped; persiflage,Type the reading!,Image
心配性,しんぱいしょう,nervous temperament; worrier's disposition,Type the reading!,Image
矢先,やさき,arrowhead; target of a flying arrow; brunt (of an attack),Type the reading!,Image
１発,いっぱつ,one shot; one charge; one explosion,Type the reading!,Image
曲がった,まがった,bent; curved; warped,Type the reading!,Image
