Question,Answers,Comment,Instructions,Render as
示し,しめし,lesson; discipline; example (e.g. set a bad example),Type the reading!,Image
恥をかく,はじをかく,to be embarrassed; to lose face,Type the reading!,Image
待ち焦がれる,まちこがれる,to be impatient for; to wait (anxiously) for; to eagerly look forward to,Type the reading!,Image
お情け,おなさけ,pity; sympathy; compassion,Type the reading!,Image
半袖,はんそで,short sleeves,Type the reading!,Image
両想い,りょうおもい,mutual love,Type the reading!,Image
掃除当番,そうじとうばん,one's turn for doing the sweeping (cleaning),Type the reading!,Image
意図せず,いとせず,unintentionally; involuntarily; inadvertently,Type the reading!,Image
渡りに船,わたりにふね,godsend; lifesaver; timely offer,Type the reading!,Image
延長線上,えんちょうせんじょう,extension of a straight line; (conclusion) following as an extension of (an argument),Type the reading!,Image
前払い,まえばらい,payment in advance; advance payment; prepayment,Type the reading!,Image
下手すると,へたすると,if one is unlucky; if one is careless; if things don't go well,Type the reading!,Image
律動,りつどう,rhythm,Type the reading!,Image
経験済み,けいけんずみ,experienced; already had an experience (with something),Type the reading!,Image
顔を覆う,かおをおおう,to cover one's face,Type the reading!,Image
羽虫,はむし,biting louse (any louse of order Mallophaga); small winged insect (esp. a flying ant or termite),Type the reading!,Image
透明感,とうめいかん,feeling of transparency; sense of translucence,Type the reading!,Image
騎馬,きば,horse riding; horseback riding; horseback rider,Type the reading!,Image
典型,てんけい,type; pattern; model,Type the reading!,Image
孤島,ことう,solitary island; isolated island,Type the reading!,Image
輩出,はいしゅつ,producing (people) in great numbers; appearing one after the other,Type the reading!,Image
手並み,てなみ,skill,Type the reading!,Image
照射,"しょうしゃ,ともし",irradiation; radiation; beaming,Type the reading!,Image
暗黙,あんもく,tacit; unspoken; implicit,Type the reading!,Image
血祭り,ちまつり,killing an enemy soldier before the start of a battle to raise spirits; blood offering; killing violently,Type the reading!,Image
忠,ちゅう,loyalty; devotion; fidelity,Type the reading!,Image
横行,"おうこう,おうぎょう",being rampant; being widespread; being prevalent,Type the reading!,Image
看板娘,かんばんむすめ,pretty girl who attracts customers to come inside a shop,Type the reading!,Image
広域,こういき,wide area; wide view (of a digitally displayed map); zoomed-out view,Type the reading!,Image
熱風,ねっぷう,hot wind,Type the reading!,Image
絞り上げる,しぼりあげる,to squeeze (to the utmost); to wring out; to squeeze (money) out of someone,Type the reading!,Image
冷静沈着,れいせいちんちゃく,"calm, cool, and collected; level and calm",Type the reading!,Image
罰を与える,ばつをあたえる,to impose a punishment (on); to punish,Type the reading!,Image
通貨,つうか,currency,Type the reading!,Image
痴女,ちじょ,female molester; lewd woman; libidinous woman,Type the reading!,Image
弱音を吐く,よわねをはく,to whine; to make feeble complaints,Type the reading!,Image
始祖,しそ,founder; originator; pioneer,Type the reading!,Image
株式,かぶしき,share (in a company); stock,Type the reading!,Image
有償,ゆうしょう,(involving) payment; (involving) compensation; paying a fee,Type the reading!,Image
特急,とっきゅう,limited express (train for which a limited-express ticket is required); limited express (train making a limited no. of stops); great hurry,Type the reading!,Image
風邪引く,かぜひく,to catch a cold,Type the reading!,Image
連れ添う,つれそう,to become a couple; to be man and wife; to be married to,Type the reading!,Image
溜め,ため,cesspool; sink; manure sink,Type the reading!,Image
久し振り,ひさしぶり,a long time (since the last time); first in a long time; it's been a long time,Type the reading!,Image
建て直す,たてなおす,to rebuild; to reconstruct,Type the reading!,Image
控え目,ひかえめ,moderate; reserved; modest,Type the reading!,Image
膝立ち,ひざだち,kneeling,Type the reading!,Image
鉱物,こうぶつ,mineral,Type the reading!,Image
習わし,ならわし,custom; habit; customary practice,Type the reading!,Image
お手柔らか,おてやわらか,gentle; mild; lenient,Type the reading!,Image
徴収,ちょうしゅう,"collection (of fees, taxes, etc.); levy",Type the reading!,Image
信じ難い,しんじがたい,unbelievable; incredible; implausible,Type the reading!,Image
遭わせる,あわせる,to make (someone) to meet; to let (someone) meet; to expose to,Type the reading!,Image
祝日,しゅくじつ,national holiday; public holiday,Type the reading!,Image
貼りつける,はりつける,to paste; to stick; to affix,Type the reading!,Image
結果発表,けっかはっぴょう,publication of results; announcement of results,Type the reading!,Image
寸分,"すんぶん,すんぷん",tiny bit,Type the reading!,Image
不格好,ぶかっこう,unshapely; ill-formed; misshapen,Type the reading!,Image
頭頂部,とうちょうぶ,top part of the head; parietal region,Type the reading!,Image
胃液,いえき,gastric juice,Type the reading!,Image
彼等,"かれら,あれら",they; them,Type the reading!,Image
蹴破る,けやぶる,to break (by kicking); to kick down (e.g. a door); to kick open,Type the reading!,Image
膨らます,ふくらます,to swell; to expand; to inflate,Type the reading!,Image
厳守,げんしゅ,strict observance; rigid adherence; scrupulous compliance,Type the reading!,Image
縦横,"じゅうおう,たてよこ",length and breadth; length and width; warp and weft,Type the reading!,Image
手鏡,てかがみ,hand-mirror,Type the reading!,Image
山登り,やまのぼり,mountain climbing; mountaineering,Type the reading!,Image
尿道口,にょうどうこう,urethral opening; urinary meatus,Type the reading!,Image
拒絶反応,きょぜつはんのう,(transplant) rejection; strong reaction (against),Type the reading!,Image
休憩所,きゅうけいじょ,rest area; rest stop; service area (next to a highway),Type the reading!,Image
湧き起こる,わきおこる,to well up; to burst; to arise,Type the reading!,Image
歩み寄り,あゆみより,compromise; concession,Type the reading!,Image
親しみやすい,したしみやすい,friendly; easy to get on with; easy to talk to,Type the reading!,Image
雨水,"あまみず,うすい",rain water,Type the reading!,Image
繋ぎ止める,つなぎとめる,to tie; to fasten; to hitch,Type the reading!,Image
水没,すいぼつ,submergence; immersion,Type the reading!,Image
空元気,"からげんき,カラげんき",putting on a brave face; put-on cheeriness; pretending one is fine,Type the reading!,Image
酒臭い,さけくさい,reeking of liquor; smelling of alcohol,Type the reading!,Image
余すところなく,あますところなく,fully; thoroughly,Type the reading!,Image
印鑑,いんかん,stamp; seal,Type the reading!,Image
酸化炭素,さんかたんそ,carbon oxide,Type the reading!,Image
奴等,"やつら,ヤツら",they; those guys,Type the reading!,Image
完全復活,かんぜんふっかつ,(making a) full comeback; coming back after a full recovery,Type the reading!,Image
長袖,ながそで,long sleeves,Type the reading!,Image
既婚者,きこんしゃ,married person,Type the reading!,Image
太鼓判,たいこばん,large seal; large stamp; seal of approval,Type the reading!,Image
貼り紙,はりがみ,paper patch attached to something; paper backing; sticker,Type the reading!,Image
透視,とうし,seeing through; fluoroscopy; roentgenoscopy,Type the reading!,Image
血潮,ちしお,spurt of blood; hot-bloodedness; hot blood,Type the reading!,Image
写真撮影,しゃしんさつえい,photography; taking photographs,Type the reading!,Image
正面玄関,しょうめんげんかん,front entrance; front door,Type the reading!,Image
軌道修正,きどうしゅうせい,course correction; trajectory change; orbital adjustment,Type the reading!,Image
空き巣,あきす,empty nest; empty house; empty home,Type the reading!,Image
呼吸困難,こきゅうこんなん,labored breathing; laboured breathing; dyspnea,Type the reading!,Image
狂犬,きょうけん,mad dog,Type the reading!,Image
南米,なんべい,South America,Type the reading!,Image
背が低い,せがひくい,short (of a person),Type the reading!,Image
甲羅,こうら,"shell (of a crab, tortoise, etc.); carapace; plastron",Type the reading!,Image
安全圏,あんぜんけん,safety zone; buffer (e.g. against defeat),Type the reading!,Image
健康状態,けんこうじょうたい,(the condition of) one's health,Type the reading!,Image
教祖,きょうそ,founder of a religious sect,Type the reading!,Image
粗野,そや,rustic; rude; vulgar,Type the reading!,Image
泳がせる,およがせる,to let (someone) swim; to make (someone) swim; to release (fish) into the water,Type the reading!,Image
秀,しゅう,preeminence; supremacy; distinction,Type the reading!,Image
追随,ついずい,following (in the footsteps of); catching up with; coming level with,Type the reading!,Image
覆い尽くす,おおいつくす,to cover fully; to wrap around,Type the reading!,Image
交わし合う,かわしあう,"to intercommunicate; to exchange (messages, vows, etc.)",Type the reading!,Image
潜在能力,せんざいのうりょく,potential; latent faculties; potential capacities,Type the reading!,Image
日が浅い,ひがあさい,it hasn't been long since,Type the reading!,Image
貼りつく,はりつく,to stick (to); to cling (to); to adhere (to),Type the reading!,Image
別種,べっしゅ,another kind; different kind; distinct species,Type the reading!,Image
内壁,ないへき,inner wall,Type the reading!,Image
契機,けいき,opportunity; chance; trigger,Type the reading!,Image
依頼者,いらいしゃ,client; requester,Type the reading!,Image
先輩後輩,せんぱいこうはい,one's seniors and juniors; seniority-based hierarchy,Type the reading!,Image
寸止め,すんどめ,stopping just before,Type the reading!,Image
幹事,かんじ,executive secretary; coordinator; organizer,Type the reading!,Image
謎を解く,なぞをとく,to solve a mystery,Type the reading!,Image
記念撮影,きねんさつえい,taking a commemorative photo,Type the reading!,Image
お召し物,おめしもの,clothing,Type the reading!,Image
死の恐怖,しのきょうふ,fear of death,Type the reading!,Image
気を配る,きをくばる,to pay attention; to be watchful,Type the reading!,Image
脳裏をよぎる,のうりをよぎる,to cross one's mind; to occur to one; to flash into one's head,Type the reading!,Image
上っ面,うわっつら,surface; appearances,Type the reading!,Image
書き写す,かきうつす,to copy (down); to transcribe,Type the reading!,Image
身振り,みぶり,gesture; gesticulation; motion,Type the reading!,Image
巣くう,すくう,to build a nest; to nest; to hang out (of a bad group),Type the reading!,Image
掻き消す,かきけす,to erase; to drown out (e.g. a voice); to make disappear,Type the reading!,Image
迫真,はくしん,realistic; true to life,Type the reading!,Image
狭苦しい,せまくるしい,cramped,Type the reading!,Image
輸出,"ゆしゅつ,しゅしゅつ",export; exportation; efferent,Type the reading!,Image
宝庫,ほうこ,treasury; treasure house; storehouse,Type the reading!,Image
直角,ちょっかく,right angle,Type the reading!,Image
脱却,だっきゃく,ridding oneself; freeing oneself of; growing out of,Type the reading!,Image
銀貨,ぎんか,silver coin,Type the reading!,Image
勢いづく,いきおいづく,to gain strength; to gather momentum; to be encouraged,Type the reading!,Image
賭け事,かけごと,betting; gambling,Type the reading!,Image
腐るほど,くさるほど,more than one can possibly use; countless (e.g. examples); (money) to burn,Type the reading!,Image
紋様,もんよう,pattern; design,Type the reading!,Image
早業,はやわざ,quick work; (clever) feat,Type the reading!,Image
福島,ふくしま,"Fukushima (city, prefecture)",Type the reading!,Image
揉まれる,もまれる,to be knocked about; to be tossed about; to be jostled,Type the reading!,Image
大橋,おおはし,large bridge; big bridge,Type the reading!,Image
余す,あます,to save; to leave over; to spare,Type the reading!,Image
紀,き,"period; Nihon Shoki (second oldest work of Japanese history, compiled in 720 CE); Nihongi",Type the reading!,Image
分がある,ぶがある,to have an advantage; to have the upper hand; to be favored to win,Type the reading!,Image
首尾よく,しゅびよく,successfully; with success,Type the reading!,Image
右端,"みぎはし,うたん",right end; right edge,Type the reading!,Image
治安維持,ちあんいじ,maintenance of public order; maintaining security,Type the reading!,Image
音を上げる,ねをあげる,to give up; to admit defeat; to throw in the towel,Type the reading!,Image
国宝,こくほう,national treasure,Type the reading!,Image
手裏剣,しゅりけん,shuriken; small throwing blade; throwing star,Type the reading!,Image
お縄,おなわ,policeman's rope; arresting (a criminal),Type the reading!,Image
端から端まで,はしからはしまで,from one end to another; thoroughly; completely,Type the reading!,Image
橋渡し,はしわたし,mediation; good offices; go-between,Type the reading!,Image
体積,たいせき,capacity; volume,Type the reading!,Image
付随,ふずい,being incident to; being accompanied by; being collateral with,Type the reading!,Image
神業,"かみわざ,かむわざ,かんわざ",divine work; miracle; superhuman feat,Type the reading!,Image
世紀末,せいきまつ,end of a century (esp. 19th); fin-de-siècle; end of the world (esp. in fiction),Type the reading!,Image
雷撃,らいげき,lightning strike; torpedo attack,Type the reading!,Image
置き土産,おきみやげ,parting gift; remembrance; aftereffect,Type the reading!,Image
短刀,たんとう,short sword; knife; dagger,Type the reading!,Image
擦り寄る,すりよる,to draw close to; to edge up to; to snuggle up to,Type the reading!,Image
登り,のぼり,ascent; climbing; ascending (path),Type the reading!,Image
論破,ろんぱ,defeating an argument; winning an argument; refutation,Type the reading!,Image
玄関口,げんかんぐち,"entrance door; front door; gateway (to a region, etc.)",Type the reading!,Image
二人三脚,ににんさんきゃく,three-legged race; cooperation with singleness of purpose (e.g. between companies); operating in tandem,Type the reading!,Image
凶悪犯,きょうあくはん,heinous criminal; vicious criminal,Type the reading!,Image
一髪,いっぱつ,hair; hair's breadth,Type the reading!,Image
有り得る,"ありうる,ありえる",possible; conceivable; likely,Type the reading!,Image
招待客,しょうたいきゃく,invitee,Type the reading!,Image
暴れん坊,あばれんぼう,rambunctious kid; wild kid; hooligan,Type the reading!,Image
真似し,まねし,copy cat,Type the reading!,Image
激烈,げきれつ,violence; vehemence; fury,Type the reading!,Image
飲料,"いんりょう,のみりょう",beverage; drink,Type the reading!,Image
液晶,えきしょう,liquid crystal,Type the reading!,Image
急襲,きゅうしゅう,raid; assault; descent,Type the reading!,Image
宗教的,しゅうきょうてき,religious; spiritual,Type the reading!,Image
特許,とっきょ,patent; special permission; license,Type the reading!,Image
並外れる,なみはずれる,to be uncommon,Type the reading!,Image
華麗なる,かれいなる,The Great (e.g. in film and book titles); The Grand,Type the reading!,Image
悲壮感,ひそうかん,feeling of tragic heroism; feeling of grim resolve; sense of determination,Type the reading!,Image
並木,なみき,roadside trees; row of trees,Type the reading!,Image
去来,きょらい,coming and going; recurring (esp. thoughts),Type the reading!,Image
厚手,あつで,"thick (paper, cloth, etc.); heavy",Type the reading!,Image
旦那さま,だんなさま,"husband; master (of a house, shop, etc.)",Type the reading!,Image
恥さらし,はじさらし,disgrace; shame,Type the reading!,Image
岩山,いわやま,rocky mountain,Type the reading!,Image
シャワーを浴びる,シャワーをあびる,to take a shower,Type the reading!,Image
力技,ちからわざ,heavy work; manual labour; feat of strength,Type the reading!,Image
俗世,"ぞくせ,ぞくせい",this world; everyday world; earthly existence,Type the reading!,Image
祭典,さいてん,festival,Type the reading!,Image
秋田,あきた,"Akita (city, prefecture)",Type the reading!,Image
片想い,かたおもい,unrequited love; one-sided love,Type the reading!,Image
指揮者,しきしゃ,(musical) conductor; commander; leader,Type the reading!,Image
うわ言,うわごと,talking in delirium; delirious talk; delirious utterances,Type the reading!,Image
音痴,おんち,tone deafness; amusia; having no ear for music,Type the reading!,Image
踊り子,おどりこ,dancer (usu. female),Type the reading!,Image
紅白,こうはく,red and white; colours for festive or auspicious occasions (colors); two teams,Type the reading!,Image
身を包む,みをつつむ,to wear; to be dressed in; to be adorned in,Type the reading!,Image
箱庭,はこにわ,miniature garden,Type the reading!,Image
黙する,もくする,to stop talking; to be silent,Type the reading!,Image
守衛,しゅえい,(security) guard; caretaker; janitor,Type the reading!,Image
口振り,くちぶり,way of speaking; intimation,Type the reading!,Image
降りしきる,ふりしきる,"to fall continuously (of rain, snow, etc.); to fall hard; to fall heavily",Type the reading!,Image
不遇,ふぐう,misfortune; ill fate; bad luck,Type the reading!,Image
澄ました顔,すましたかお,straight face; composed expression; nonchalant look,Type the reading!,Image
忍び,しのび,stealth; travelling incognito (traveling); ninjutsu,Type the reading!,Image
田舎町,いなかまち,country town; rural town,Type the reading!,Image
幸いにして,さいわいにして,fortunately; luckily; happily,Type the reading!,Image
親兄弟,おやきょうだい,parents and siblings; one's relatives,Type the reading!,Image
著名,ちょめい,famous; noted; eminent,Type the reading!,Image
童心,どうしん,child's mind; childlike innocence; naivete,Type the reading!,Image
胆力,たんりょく,courage; nerve; grit,Type the reading!,Image
本庁,ほんちょう,central government office; head office; this office,Type the reading!,Image
特効薬,とっこうやく,specific medicine; wonder drug; silver bullet,Type the reading!,Image
刑罰,けいばつ,(criminal) punishment; penalty; sentence,Type the reading!,Image
副官,"ふくかん,ふっかん",adjutant; aide; aide-de-camp,Type the reading!,Image
米軍,べいぐん,US armed forces,Type the reading!,Image
潜水艦,せんすいかん,submarine,Type the reading!,Image
漫然,まんぜん,aimless; rambling; desultory,Type the reading!,Image
出港,しゅっこう,departure from a port; leaving port; setting sail,Type the reading!,Image
組織的,そしきてき,systematic; organized; organizational,Type the reading!,Image
揉みほぐす,もみほぐす,to massage,Type the reading!,Image
宝の山,たからのやま,gold mine; treasure trove; golconda,Type the reading!,Image
後腐れ,"あとくされ,あとぐされ",future trouble,Type the reading!,Image
化かす,ばかす,to bewitch; to confuse; to enchant,Type the reading!,Image
律,りつ,law (esp. ancient East Asian criminal code); regulation; vinaya (rules for the monastic community),Type the reading!,Image
往生際,おうじょうぎわ,brink of death; time to give up; knowing when to give up,Type the reading!,Image
副産物,ふくさんぶつ,by-product; spin-off; outgrowth,Type the reading!,Image
掘り進む,ほりすすむ,to burrow through; to dig through,Type the reading!,Image
神童,しんどう,child prodigy; infant genius; wonder child,Type the reading!,Image
著作権,ちょさくけん,copyright,Type the reading!,Image
余すことなく,あますことなく,fully; thoroughly,Type the reading!,Image
方向音痴,ほうこうおんち,(person with) no sense of direction; poor sense of locality,Type the reading!,Image
降り,"くだり,ふり,おり",down-train; train heading toward the ending point of its route; down-slope,Type the reading!,Image
建,"たて,たける",contract; commitment,Type the reading!,Image
不透明,ふとうめい,opaque; obscure; murky,Type the reading!,Image
若気の至り,わかげのいたり,youthful indiscretion; youthful enthusiasm; youthful excess,Type the reading!,Image
お召し,おめし,summoning; calling; riding,Type the reading!,Image
養護施設,ようごしせつ,children's home; child care institution; orphanage,Type the reading!,Image
好き好んで,すきこのんで,by choice; by preference; willingly,Type the reading!,Image
黒衣,"くろご,くろこ,こくい,こくえ,くろぎぬ",black clothes,Type the reading!,Image
自律,じりつ,autonomy (in Kantian ethics); self-control,Type the reading!,Image
溶け出す,とけだす,to begin to dissolve,Type the reading!,Image
逃避行,とうひこう,runaway trip; journey of escape; flight from the world,Type the reading!,Image
海岸線,かいがんせん,coastline; shoreline; coastal railway,Type the reading!,Image
値札,ねふだ,price tag; price label,Type the reading!,Image
連絡事項,れんらくじこう,message; informative matter,Type the reading!,Image
浴場,よくじょう,bathhouse; (public) bath; bathroom,Type the reading!,Image
居住区,きょじゅうく,residential area; quarter; neighbourhood,Type the reading!,Image
まつ毛,まつげ,eyelashes,Type the reading!,Image
巣立つ,すだつ,to leave the nest; to go out into the world; to become independent (of one's parents),Type the reading!,Image
毛糸,けいと,knitting wool; woolen yarn; woollen yarn,Type the reading!,Image
巣食う,すくう,to build a nest; to nest; to hang out (of a bad group),Type the reading!,Image
講釈,こうしゃく,"explanation (of a text, phrase, etc.); lecture; exposition",Type the reading!,Image
休憩室,きゅうけいしつ,break room; lounge (e.g. in an onsen); resting room,Type the reading!,Image
爆裂,ばくれつ,exploding,Type the reading!,Image
討論,とうろん,debate; discussion,Type the reading!,Image
持久力,じきゅうりょく,stamina; tenacity,Type the reading!,Image
礼拝堂,"れいはいどう,らいはいどう",chapel; building used for worship (in front of the main hall of a Buddhist temple),Type the reading!,Image
第一章,だいいっしょう,chapter one; first chapter,Type the reading!,Image
幽鬼,ゆうき,ghost; revenant; spirit (of the dead),Type the reading!,Image
正面突破,しょうめんとっぱ,breaking the front line; frontal breakthrough,Type the reading!,Image
電磁波,でんじは,electromagnetic wave,Type the reading!,Image
書籍化,しょせきか,"novelizing; novelising; adapting a movie, game, etc. into a book",Type the reading!,Image
腹心,ふくしん,one's confidant; trusted friend; trusted retainer,Type the reading!,Image
泥臭い,どろくさい,smelling of mud; smelling of earth; unrefined,Type the reading!,Image
塩焼き,しおやき,grilling (fish) with salt; broiling with salt; boiling seawater to get salt,Type the reading!,Image
使用済み,しようずみ,"used (ticket, stamp, etc.); spent (fuel, battery, etc.)",Type the reading!,Image
補償,ほしょう,compensation; reparation,Type the reading!,Image
庭先,にわさき,part of the garden close to the house; nearby garden,Type the reading!,Image
怒鳴り散らす,どなりちらす,to yell; to rant; to rave,Type the reading!,Image
撫で上げる,なであげる,to comb back,Type the reading!,Image
移籍,いせき,"transfer (of one's name into another family register); transfer (to another team, company, etc.)",Type the reading!,Image
年増,としま,mature woman; middle-aged woman,Type the reading!,Image
パイプ椅子,"パイプいす,パイプイス",folding chair (with tubular metal frame),Type the reading!,Image
飼い慣らす,かいならす,to tame (an animal); to domesticate,Type the reading!,Image
央,おう,middle; centre; center,Type the reading!,Image
一笑,いっしょう,laugh; smile,Type the reading!,Image
巻物,まきもの,makimono; handscroll; rolled book,Type the reading!,Image
追い討ち,おいうち,attacking a fleeing enemy; additional blow to an already unfortunate situation; rubbing salt into a wound,Type the reading!,Image
焦げ臭い,こげくさい,smelling burnt; tasting burnt; having a burnt smell,Type the reading!,Image
欲深い,"よくぶかい,よくふかい",greedy,Type the reading!,Image
伏し目,ふしめ,downcast look,Type the reading!,Image
感染症,かんせんしょう,infectious disease; infection,Type the reading!,Image
本領発揮,ほんりょうはっき,show one's real ability; illustration of the distinctive character of (something),Type the reading!,Image
念仏,ねんぶつ,"nembutsu; nianfo; the three-word invocation ""Namu Amida Butsu"" dedicated to the Amitabha Buddha",Type the reading!,Image
忍び足,しのびあし,stealthy steps; soft steps,Type the reading!,Image
白菜,"はくさい,ハクサイ,パクチョイ",napa cabbage (Brassica rapa subsp. pekinensis); nappa cabbage; Chinese cabbage,Type the reading!,Image
納期,のうき,appointed date of delivery; delivery time; due date for payment,Type the reading!,Image
富豪,ふごう,wealthy person; millionaire,Type the reading!,Image
守護神,"しゅごじん,しゅごしん",guardian deity,Type the reading!,Image
満足気,まんぞくげ,satisfied-looking; looking contented,Type the reading!,Image
透明人間,とうめいにんげん,"invisible person (in science fiction, etc.)",Type the reading!,Image
痛い目に遭う,いたいめにあう,to go through a bitter experience; to get into trouble; to get hurt,Type the reading!,Image
脳味噌,のうみそ,brains; brain tissue,Type the reading!,Image
塩辛い,しおからい,salty (taste); briny,Type the reading!,Image
金欠,きんけつ,having no money; lack of money,Type the reading!,Image
跳ね飛ばす,はねとばす,to send (something) flying; to splatter; to drive (something) off,Type the reading!,Image
祭り上げる,まつりあげる,to set (someone) up (in a high position); to kick upstairs; to hold sacred,Type the reading!,Image
乗りかかった船,のりかかったふね,having gone too far to turn back,Type the reading!,Image
散漫,さんまん,vague; desultory; distracted,Type the reading!,Image
表裏一体,ひょうりいったい,the two views (of an object) referring to the same thing; being inseparable like the two sides of an object; two sides of the same coin,Type the reading!,Image
砂場,すなば,sandpit; sandbox,Type the reading!,Image
跳び上がる,とびあがる,to jump up; to leap up; to spring up,Type the reading!,Image
床板,"ゆかいた,しょうばん,とこいた",floorboard,Type the reading!,Image
ゆで卵,ゆでたまご,boiled egg,Type the reading!,Image
引き千切る,ひきちぎる,to tear off,Type the reading!,Image
肩透かし,かたすかし,"under-shoulder swing-down; technique of grasping the arm of the opponent, the moment he comes forward, whi…; dodging",Type the reading!,Image
直系,ちょっけい,direct descent; direct line,Type the reading!,Image
西日,"にしび,せいにち",westering sun; setting sun; afternoon sun,Type the reading!,Image
濃縮,のうしゅく,concentration (e.g. of a solution); enrichment; condensation,Type the reading!,Image
巨額,きょがく,huge sum (esp. of money); enormous sum; massive amount,Type the reading!,Image
有り金,ありがね,money on hand,Type the reading!,Image
撫でつける,なでつける,to comb down; to smooth down,Type the reading!,Image
急患,きゅうかん,emergency case,Type the reading!,Image
焦らずに,あせらずに,stay calm; don't be rushed; don't be flustered,Type the reading!,Image
汚職,おしょく,corruption (esp. by a government employee); bribery; graft,Type the reading!,Image
必定,ひつじょう,inevitably; certainly,Type the reading!,Image
集積,しゅうせき,accumulation,Type the reading!,Image
これ幸い,これさいわい,this is my chance; this is the (opportune) moment; here's an opportunity (that can't be passed up),Type the reading!,Image
思い出作り,おもいでづくり,memory-making; making memories,Type the reading!,Image
探り出す,さぐりだす,to find out; to dig up; to sniff out,Type the reading!,Image
格納庫,かくのうこ,(aircraft) hangar,Type the reading!,Image
はした金,はしたがね,paltry sum of money; small change; odd money,Type the reading!,Image
壮年,そうねん,prime of life,Type the reading!,Image
排する,はいする,to push aside; to overcome (e.g. difficulties); to reject,Type the reading!,Image
風呂敷,ふろしき,furoshiki; wrapping cloth; cloth wrapper,Type the reading!,Image
野犬,やけん,stray dog; ownerless dog,Type the reading!,Image
冬場,ふゆば,wintertime; winter season,Type the reading!,Image
恐怖感,きょうふかん,feeling of dread; awful feeling; sense of fear,Type the reading!,Image
指揮権,しきけん,(exercising) the right to command,Type the reading!,Image
直下,ちょっか,directly under; falling perpendicularly,Type the reading!,Image
飼い猫,かいねこ,pet cat,Type the reading!,Image
癖のある,くせのある,quirky; idiosyncratic,Type the reading!,Image
悩みの種,なやみのたね,source of worry; source of distress,Type the reading!,Image
特撮,とくさつ,special effects; SFX; tokusatsu,Type the reading!,Image
厳罰,げんばつ,severe punishment; rigorous measures,Type the reading!,Image
間延びした,まのびした,slow; dull; stupid,Type the reading!,Image
絞り,"しぼり,シボリ",shibori; tie-dye; tie-dyeing,Type the reading!,Image
大爆笑,だいばくしょう,thunderous roar of laughter (from multiple people); loud burst of laughter; explosive laughter,Type the reading!,Image
契約者,けいやくしゃ,party to a contract; subscriber; policy owner (insurance),Type the reading!,Image
泊まり込み,とまりこみ,staying somewhere (overnight) due to circumstances,Type the reading!,Image
素晴らしき,すばらしき,magnificent; wonderful,Type the reading!,Image
赤飯,せきはん,red rice (beans and mochi) for auspicious occasions,Type the reading!,Image
均一,"きんいつ,きんいち",uniformity; equality,Type the reading!,Image
人好き,ひとずき,attractiveness; charm; amiability,Type the reading!,Image
積年,せきねん,"(many) years; long-standing (esp. hatred, grudge); ancient",Type the reading!,Image
気付,"きづけ,きつけ",encouragement; cheering (someone) up; restoring (someone) to consciousness,Type the reading!,Image
岩肌,いわはだ,bare rock; rock surface; rock face,Type the reading!,Image
半島,はんとう,peninsula; Korea,Type the reading!,Image
