Question,Answers,Comment,Instructions,Render as
挿れる,いれる,to insert (usu. as part of sexual intercourse),Type the reading!,Image
六つ,"むっつ,むつ",six; six years of age; six o'clock (old time system),Type the reading!,Image
自惚れる,うぬぼれる,to be conceited,Type the reading!,Image
俄然,がぜん,suddenly; all of a sudden; abruptly,Type the reading!,Image
聞き捨てならない,"ききずてならない,ききすてならない",inexcusable; unpardonable; can't be allowed to pass (without comment),Type the reading!,Image
半々,はんはん,half and half; fifty-fifty,Type the reading!,Image
眩暈,"めまい,げんうん",dizziness; giddiness; vertigo,Type the reading!,Image
即ち,"すなわち,つなわち",that is (to say); namely; i.e.,Type the reading!,Image
参,"さん,み,しん","Chinese ""Three Stars"" constellation (one of the 28 mansions)",Type the reading!,Image
細やか,"こまやか,ささやか",small; little; tiny,Type the reading!,Image
突飛,とっぴ,erratic; offbeat; wild,Type the reading!,Image
弄う,いらう,to touch; to finger; to play with,Type the reading!,Image
則る,のっとる,"to follow (a rule, precedent, style, etc.); to conform to; to be in accordance with",Type the reading!,Image
奉る,"たてまつる,まつる",to offer; to present; to set someone up in a high position,Type the reading!,Image
匿う,かくまう,to shelter (e.g. a fugitive); to harbour; to harbor,Type the reading!,Image
生業,"なりわい,せいぎょう,すぎわい",occupation; calling; livelihood,Type the reading!,Image
仰々しい,ぎょうぎょうしい,exaggerated; bombastic; highly colored,Type the reading!,Image
恭しい,うやうやしい,polite; respectful; reverent,Type the reading!,Image
謁見,えっけん,"audience (with a superior, e.g. nobility)",Type the reading!,Image
蕾,つぼみ,(flower) bud; promising young person; budding beauty,Type the reading!,Image
讃える,たたえる,to praise; to extol; to hail,Type the reading!,Image
狩人,"かりゅうど,かりうど,かりびと",hunter,Type the reading!,Image
嚙む,かむ,to bite; to chew; to gnaw,Type the reading!,Image
祀る,まつる,to deify; to enshrine; to pray,Type the reading!,Image
漲る,みなぎる,to rise high (of water); to overflow; to swell,Type the reading!,Image
狼狽える,うろたえる,to be flustered; to lose one's presence of mind,Type the reading!,Image
惚ける,"ボケる,ぼける,とぼける,ほうける",to grow senile; to be childish with age; to be mentally slow,Type the reading!,Image
端々,はしばし,odds and ends; all; every,Type the reading!,Image
経,"たて,タテ,たていと,きょう,ふ,けい",the vertical; height; front-to-back,Type the reading!,Image
項垂れる,うなだれる,to hang one's head; to droop one's head,Type the reading!,Image
菌,"きのこ,たけ,キノコ,きん",mushroom,Type the reading!,Image
雛,"ひよこ,ひよっこ,ヒヨコ,ひな,ヒナ",young bird; chick; fledgling,Type the reading!,Image
千載一遇,せんざいいちぐう,once-in-a-lifetime (opportunity); golden (opportunity); one-in-a-million (chance),Type the reading!,Image
橘,"たちばな,タチバナ",tachibana orange (Citrus tachibana),Type the reading!,Image
妃,"きさき,ひ",empress (consort); queen (consort),Type the reading!,Image
姑,"しゅうとめ,しゅうと,しうとめ,しいとめ",mother-in-law,Type the reading!,Image
景,"かげ,けい",shadow; silhouette; figure,Type the reading!,Image
崎,"さき,みさき",cape (on coast),Type the reading!,Image
岬,"さき,みさき",cape (on coast),Type the reading!,Image
羅,"うすもの,ら",lightweight fabric or clothing; silk gauze; thin silk,Type the reading!,Image
屹立,きつりつ,standing tall; towering; soaring,Type the reading!,Image
散り散り,"ちりぢり,ちりじり",scattered; separated; dispersed,Type the reading!,Image
助太刀,すけだち,assistance (in a fight); help; aid,Type the reading!,Image
僥倖,ぎょうこう,luck; windfall; godsend,Type the reading!,Image
混る,まじる,to be mixed; to be blended with; to be combined,Type the reading!,Image
盤,"さら,ばん",plate; dish; platter,Type the reading!,Image
口惜しい,"くやしい,くやしーい,くちおしい","frustrated (over a failure, humiliation or injustice); annoyed; chagrined",Type the reading!,Image
甦る,よみがえる,to be resurrected; to be resuscitated; to be rehabilitated,Type the reading!,Image
覚,"さとり,サトリ",Satori; folklore monster that can read minds,Type the reading!,Image
息吹,いぶき,"breath; sign (of something new and fresh); breath (of spring, fresh air, etc.)",Type the reading!,Image
甲斐性,"かいしょう,かいしょ",resourcefulness; ability (esp. to earn a living); dependability,Type the reading!,Image
耕す,たがやす,to till; to plow; to plough,Type the reading!,Image
予め,あらかじめ,beforehand; in advance; ahead of time,Type the reading!,Image
邂逅,"かいこう,わくらば",chance meeting,Type the reading!,Image
八つ,"やっつ,やつ",eight; eight years of age; two o'clock (old time system),Type the reading!,Image
構,"かまえ,かじ,カジ",structure; construction; appearance,Type the reading!,Image
粛々,しゅくしゅく,silent; solemn; quiet,Type the reading!,Image
倒事,さかさまごと,child dying before parents; occurrence out of sequence; wrong order,Type the reading!,Image
祖,"おや,そ",founder; inventor; ancestor,Type the reading!,Image
骸,"から,むくろ",shell; husk; hull,Type the reading!,Image
潰える,ついえる,"to collapse (of a building, dream, plan, etc.); to be destroyed; to fall through",Type the reading!,Image
燻る,"くすぶる,ふすぶる,いぶる",to be sooty; to be smoke-stained; to smoulder (e.g. a dispute),Type the reading!,Image
御用達,"ごようたし,ごようたつ,ごようだつ,ごようだち","purveyor (to the Imperial Household, etc.); company (or restaurant, place, etc.) that caters to or is popular with a specif…",Type the reading!,Image
裏筋,"うらすじ,ウラスジ",urasuji; side fork; frenulum,Type the reading!,Image
ぱっと見,ぱっとみ,(at) a glance; (judging from) appearances,Type the reading!,Image
所以,ゆえん,reason; grounds,Type the reading!,Image
轍,"わだち,てつ",rut; wheel track; furrow,Type the reading!,Image
伝播,"でんぱ,でんぱん",transmission; propagation; spread,Type the reading!,Image
彷彿,ほうふつ,(bearing a) close resemblance; vivid reminder (e.g. of the past); dim,Type the reading!,Image
皇,"すめ,すめら,すべ,すべら",divine; imperial,Type the reading!,Image
楓,"かえで,カエデ,ふう,フウ,かえるで",maple (Acer spp.); maple tree,Type the reading!,Image
真っ昼間,まっぴるま,broad daylight,Type the reading!,Image
殴打,おうだ,hit; strike; blow,Type the reading!,Image
喧噪,けんそう,tumult; great noise; clatter,Type the reading!,Image
充てる,あてる,to assign; to set aside,Type the reading!,Image
沙,"すな,いさご,しゃ,さ",sand; grit,Type the reading!,Image
答,こたえ,answer; reply; response,Type the reading!,Image
昂る,たかぶる,"to become aroused (of emotions, nerves, etc.); to become excited; to become stirred up",Type the reading!,Image
薫,"かおり,くん",aroma; fragrance; scent,Type the reading!,Image
穢す,けがす,to pollute; to contaminate; to soil,Type the reading!,Image
内々,"うちうち,ないない",private; confidential; informal,Type the reading!,Image
威,"おどし,い",leather strap binding the plates of traditional Japanese armor (armour),Type the reading!,Image
点々,"ちょぼちょぼ,チョボチョボ,てんてん",sparsely; drop-by-drop; on par with,Type the reading!,Image
初詣,はつもうで,first shrine visit of the New Year,Type the reading!,Image
あ痛っ,"あいた,アイタ,あいたっ,アイタッ",ouch; ow,Type the reading!,Image
煌々,こうこう,brilliant; bright; dazzling,Type the reading!,Image
残り香,"のこりが,のこりか",lingering scent; lingering fragrance; residual aroma,Type the reading!,Image
捗る,はかどる,to make (good) progress; to move right ahead (with the work); to advance,Type the reading!,Image
確,"たしか,かく",sure; certain; positive,Type the reading!,Image
細々,"こまごま,ほそぼそ",poor (living); barely continuing; just scraping along,Type the reading!,Image
爛々,らんらん,glaring; flaming; fiery,Type the reading!,Image
憔悴,しょうすい,haggardness; emaciation; wasting away,Type the reading!,Image
匠,"たくみ,しょう",craftsman; artisan; workman,Type the reading!,Image
捨て台詞,すてぜりふ,sharp parting remark; parting threat,Type the reading!,Image
陽炎,"かげろう,ようえん",heat haze; shimmer of hot air,Type the reading!,Image
箒,ほうき,broom,Type the reading!,Image
黒々,くろぐろ,in deep black; in jet black,Type the reading!,Image
接吻,せっぷん,kiss; kissing,Type the reading!,Image
仕る,つかまつる,to serve; to do,Type the reading!,Image
小競り合い,こぜりあい,skirmish; brush (with the enemy); minor battle,Type the reading!,Image
疲労困憊,ひろうこんぱい,total exhaustion,Type the reading!,Image
奇しくも,くしくも,strangely; oddly; miraculously,Type the reading!,Image
雄々しい,おおしい,manly; brave; heroic,Type the reading!,Image
国々,くにぐに,countries,Type the reading!,Image
憮然,ぶぜん,disappointed; dejected; disheartened,Type the reading!,Image
精々,せいぜい,at the most; at best; to the utmost,Type the reading!,Image
睫毛,まつげ,eyelashes,Type the reading!,Image
餞別,"せんべつ,うまのはなむけ",farewell gift,Type the reading!,Image
過る,よぎる,to go by; to cross; to pass by,Type the reading!,Image
此度,"このたび,こたび",this occasion; at this time; now,Type the reading!,Image
灯火,"あかり,とうか,ともしび",(a) light; lights; lamp,Type the reading!,Image
被う,おおう,to cover; to hide; to conceal,Type the reading!,Image
勘当,かんどう,disinheritance; disowning,Type the reading!,Image
散,"ばら,バラ",loose articles (not packaged with other things); bulk items; individual items,Type the reading!,Image
唆す,そそのかす,to instigate; to tempt; to entice,Type the reading!,Image
導,しるべ,guidance; guide,Type the reading!,Image
格好悪い,"かっこわるい,かっこうわるい",unattractive; ugly; unstylish,Type the reading!,Image
憑依,ひょうい,"possession (by a spirit, demon, etc.); dependence (on)",Type the reading!,Image
下卑る,げびる,to become vulgar; to coarsen,Type the reading!,Image
疫病神,"やくびょうがみ,えきびょうがみ",god of pestilence; god who spreads infectious diseases; jinx,Type the reading!,Image
共々,ともども,together; in company,Type the reading!,Image
屠る,"ほふる,はふる,ほぶる",to slaughter; to massacre; to butcher,Type the reading!,Image
万々歳,ばんばんざい,matter for great congratulation,Type the reading!,Image
慟哭,どうこく,wailing; lamentation,Type the reading!,Image
紅蓮,ぐれん,bright red; crimson lotus flower,Type the reading!,Image
頑,かたくな,obstinate; stubborn; mulish,Type the reading!,Image
研鑽,けんさん,diligent study; devoting oneself to one's studies,Type the reading!,Image
流暢,りゅうちょう,fluent (in a language); flowing,Type the reading!,Image
寝心地,ねごこち,"comfort when sleeping; feel (of a bed, futon, etc.)",Type the reading!,Image
栄,"ロン,えい,はやし",winning by picking up a discarded tile,Type the reading!,Image
省みる,かえりみる,"to reflect on (oneself, past conduct, etc.); to contemplate; to examine",Type the reading!,Image
物々しい,ものものしい,strict (e.g. security); heavy (e.g. guard); showy,Type the reading!,Image
香港,"ホンコン,ホングコング",Hong Kong,Type the reading!,Image
言質,"げんち,げんしつ,げんしち",commitment; pledge; promise,Type the reading!,Image
耳朶,"みみたぶ,じだ",earlobe,Type the reading!,Image
温い,"ぬるい,ぬくい",lukewarm; tepid; lenient,Type the reading!,Image
豊,ゆたか,abundant; plentiful; rich,Type the reading!,Image
齢,"よわい,れい",(one's) age,Type the reading!,Image
静謐,せいひつ,peace (esp. of the world); peace and calm; tranquility,Type the reading!,Image
慮る,"おもんばかる,おもんぱかる",to consider carefully; to deliberate thoroughly; to think over,Type the reading!,Image
憎き,にっくき,accursed; damned; blasted,Type the reading!,Image
大っきい,おっきい,big; large; great,Type the reading!,Image
儂,"わし,ワシ",I; me,Type the reading!,Image
手練れ,てだれ,mastery; skillfulness; dexterity,Type the reading!,Image
悼む,いたむ,to grieve over; to mourn; to lament,Type the reading!,Image
全っ然,"ぜんぜん,ぜんっぜん",(not) at all; (not) in the slightest; wholly,Type the reading!,Image
黙,しじま,silence; stillness; quietness,Type the reading!,Image
改竄,かいざん,alteration; falsification; faking,Type the reading!,Image
窘める,たしなめる,to chide; to rebuke; to reprove,Type the reading!,Image
々,"のま,ノマ",kanji repetition mark,Type the reading!,Image
云う,"いう,ゆう",to say; to utter; to declare,Type the reading!,Image
吹,ふっ,indicates that the action is done forcefully,Type the reading!,Image
悪巧み,わるだくみ,wiles; sinister design; trick,Type the reading!,Image
八百屋,やおや,greengrocer; fruit and vegetable shop; jack of all trades,Type the reading!,Image
挿絵,さしえ,"illustration (in a book, newspaper, etc.); picture",Type the reading!,Image
青々,あおあお,vividly green; lush green; fresh and green,Type the reading!,Image
品々,しなじな,various articles; various items; various kinds,Type the reading!,Image
何卒,"なにとぞ,なにそつ",please; kindly; I beg of you,Type the reading!,Image
強面,"こわもて,こわおもて,コワモテ,コワオモテ",fierce look; frightening look; tough look,Type the reading!,Image
烙印,らくいん,brand; mark,Type the reading!,Image
鷹揚,"おうよう,おおよう,ようよう",large-hearted; generous; liberal,Type the reading!,Image
昔々,"むかしむかし,むかーしむかし,むかーしむかーし",long ago; once upon a time,Type the reading!,Image
謀反,"むほん,むへん,ぼうへん",rebellion; revolt; insurrection,Type the reading!,Image
他愛ない,"たわいない,たあいない",silly; foolish; absurd,Type the reading!,Image
家々,いえいえ,each house; every house; many houses,Type the reading!,Image
一昨年,"おととし,いっさくねん",year before last,Type the reading!,Image
蜃気楼,しんきろう,mirage,Type the reading!,Image
並々ならぬ,なみなみならぬ,extraordinary; uncommon,Type the reading!,Image
方がよい,ほうがよい,had better ...; had better not ...,Type the reading!,Image
庵,"いおり,あん,いお",hermitage; retreat,Type the reading!,Image
創,"きず,キズ",wound; injury; cut,Type the reading!,Image
刻々,"ギザギザ,ぎざぎざ,こっこく,こくこく",moment by moment; hour by hour,Type the reading!,Image
済,"ずみ,すみ",arranged; taken care of; settled,Type the reading!,Image
往々にして,おうおうにして,sometimes; occasionally; now and then,Type the reading!,Image
何々,なになに,what; so-and-so; such and such,Type the reading!,Image
下々,"しもじも,したじた",the lower classes; the common people,Type the reading!,Image
乾,"ほし,けん,いぬい",drying; dried,Type the reading!,Image
罵詈雑言,ばりぞうごん,all manner of (verbal) abuse; all kinds of names; abusive language,Type the reading!,Image
少い,すくない,few; little; small (amount),Type the reading!,Image
元カレ,もとカレ,former boyfriend; ex-boyfriend,Type the reading!,Image
萎む,しぼむ,"to wither (of flowers, dreams, etc.); to wilt; to droop",Type the reading!,Image
化物,"ばけもの,ばけもん,バケモノ",goblin; apparition; monster,Type the reading!,Image
諍い,いさかい,quarrel; dispute; argument,Type the reading!,Image
蹲る,"うずくまる,つくばる",to crouch; to squat; to cower,Type the reading!,Image
８つ,"やっつ,やつ",eight; eight years of age; two o'clock (old time system),Type the reading!,Image
陽射し,ひざし,sunlight; rays of the Sun,Type the reading!,Image
口下手,くちべた,inarticulate; clumsy with words; poor at speaking,Type the reading!,Image
諫める,いさめる,to remonstrate; to admonish (someone) for; to advise (someone) not to,Type the reading!,Image
睾丸,こうがん,testicle; testicles; testes,Type the reading!,Image
刺々しい,"とげとげしい,トゲトゲしい","sharp (words); harsh (manner, tone, etc.); hostile (mood, attitude, etc.)",Type the reading!,Image
順風満帆,"じゅんぷうまんぱん,じゅんぷうまんぽ",smooth sailing,Type the reading!,Image
極寒,"ごっかん,ごくかん",extreme cold; intense cold; coldest season,Type the reading!,Image
怖じ気,おじけ,fear; dread; fright,Type the reading!,Image
貶す,けなす,to speak ill of; to disparage,Type the reading!,Image
斥候,せっこう,scout; patrol; spy,Type the reading!,Image
瘴気,しょうき,"miasma (""bad air"" formerly believed to cause disease)",Type the reading!,Image
小豆,"あずき,しょうず,アズキ",adzuki bean (Vigna angularis),Type the reading!,Image
絵描,えかき,painter; artist; drawing pictures,Type the reading!,Image
切磋琢磨,せっさたくま,diligent application (to work or study); cultivating one's character by studying hard; mutual encouragement (to improve),Type the reading!,Image
効,"こう,かい",result (that makes an act worthwhile); worth (in doing something); value,Type the reading!,Image
一二,"じゅうに,いちに",twelve; 12; queen,Type the reading!,Image
嵌る,"はまる,ハマる",to fit; to get into; to go into,Type the reading!,Image
毒々しい,どくどくしい,poisonous; venomous; poisonous-looking,Type the reading!,Image
道程,"みちのり,どうてい",distance; journey; itinerary,Type the reading!,Image
臣,"おみ,しん,やつこ,やつこらま","Omi (hereditary title; orig. one of the two highest such titles, later demoted…",Type the reading!,Image
憎々しい,にくにくしい,hateful; detestable; loathsome,Type the reading!,Image
蟲,むし,insect; bug; cricket,Type the reading!,Image
鯛,"タイ,たい",sea bream (esp. Pagrus major); porgy,Type the reading!,Image
録る,とる,to record (audio or video); to film; to shoot,Type the reading!,Image
蔦,"つた,ツタ","ivy (esp. Boston ivy, Parthenocissus tricuspidata)",Type the reading!,Image
喜劇,きげき,comedy,Type the reading!,Image
戯れ言,"ざれごと,たわむれごと,ざれこと",joke; jest; gag,Type the reading!,Image
練習試合,れんしゅうじあい,practice game; practice match,Type the reading!,Image
生易しい,なまやさしい,simple; easy,Type the reading!,Image
十八番,"おはこ,じゅうはちばん",one's favourite party trick (favorite); one's specialty; one's forte,Type the reading!,Image
疑り深い,うたぐりぶかい,doubting; distrustful; incredulous,Type the reading!,Image
消耗品,しょうもうひん,consumable goods,Type the reading!,Image
如何に,いかに,how; in what way; how (much),Type the reading!,Image
敏腕,びんわん,ability; capability; competence,Type the reading!,Image
生き甲斐,いきがい,reason for living; something one lives for; purpose in life,Type the reading!,Image
拭い去る,ぬぐいさる,to rub out; to clean off; to clear away,Type the reading!,Image
眼福,がんぷく,a sight for sore eyes; seeing something beautiful or precious,Type the reading!,Image
喫煙,きつえん,smoking (tobacco),Type the reading!,Image
悦楽,えつらく,joy; pleasure; delight,Type the reading!,Image
谷底,"たにぞこ,たにそこ",valley floor; bottom of a gorge; bottom of a ravine,Type the reading!,Image
思いを馳せる,おもいをはせる,to think about; to send one's heart out to; to give more than a passing thought to,Type the reading!,Image
育ち盛り,そだちざかり,growth period (in children),Type the reading!,Image
宜しい,よろしい,good; OK; all right,Type the reading!,Image
恋敵,こいがたき,one's rival in love,Type the reading!,Image
なにか用,なにかよう,what do you want?; can I help you?,Type the reading!,Image
畑仕事,"はたしごと,はたけしごと",working in the fields; working on a farm,Type the reading!,Image
大晦日,おおみそか,New Year's Eve,Type the reading!,Image
扇動,せんどう,incitement; sedition; agitation,Type the reading!,Image
訪問者,ほうもんしゃ,visitor,Type the reading!,Image
梁,"やな,はり,りょう,うつばり,うちばり",beam; joist,Type the reading!,Image
苔,"こけ,コケ","moss; short plants resembling moss (incl. other bryophytes, lichens, very small sperm…",Type the reading!,Image
憐れ,"あわれ,あはれ",pity; sorrow; grief,Type the reading!,Image
術中,じゅっちゅう,trick; trap; stratagem,Type the reading!,Image
親代わり,おやがわり,(one acting as a) foster parent,Type the reading!,Image
日暮れ,ひぐれ,twilight; sunset; dusk,Type the reading!,Image
小汚い,こぎたない,somehow dirty; slightly dirty; dingy,Type the reading!,Image
膳,ぜん,small dining table (usu. for a single person); serving tray (with legs); meal,Type the reading!,Image
堤防,ていぼう,bank; weir; embankment,Type the reading!,Image
憐憫,れんびん,pity; compassion; mercy,Type the reading!,Image
郵便局,ゆうびんきょく,post office,Type the reading!,Image
衰え,おとろえ,weakening; emaciation; decline,Type the reading!,Image
嗚呼,"ああ,あー,あぁ,アー,アア,アァ",ah!; oh!; alas!,Type the reading!,Image
紙片,しへん,"piece (scrap, bit, strip) of paper",Type the reading!,Image
殺傷,さっしょう,killing and wounding; bloodshed,Type the reading!,Image
郷愁,きょうしゅう,nostalgia; homesickness,Type the reading!,Image
総理大臣,そうりだいじん,prime minister (as the head of a cabinet government); premier,Type the reading!,Image
節目,ふしめ,"knot (in a tree, etc.)",Type the reading!,Image
粘り,ねばり,stickiness; viscosity; tenacity,Type the reading!,Image
沸き起こる,わきおこる,to well up; to burst; to arise,Type the reading!,Image
その旨,そのむね,(words to) that effect,Type the reading!,Image
土煙,つちけむり,cloud of dust,Type the reading!,Image
銅像,どうぞう,bronze statue,Type the reading!,Image
花粉,かふん,pollen,Type the reading!,Image
一縷の望み,いちるののぞみ,sliver of hope; gleam of hope; ray of hope,Type the reading!,Image
生け贄,いけにえ,(living) sacrifice; victim; scapegoat,Type the reading!,Image
鬱蒼,うっそう,thick; dense; luxuriant,Type the reading!,Image
洞穴,"ほらあな,どうけつ",cave; cavern; den,Type the reading!,Image
十本,"じっぽん,じゅっぽん",ten (long cylindrical things),Type the reading!,Image
鬱,うつ,depression; low spirits; luxuriant (of vegetation),Type the reading!,Image
充填,じゅうてん,filling (up); replenishing; filling in (a tooth),Type the reading!,Image
昏睡状態,こんすいじょうたい,comatose state,Type the reading!,Image
齟齬,そご,inconsistency; discord; conflict,Type the reading!,Image
如何,"どう,いかん,いかが",how; in what way; how about,Type the reading!,Image
拳を握る,こぶしをにぎる,to make a fist; to clench one's fist,Type the reading!,Image
偉人,いじん,great person; eminent figure,Type the reading!,Image
仲違い,なかたがい,falling out (with); quarrel; discord,Type the reading!,Image
一太刀,ひとたち,stroke of sword,Type the reading!,Image
手狭,てぜま,narrow; small; cramped,Type the reading!,Image
鬱屈,うっくつ,gloomy,Type the reading!,Image
越,えつ,Vietnam,Type the reading!,Image
婚,"くながい,こん",sexual intercourse,Type the reading!,Image
革靴,かわぐつ,leather shoes; leather boots,Type the reading!,Image
安堵感,あんどかん,sense of relief; feeling of relief,Type the reading!,Image
閃き,ひらめき,flair; flash; insight,Type the reading!,Image
者共,ものども,you; people,Type the reading!,Image
削減,さくげん,cut; reduction; curtailment,Type the reading!,Image
修める,おさめる,to study; to complete (a course); to cultivate,Type the reading!,Image
夕暮れ時,ゆうぐれどき,time around sunset; early evening,Type the reading!,Image
噛る,かじる,to gnaw; to nibble; to bite,Type the reading!,Image
栄華,えいが,prosperity; glory; splendour,Type the reading!,Image
滅する,めっする,to be destroyed; to perish; to go out (e.g. fire),Type the reading!,Image
所轄,しょかつ,jurisdiction,Type the reading!,Image
水鉄砲,みずでっぽう,water pistol; squirt gun; water gun,Type the reading!,Image
焚きつける,たきつける,to light (a fire); to kindle; to incite,Type the reading!,Image
割り箸,わりばし,dispensable chopsticks; throwaway chopsticks,Type the reading!,Image
首相,しゅしょう,"prime minister; chancellor (Germany, Austria, etc.); premier",Type the reading!,Image
杏,"あんず,アンズ",apricot (Prunus armeniaca),Type the reading!,Image
ご愁傷さま,ごしゅうしょうさま,my condolences,Type the reading!,Image
節々,ふしぶし,joints; points (of a speech),Type the reading!,Image
踏破,とうは,travelling (a long and difficult journey) on foot; walking (all the way) across; travelling through,Type the reading!,Image
湿布,しっぷ,(wet) compress; poultice; fomentation,Type the reading!,Image
台湾,たいわん,Taiwan,Type the reading!,Image
紗,しゃ,(silk) gauze,Type the reading!,Image
座り心地,すわりごこち,level of comfort (of objects you sit on),Type the reading!,Image
見初める,みそめる,to fall in love at first sight; to see for the first time; to meet for the first time,Type the reading!,Image
芳醇,ほうじゅん,"mellow (flavor or fragrance, esp. alcohol); rich; full-bodied",Type the reading!,Image
天涯孤独,てんがいこどく,a person without a single relative,Type the reading!,Image
側頭部,そくとうぶ,temporal region; regio temporalis (capitis),Type the reading!,Image
猫背,ねこぜ,bent back; hunchback; stoop,Type the reading!,Image
浅瀬,あさせ,shoal; shallows; sand bar,Type the reading!,Image
念の為,ねんのため,just to make sure; just to be sure; for confirmation,Type the reading!,Image
上辺,"うわべ,じょうへん",exterior; surface; outside,Type the reading!,Image
島国,"しまぐに,とうごく",island country,Type the reading!,Image
所帯,しょたい,household; home; family,Type the reading!,Image
挨拶代わり,あいさつがわり,substitute for a proper greeting (e.g. gift),Type the reading!,Image
爬虫類,はちゅうるい,reptiles,Type the reading!,Image
お門違い,おかどちがい,barking up the wrong tree; calling at the wrong house,Type the reading!,Image
垢,"あか,く,アカ",dirt; filth; grime,Type the reading!,Image
津,つ,Tsu (city in Mie); harbour; harbor,Type the reading!,Image
怠け者,なまけもの,lazy person; lazy fellow; slothful person,Type the reading!,Image
大皿,おおざら,large plate; platter,Type the reading!,Image
靴底,くつぞこ,sole (of a shoe); sole (fish),Type the reading!,Image
毒牙,どくが,poison fang; sinister ways; crooked means,Type the reading!,Image
松明,"たいまつ,しょうめい","torch (made of pine, bamboo, reed, etc.); flambeau; torchlight",Type the reading!,Image
硝子,"ガラス,しょうし",glass; pane,Type the reading!,Image
出来栄え,できばえ,result; effect; performance,Type the reading!,Image
整理整頓,せいりせいとん,keeping things tidy and in order,Type the reading!,Image
藪,"やぶ,ヤブ",thicket; bush; grove,Type the reading!,Image
袂,たもと,sleeve (esp. of a kimono); pocket of sleeve; vicinity (esp. of a bridge),Type the reading!,Image
卓球,たっきゅう,table tennis; ping-pong,Type the reading!,Image
霜,しも,frost; white hair; grey hair,Type the reading!,Image
気疲れ,きづかれ,mental fatigue; worry; boredom,Type the reading!,Image
耐久力,たいきゅうりょく,durability; persistence; stamina,Type the reading!,Image
赤裸々,せきらら,naked; nude; unvarnished (e.g. truth),Type the reading!,Image
仏壇,ぶつだん,Buddhist (household) altar,Type the reading!,Image
批評,ひひょう,criticism; critique; review,Type the reading!,Image
懐疑的,かいぎてき,skeptical; sceptical; incredulous,Type the reading!,Image
悪鬼,あっき,evil spirit; demon; devil,Type the reading!,Image
居住まい,いずまい,(one's) seating posture; way one sits,Type the reading!,Image
下衆,げす,vulgar person; low-life; sleazebag,Type the reading!,Image
披露宴,ひろうえん,reception (e.g. wedding); banquet; celebration,Type the reading!,Image
見劣り,みおとり,unfavourable comparison; unfavorable comparison,Type the reading!,Image
早よ,はよ,early; quickly; soon,Type the reading!,Image
