Question,Answers,Comment,Instructions,Render as
深い,ふかい,deep; profound; dense,Type the reading!,Image
全て,すべて,everything; all; the whole,Type the reading!,Image
楽,"らく,がく",comfort; ease; relief,Type the reading!,Image
理解,りかい,understanding; comprehension; appreciation,Type the reading!,Image
狙う,ねらう,"to aim at (with a weapon, etc.); to be after (something or someone); to have an eye on",Type the reading!,Image
血,ち,blood; ancestry; lineage,Type the reading!,Image
当たり前,"あたりまえ,あたりめー,あたりめえ,あったりめー",natural; reasonable; obvious,Type the reading!,Image
勉強,べんきょう,study; diligence; working hard,Type the reading!,Image
二人,"ふたり,ににん",two persons; two people; pair,Type the reading!,Image
大人,"おとな,たいじん,だいにん,うし,おおびと",adult; grown-up,Type the reading!,Image
歳,"さい,とし,とせ",... years old; age (of) ...,Type the reading!,Image
珍しい,めずらしい,rare; uncommon; unusual,Type the reading!,Image
借りる,かりる,to borrow; to rent; to hire,Type the reading!,Image
海,"うみ,み,わた,わだ",sea; ocean; waters,Type the reading!,Image
周り,まわり,circumference; girth; surroundings,Type the reading!,Image
一つ,ひとつ,one; for one thing; only,Type the reading!,Image
件,"くだん,けん,くだり",matter; affair; case,Type the reading!,Image
危険,きけん,danger; peril; hazard,Type the reading!,Image
服,"ふく,ぶく",clothes (esp. Western clothes); clothing; dress,Type the reading!,Image
売る,うる,"to sell; to betray; to sell out (one's friend, country, etc.)",Type the reading!,Image
写真,しゃしん,photograph; photo; picture,Type the reading!,Image
追う,おう,to chase; to run after; to pursue,Type the reading!,Image
迷惑,めいわく,trouble; bother; annoyance,Type the reading!,Image
後ろ,うしろ,back; behind; rear,Type the reading!,Image
先輩,せんぱい,senior (at work or school); superior; elder,Type the reading!,Image
久しぶり,ひさしぶり,a long time (since the last time); first in a long time; it's been a long time,Type the reading!,Image
興味,きょうみ,interest (in something); curiosity (about something); zest (for),Type the reading!,Image
消す,けす,to erase; to rub out; to rub off,Type the reading!,Image
失敗,しっぱい,failure; mistake; blunder,Type the reading!,Image
空,"から,カラ,そら,うろ,うつお,うつほ,うつせ,くう",sky; the air; the heavens,Type the reading!,Image
目的,もくてき,purpose; goal; aim,Type the reading!,Image
二,"に,ふた,ふ,ふう,アル,アール,アー,リャン",two; 2,Type the reading!,Image
迎える,むかえる,to go out to meet; to receive; to welcome,Type the reading!,Image
行う,おこなう,to perform; to do; to conduct oneself,Type the reading!,Image
良い,"よい,えい",good; excellent; fine,Type the reading!,Image
一応,いちおう,more or less; though not quite satisfactorily; after a fashion,Type the reading!,Image
時代,じだい,period; epoch; era,Type the reading!,Image
調子,ちょうし,tune; tone; key,Type the reading!,Image
奪う,うばう,to take (by force); to take away; to snatch,Type the reading!,Image
余計,よけい,extra; more; too much,Type the reading!,Image
勝手,かって,one's own convenience; one's way; selfishness,Type the reading!,Image
暮らす,くらす,"to live (on, by, etc.); to lead a life; to get along",Type the reading!,Image
戦う,たたかう,to make war (on); to wage war (against); to go to war (with),Type the reading!,Image
増える,ふえる,to increase; to multiply,Type the reading!,Image
慣れる,なれる,to get used to; to grow accustomed to; to become familiar with,Type the reading!,Image
逆,"ぎゃく,さか","reverse; opposite; converse (of a hypothesis, etc.)",Type the reading!,Image
首,"くび,クビ,しるし,しゅ,つかさ,おびと,おうと,このかみ,かしら,こうべ",neck; head,Type the reading!,Image
結婚,けっこん,marriage,Type the reading!,Image
疲れる,つかれる,to get tired; to tire; to get fatigued,Type the reading!,Image
想像,そうぞう,imagination; supposition; guess,Type the reading!,Image
花,はな,flower; blossom; bloom,Type the reading!,Image
打つ,"うつ,ぶつ",to hit; to strike; to knock,Type the reading!,Image
我々,われわれ,we,Type the reading!,Image
隣,となり,next (to); adjoining; adjacent,Type the reading!,Image
役,"えき,えだち,やく",role; assignment; responsibility,Type the reading!,Image
救う,すくう,to rescue (someone); to save; to help (out of a difficulty),Type the reading!,Image
形,"かたち,かた,がた,なり,けい",form; shape; figure,Type the reading!,Image
不安,ふあん,anxiety; uneasiness; worry,Type the reading!,Image
瞬間,しゅんかん,moment; instant; second,Type the reading!,Image
奥,おく,"inner part; interior; back (of a drawer, one's throat, etc.)",Type the reading!,Image
日本,"にほん,にっぽん",Japan,Type the reading!,Image
離す,はなす,to separate; to part; to divide,Type the reading!,Image
触る,さわる,to touch; to feel; to handle,Type the reading!,Image
飛ぶ,とぶ,to fly; to soar; to jump,Type the reading!,Image
腹,はら,abdomen; belly; stomach,Type the reading!,Image
行動,こうどう,action; conduct; behaviour,Type the reading!,Image
我慢,"がまん,ガマン",endurance; patience; perseverance,Type the reading!,Image
代わり,"かわり,がわり",substitute; replacement; substituting,Type the reading!,Image
運ぶ,はこぶ,to carry; to transport; to move,Type the reading!,Image
父,"ちち,ちゃん,てて,かぞ,かそ,しし,あて",father,Type the reading!,Image
色,"いろ,しょく,しき",colour; color; hue,Type the reading!,Image
未来,みらい,(distant) future; future existence; world beyond the grave,Type the reading!,Image
断る,ことわる,to refuse; to reject; to dismiss,Type the reading!,Image
集める,あつめる,to collect; to assemble; to gather,Type the reading!,Image
皆,"みな,みんな",everyone; everybody; all,Type the reading!,Image
風,"ふり,フリ,かぜ,ふう",wind; breeze; draught,Type the reading!,Image
事,"こと,じ,ごと",thing; matter; incident,Type the reading!,Image
責任,せきにん,duty; responsibility (incl. supervision of staff); liability,Type the reading!,Image
紹介,しょうかい,introduction; presentation; referral,Type the reading!,Image
予定,よてい,plans; arrangement; schedule,Type the reading!,Image
国,くに,country; state; region,Type the reading!,Image
街,"がい,まち",downtown; main street,Type the reading!,Image
小さな,ちいさな,small; little; tiny,Type the reading!,Image
得る,"うる,える",to be able to ...; can ...; to get,Type the reading!,Image
協力,きょうりょく,cooperation; collaboration; help,Type the reading!,Image
光,ひかり,light; illumination; ray,Type the reading!,Image
面倒,めんどう,trouble; bother; difficulty,Type the reading!,Image
報告,ほうこく,report; information,Type the reading!,Image
弱い,よわい,weak; frail; delicate,Type the reading!,Image
事件,じけん,event; affair; incident,Type the reading!,Image
詳しい,くわしい,detailed; full; minute,Type the reading!,Image
耳,みみ,"ear; hearing; ear (for music, etc.)",Type the reading!,Image
重い,おもい,heavy; weighty; heavy (feeling),Type the reading!,Image
通る,とおる,to go by; to go past; to go along,Type the reading!,Image
意識,いしき,consciousness; becoming aware (of); awareness,Type the reading!,Image
失礼します,しつれいします,excuse me; pardon me; I beg your pardon,Type the reading!,Image
記憶,きおく,memory; recollection; remembrance,Type the reading!,Image
抜ける,ぬける,to come out; to fall out; to be omitted,Type the reading!,Image
熱い,"あつい,あっつい","hot (to the touch); passionate (feelings, etc.); ardent",Type the reading!,Image
お互い,おたがい,each other; one another,Type the reading!,Image
誘う,"さそう,いざなう","to induce (tears, laughter, sleepiness, etc.); to arouse (e.g. sympathy); to provoke",Type the reading!,Image
倒れる,たおれる,"to fall (over, down); to collapse; to take a fall",Type the reading!,Image
抜く,ぬく,to pull out; to draw out; to extract,Type the reading!,Image
静か,しずか,quiet; silent; slow,Type the reading!,Image
以前,いぜん,before; prior to; ago,Type the reading!,Image
一生,いっしょう,whole life; a lifetime; all through life,Type the reading!,Image
軽い,"かるい,かろい","light (i.e. not heavy); feeling light (i.e. offering little resistance, moving easily); light (i.e. of foot)",Type the reading!,Image
息,"いき,むすこ,ムスコ,そく",breath; breathing; concord,Type the reading!,Image
遅れる,おくれる,to be late; to be delayed; to fall behind schedule,Type the reading!,Image
立派,りっぱ,splendid; fine; handsome,Type the reading!,Image
愛,"あい,まな",love; affection; care,Type the reading!,Image
払う,はらう,"to pay (e.g. money, bill); to brush off; to wipe away",Type the reading!,Image
必死,ひっし,frantic; frenetic; desperate,Type the reading!,Image
決して,"けっして,けして",(not) ever; (not) by any means; (not) in the least,Type the reading!,Image
笑顔,えがお,smiling face; smile,Type the reading!,Image
遠い,とおい,far; distant; far away,Type the reading!,Image
今夜,こんや,this evening; tonight,Type the reading!,Image
母,"はは,はわ,かか,おも,いろは,あも",mother,Type the reading!,Image
内,"うち,ない",within ...; inside ...,Type the reading!,Image
円,"えん,まる,マル",yen (Japanese monetary unit); circle,Type the reading!,Image
直接,ちょくせつ,direct; immediate; personal,Type the reading!,Image
触れる,ふれる,to touch; to feel; to touch (with),Type the reading!,Image
押す,おす,to push; to thrust; to shove,Type the reading!,Image
三,"さん,み,サン",three; 3,Type the reading!,Image
点,"ちょぼ,チョボ,てん",dot; spot; point,Type the reading!,Image
利用,りよう,use; utilization; utilisation,Type the reading!,Image
所で,ところで,by the way; incidentally; well,Type the reading!,Image
現実,げんじつ,reality; actuality; hard fact,Type the reading!,Image
流す,ながす,to drain; to pour; to run,Type the reading!,Image
裏,"うち,うら,り",inside; within; while (e.g. one is young),Type the reading!,Image
平気,へいき,cool; calm; composed,Type the reading!,Image
少ない,すくない,few; little; small (amount),Type the reading!,Image
空気,くうき,air; atmosphere; mood,Type the reading!,Image
寂しい,"さびしい,さみしい",lonely; lonesome; solitary,Type the reading!,Image
過去,かこ,the past; bygone days; one's past (that one would prefer remained secret),Type the reading!,Image
暇,"ひま,ヒマ,いとま",spare time; free time; leisure,Type the reading!,Image
秘密,ひみつ,secret; secrecy; confidentiality,Type the reading!,Image
返事,へんじ,reply; answer; response,Type the reading!,Image
食事,しょくじ,"meal (e.g. lunch, dinner); diet",Type the reading!,Image
程度,ていど,degree; amount; grade,Type the reading!,Image
料理,りょうり,cooking; cookery; cuisine,Type the reading!,Image
一瞬,いっしゅん,instant; moment; for an instant,Type the reading!,Image
二度,"ふたたび,にど",two times; twice; two degrees,Type the reading!,Image
彼ら,"かれら,あれら",they; them,Type the reading!,Image
正しい,ただしい,right; correct; proper,Type the reading!,Image
頼る,たよる,to rely on; to depend on; to count on,Type the reading!,Image
事情,じじょう,circumstances; conditions; situation,Type the reading!,Image
反応,"はんのう,はんおう",reaction; response; physical reaction (to a stimulus),Type the reading!,Image
冷たい,"つめたい,つべたい",cold (to the touch); chilly; icy,Type the reading!,Image
厳しい,"きびしい,いかめしい",severe; strict; rigid,Type the reading!,Image
１つ,ひとつ,one; for one thing; only,Type the reading!,Image
似合う,にあう,to suit; to match; to become,Type the reading!,Image
迷う,まよう,to lose one's way; to get lost; to go astray,Type the reading!,Image
答え,"こたえ,いらえ",answer; reply; response,Type the reading!,Image
納得,なっとく,consent; agreement; acceptance,Type the reading!,Image
山,"やま,ヤマ,さん,ざん,むれ",mountain; hill; mine,Type the reading!,Image
通す,とおす,to stick through; to force through; to spread throughout,Type the reading!,Image
車,"くるま,クルマ,しゃ",car; automobile; vehicle,Type the reading!,Image
流れる,ながれる,"to stream; to flow (liquid, time, etc.); to run (ink)",Type the reading!,Image
外す,はずす,to remove; to take off; to detach,Type the reading!,Image
苦しい,くるしい,painful; difficult; tough,Type the reading!,Image
格好,"かっこう,かっこ,カッコ",shape; form; figure,Type the reading!,Image
側,"そば,がわ,かわ,かたわら,そく","side (of something, or taking someone's side); part; (watch) case",Type the reading!,Image
月,"つき,げつ",Moon; month; moonlight,Type the reading!,Image
質問,しつもん,question; inquiry; enquiry,Type the reading!,Image
自身,じしん,(one's) self; oneself; yourself,Type the reading!,Image
望む,のぞむ,to desire; to want; to wish for,Type the reading!,Image
美しい,うつくしい,beautiful; pretty; lovely,Type the reading!,Image
成功,せいこう,success; achievement; succeeding (in life),Type the reading!,Image
度,"たび,たんび,ど,ド,どう","time (three times, each time, etc.); times",Type the reading!,Image
素直,すなお,obedient; meek; docile,Type the reading!,Image
他人,"たにん,ひと,あだびと",unrelated person (i.e. not related by blood); outsider; stranger,Type the reading!,Image
描く,"えがく,かく",to depict; to describe,Type the reading!,Image
勝負,しょうぶ,victory or defeat; match; contest,Type the reading!,Image
進める,すすめる,"to advance; to move forward; to put (a clock, watch) forward",Type the reading!,Image
３人,"さんにん,みたり",three people,Type the reading!,Image
客,"きゃく,かく,まろうど,まろうと,まれびと,マレビト",guest; visitor; customer,Type the reading!,Image
味,"あじ,み",flavor; flavour; taste,Type the reading!,Image
申す,もうす,to say; to be called; to do,Type the reading!,Image
原因,"げんいん,げいいん",cause; origin; source,Type the reading!,Image
火,"ひ,か",fire; flame; blaze,Type the reading!,Image
目指す,めざす,"to aim at (for, to do, to become); to try for; to have an eye on",Type the reading!,Image
背中,せなか,back (of the body),Type the reading!,Image
証拠,しょうこ,evidence; proof,Type the reading!,Image
傷,"きず,キズ",wound; injury; cut,Type the reading!,Image
希望,きぼう,hope; wish; aspiration,Type the reading!,Image
後悔,こうかい,regret; repentance; remorse,Type the reading!,Image
隠れる,かくれる,to hide; to conceal oneself; to take cover,Type the reading!,Image
席,"せき,むしろ,ムシロ","seat; location (of a gathering, etc.); place",Type the reading!,Image
下がる,さがる,to come down; to go down; to fall,Type the reading!,Image
捜す,さがす,to search for; to look for; to hunt for,Type the reading!,Image
無駄,"むだ,ムダ",futility; waste; uselessness,Type the reading!,Image
実際,じっさい,reality; actuality; truth,Type the reading!,Image
母親,ははおや,mother,Type the reading!,Image
悲しい,かなしい,sad; miserable; unhappy,Type the reading!,Image
苦手,にがて,poor (at); weak (in); not very good (at),Type the reading!,Image
妹,"いもうと,いも",younger sister,Type the reading!,Image
撮る,とる,to take (a photograph),Type the reading!,Image
経験,けいけん,experience,Type the reading!,Image
指,"ゆび,および,おゆび,さし,サシ",finger; toe; digit,Type the reading!,Image
頑張って,がんばって,do your best; go for it; hang in there,Type the reading!,Image
妙,みょう,strange; weird; odd,Type the reading!,Image
張る,"はる,ばる",to become one tile away from completion,Type the reading!,Image
余裕,よゆう,surplus; margin; leeway,Type the reading!,Image
襲う,おそう,to attack; to assail; to make an assault,Type the reading!,Image
回す,まわす,to turn; to rotate; to spin,Type the reading!,Image
耐える,たえる,to bear; to stand; to endure,Type the reading!,Image
偶然,ぐうぜん,coincidence; chance; accident,Type the reading!,Image
減る,へる,to decrease (in size or number); to diminish; to abate,Type the reading!,Image
他に,ほかに,else; in addition; besides,Type the reading!,Image
連中,"れんちゅう,れんじゅう,れんぢゅう",company; lot; people,Type the reading!,Image
茶,ちゃ,tea; tea plant (Camellia sinensis); tea preparation,Type the reading!,Image
判断,はんだん,judgment; judgement; decision,Type the reading!,Image
出来る,できる,to be able to do; to be possible; to be permitted (to do),Type the reading!,Image
緊張,きんちょう,tension; strain; nervousness,Type the reading!,Image
超,"ちょう,チョー",super-; ultra-; hyper-,Type the reading!,Image
同時に,どうじに,at the same time; at once; simultaneously,Type the reading!,Image
現在,げんざい,the present; present time; now,Type the reading!,Image
付ける,つける,to attach; to join; to connect,Type the reading!,Image
父親,"ちちおや,てておや",father,Type the reading!,Image
雨,あめ,rain; rainy day; rainy weather,Type the reading!,Image
壁,"かべ,へき",wall; partition; barrier,Type the reading!,Image
半分,"はんぶん,はんぷん",half,Type the reading!,Image
お世話,おせわ,help; aid; assistance,Type the reading!,Image
病院,びょういん,hospital; clinic; doctor's office,Type the reading!,Image
繰り返す,くりかえす,to repeat; to do over again,Type the reading!,Image
涙,"なみだ,なみた,なだ,なんだ",tear; tears; lachrymal secretion,Type the reading!,Image
暗い,くらい,dark; gloomy; murky,Type the reading!,Image
息子,"むすこ,ムスコ",son; penis,Type the reading!,Image
全く,まったく,really; truly; entirely,Type the reading!,Image
恋,こい,(romantic) love,Type the reading!,Image
赤い,あかい,red; crimson; scarlet,Type the reading!,Image
髪,"かみ,はつ",hair (on the head),Type the reading!,Image
抱く,"いだく,だく,うだく",to hold in one's arms (e.g. a baby); to embrace; to hug,Type the reading!,Image
壊す,こわす,to break; to destroy; to demolish,Type the reading!,Image
苦労,くろう,trouble; hardship; difficulty,Type the reading!,Image
本日,ほんじつ,today; this day,Type the reading!,Image
立場,"たちば,たてば",position; situation; viewpoint,Type the reading!,Image
伝わる,つたわる,"to spread (of a rumour, news, etc.); to travel; to circulate",Type the reading!,Image
神,"かみ,しん,じん,み,かむ,かん",god; deity; divinity,Type the reading!,Image
降りる,おりる,to descend (e.g. a mountain); to go down; to come down,Type the reading!,Image
勘違い,かんちがい,misunderstanding; mistaken idea; wrong guess,Type the reading!,Image
感情,かんじょう,emotion; feeling; feelings,Type the reading!,Image
肩,かた,shoulder,Type the reading!,Image
応援,おうえん,aid; assistance; help,Type the reading!,Image
自然,"しぜん,じねん",nature; natural; spontaneous,Type the reading!,Image
振る,"ふる,ぶる",to wave; to shake; to swing,Type the reading!,Image
参加,さんか,participation; joining; entry,Type the reading!,Image
広い,ひろい,spacious; vast; wide,Type the reading!,Image
古い,ふるい,old; aged; ancient,Type the reading!,Image
運命,"うんめい,さだめ",fate; destiny; lot,Type the reading!,Image
関わる,かかわる,to be involved (in); to get involved (in); to concern oneself (with),Type the reading!,Image
寄る,よる,to approach; to draw near; to come near,Type the reading!,Image
相当,そうとう,"corresponding to (in meaning, function, etc.); being equivalent to; appropriate",Type the reading!,Image
機会,きかい,chance; opportunity; occasion,Type the reading!,Image
言い方,いいかた,way of saying (something); way of putting it; wording,Type the reading!,Image
警察,けいさつ,police; police officer; police station,Type the reading!,Image
気付く,"きづく,きずく",to notice; to realize; to realise,Type the reading!,Image
お客さん,おきゃくさん,guest; visitor; customer,Type the reading!,Image
避ける,"さける,よける","to avoid (situation); to evade (question, subject); to shirk (one's responsibilities)",Type the reading!,Image
別れる,わかれる,to part (usu. of people); to part from; to part with,Type the reading!,Image
超える,こえる,to cross over; to cross; to pass through,Type the reading!,Image
発見,はっけん,discovery; detection; finding,Type the reading!,Image
練習,れんしゅう,practice; training; drill,Type the reading!,Image
距離,きょり,distance; range; interval,Type the reading!,Image
文句,もんく,complaint; grumbling; objection,Type the reading!,Image
巻き込む,まきこむ,to roll up; to enfold; to swallow up,Type the reading!,Image
会社,かいしゃ,company; corporation; firm,Type the reading!,Image
多く,おおく,many; much; plenty,Type the reading!,Image
握る,にぎる,to clasp; to grasp; to grip,Type the reading!,Image
通う,かよう,"to go to and from (a place); to go back and forth between; to run between (e.g. bus, train, etc.)",Type the reading!,Image
倒す,"たおす,こかす",to throw down; to bring down; to blow down,Type the reading!,Image
荷物,にもつ,luggage; baggage; package,Type the reading!,Image
鍵,"かぎ,カギ,けん","key; lock; key (to a problem, success, etc.)",Type the reading!,Image
自ら,"おのずから,みずから",oneself; for oneself; personally,Type the reading!,Image
疑う,うたがう,to doubt; to distrust; to be suspicious of,Type the reading!,Image
星,"ほし,ホシ,せい",star (usu. excluding the Sun); planet (usu. excluding Earth); heavenly body,Type the reading!,Image
内容,ないよう,contents; content; substance,Type the reading!,Image
態度,たいど,attitude; manner; behaviour,Type the reading!,Image
世の中,よのなか,society; the world; the times,Type the reading!,Image
得意,とくい,satisfaction; pride; triumph,Type the reading!,Image
お店,"おたな,おみせ",store; shop; establishment,Type the reading!,Image
試す,ためす,to try (out); to have a try (at); to test,Type the reading!,Image
真面目,"しんめんもく,しんめんぼく,まじめ,マジメ",serious; earnest; sober,Type the reading!,Image
町,"まち,ちょう",town; block; neighbourhood,Type the reading!,Image
限界,げんかい,limit; bound,Type the reading!,Image
直す,なおす,to repair; to mend; to fix,Type the reading!,Image
壊れる,こわれる,to be broken; to break; to fall apart,Type the reading!,Image
有名,ゆうめい,famous; well-known,Type the reading!,Image
遠く,とおく,far away; distant place; a (great) distance,Type the reading!,Image
味方,みかた,friend; ally; supporter,Type the reading!,Image
同士,"どうし,どし",fellow; mutual; companion,Type the reading!,Image
悩む,なやむ,to be worried; to be troubled,Type the reading!,Image
例えば,たとえば,for example; for instance; e.g.,Type the reading!,Image
最悪,さいあく,worst; horrible; horrid,Type the reading!,Image
集中,しゅうちゅう,"concentration (on a task); focusing one's attention; concentration (of population, buildings, power, etc.)",Type the reading!,Image
案内,"あんない,あない",guidance; leading (the way); showing around,Type the reading!,Image
遠慮,えんりょ,reserve; constraint; restraint,Type the reading!,Image
拾う,ひろう,to pick up; to gather; to find (and pick up; something someone has dropped),Type the reading!,Image
移動,いどう,movement; transfer; migration,Type the reading!,Image
野郎,やろう,guy; fellow; chap,Type the reading!,Image
褒める,ほめる,to praise; to commend; to compliment,Type the reading!,Image
肉,"にく,しし",flesh; meat; flesh (of a fruit),Type the reading!,Image
改めて,あらためて,another time; again; over again,Type the reading!,Image
努力,どりょく,effort; exertion; endeavour,Type the reading!,Image
白い,しろい,white,Type the reading!,Image
抱える,かかえる,to hold in one's arms; to carry in one's arms; to carry under one's arm,Type the reading!,Image
比べる,くらべる,to compare; to make a comparison (between); to compete (on),Type the reading!,Image
慌てる,あわてる,"to become confused (disconcerted, disorganized, disorganised); to be flustered; to panic",Type the reading!,Image
明るい,あかるい,light; bright; well-lit,Type the reading!,Image
解決,かいけつ,settlement; solution; resolution,Type the reading!,Image
無視,むし,disregarding; ignoring,Type the reading!,Image
育てる,そだてる,to raise; to rear; to bring up,Type the reading!,Image
この世,このよ,this world; this life; world of the living,Type the reading!,Image
怪しい,あやしい,suspicious; dubious; questionable,Type the reading!,Image
熱,"ねつ,ねち",heat; fever; temperature,Type the reading!,Image
男性,だんせい,man; male; masculine gender,Type the reading!,Image
了解,りょうかい,comprehension; consent; understanding,Type the reading!,Image
腰,"こし,コシ,ごし,よう",lower back; waist; hips,Type the reading!,Image
新た,あらた,new; fresh; novel,Type the reading!,Image
右,みぎ,right; right-hand side; right hand,Type the reading!,Image
付く,"つく,づく",to be attached; to be connected with; to adhere,Type the reading!,Image
挨拶,あいさつ,greeting; greetings; salutation,Type the reading!,Image
担当,たんとう,"being in charge (of an area of responsibility); being responsible (for a work role, etc.)",Type the reading!,Image
横,"よこ,ヨコ",horizontal (as opposed to vertical); side-to-side (as opposed to front-to-back); width,Type the reading!,Image
夏,"なつ,か,げ",summer,Type the reading!,Image
意見,いけん,opinion; view; comment,Type the reading!,Image
影響,えいきょう,influence; effect; impact,Type the reading!,Image
寒い,"さむい,さぶい",cold (e.g. weather); uninteresting (esp. joke); lame,Type the reading!,Image
裏切る,うらぎる,to betray; to turn traitor (to); to double-cross,Type the reading!,Image
犬,"いぬ,イヌ",dog (Canis (lupus) familiaris); squealer; rat,Type the reading!,Image
趣味,しゅみ,hobby; pastime; tastes,Type the reading!,Image
懐かしい,なつかしい,dear (old); fondly remembered; beloved,Type the reading!,Image
捕まえる,つかまえる,to catch; to capture; to arrest,Type the reading!,Image
成長,せいちょう,growth; development; growing up,Type the reading!,Image
重要,じゅうよう,important; essential; significant,Type the reading!,Image
殴る,なぐる,to strike; to hit; to beat,Type the reading!,Image
洗う,あらう,to wash; to cleanse; to rinse,Type the reading!,Image
吐く,"つく,はく",to vomit; to throw up; to spit up,Type the reading!,Image
適当,"てきとう,テキトー",suitable; proper; appropriate,Type the reading!,Image
例の,れいの,the usual; as it always is; said,Type the reading!,Image
頂く,いただく,to receive; to get; to accept,Type the reading!,Image
焼く,やく,to burn; to roast; to broil,Type the reading!,Image
悔しい,"くやしい,くやしーい","frustrated (over a failure, humiliation or injustice); annoyed; chagrined",Type the reading!,Image
