Question,Answers,Comment,Instructions,Render as
十八,じゅうはち,eighteen; 18,Type the reading!,Image
工房,こうぼう,workshop; studio; atelier,Type the reading!,Image
語り継ぐ,かたりつぐ,to pass down (a story) from generation to generation; to hand down,Type the reading!,Image
人手不足,ひとでぶそく,labour shortage; labor shortage; shortage of workers,Type the reading!,Image
相違,そうい,difference; discrepancy; variation,Type the reading!,Image
冬休み,ふゆやすみ,winter vacation; winter holidays,Type the reading!,Image
裏返す,うらがえす,to turn inside out; to turn the other way; to turn (something) over,Type the reading!,Image
跳ね返す,はねかえす,to reject; to repulse; to repel,Type the reading!,Image
砲撃,ほうげき,bombarding; shelling; bombardment,Type the reading!,Image
処遇,しょぐう,treatment (of a person); dealing with,Type the reading!,Image
探知,たんち,detection,Type the reading!,Image
七人,"しちにん,ななにん",seven people,Type the reading!,Image
根拠のない,こんきょのない,baseless; groundless,Type the reading!,Image
圧勝,あっしょう,overwhelming victory; crushing victory; sweeping victory,Type the reading!,Image
怪談,かいだん,ghost story; tale of the supernatural,Type the reading!,Image
睡魔,すいま,sleepiness; drowsiness; the sandman,Type the reading!,Image
名高い,なだかい,famous; noted; renowned,Type the reading!,Image
廃止,はいし,abolition; discontinuance; discontinuation,Type the reading!,Image
バス停,バスてい,bus stop,Type the reading!,Image
地響き,じひびき,subterranean rumbling; earth tremor,Type the reading!,Image
凶,きょう,bad luck; ill fortune; misfortune,Type the reading!,Image
挙がる,あがる,"to turn up (of evidence, etc.); to become known; to be arrested",Type the reading!,Image
薬指,くすりゆび,ring finger; third finger; fourth finger (esp. in piano-playing),Type the reading!,Image
先延ばし,さきのばし,delay; putting off; procrastination,Type the reading!,Image
かき乱す,かきみだす,to disturb; to upset; to ruffle,Type the reading!,Image
厚み,あつみ,thickness; profundity; depth,Type the reading!,Image
防御力,ぼうぎょりょく,defensive strength; defensive ability,Type the reading!,Image
負傷者,ふしょうしゃ,injured person; wounded person; casualty,Type the reading!,Image
騎士団,きしだん,order of chivalry; chivalric order,Type the reading!,Image
便乗,びんじょう,taking advantage of (an opportunity); jumping on the bandwagon; taking passage (in),Type the reading!,Image
びしょ濡れ,びしょぬれ,sopping wet; dripping wet; sodden,Type the reading!,Image
陰口,かげぐち,malicious gossip; backbiting; speaking ill behind someone's back,Type the reading!,Image
掴まる,つかまる,to be caught; to be arrested; to hold on to,Type the reading!,Image
料理上手,りょうりじょうず,being good at cooking; good cook,Type the reading!,Image
憎たらしい,"にくたらしい,にくったらしい",odious; hateful; awful,Type the reading!,Image
包み隠す,つつみかくす,to conceal; to keep secret; to cover up,Type the reading!,Image
庭園,ていえん,garden; park,Type the reading!,Image
移植,いしょく,transplanting (a plant); transplant; grafting,Type the reading!,Image
即席,そくせき,impromptu; improvised; extempore,Type the reading!,Image
独りで,ひとりで,alone; by oneself; on one's own,Type the reading!,Image
幼少期,ようしょうき,(early) childhood,Type the reading!,Image
胸中,きょうちゅう,one's heart; one's mind; one's intentions,Type the reading!,Image
懐かしむ,なつかしむ,"to yearn for (someone, something); to miss",Type the reading!,Image
ずぶ濡れ,ずぶぬれ,dripping wet; soaked; drenched,Type the reading!,Image
効き目,ききめ,effect; virtue; efficacy,Type the reading!,Image
手引き,てびき,guidance; lead; acting as guide,Type the reading!,Image
自尊心,じそんしん,self-esteem; self-respect; self-importance,Type the reading!,Image
農業,のうぎょう,agriculture; farming,Type the reading!,Image
残党,ざんとう,remnants; survivors; refugees,Type the reading!,Image
魅惑,みわく,attraction; fascination; lure,Type the reading!,Image
急上昇,きゅうじょうしょう,sudden rise; steep climb; trending,Type the reading!,Image
気性,きしょう,disposition; temperament; temper,Type the reading!,Image
幾ら,いくら,how much; something over; and something,Type the reading!,Image
幾度,"いくど,いくたび",(how) many times; (how) often,Type the reading!,Image
手書き,"てがき,てかき",handwriting; handwritten; hand-drawn,Type the reading!,Image
奮発,ふんぱつ,strenuous efforts; exerting oneself; stirring oneself up,Type the reading!,Image
物珍しい,ものめずらしい,curious; strange; unusual,Type the reading!,Image
木材,もくざい,lumber; timber; wood,Type the reading!,Image
魅入る,みいる,to fascinate; to enchant; to possess,Type the reading!,Image
何気に,なにげに,inadvertently; for no special reason; truthfully,Type the reading!,Image
牛肉,ぎゅうにく,beef,Type the reading!,Image
歯止め,はどめ,brake; drag; skid,Type the reading!,Image
停車,ていしゃ,"stopping (of a train, car, etc.); stop",Type the reading!,Image
腹痛,"ふくつう,はらいた",stomach ache; abdominal pain,Type the reading!,Image
跡継ぎ,あとつぎ,heir; inheritor; successor,Type the reading!,Image
裏表,うらおもて,back and front; inside and outside; both sides,Type the reading!,Image
時間を稼ぐ,じかんをかせぐ,to gain time; to play for time; to buy time,Type the reading!,Image
重宝,"ちょうほう,じゅうほう",convenient; useful; handy,Type the reading!,Image
仮眠,かみん,nap; doze,Type the reading!,Image
薄汚れる,うすよごれる,to get slightly dirty (all over),Type the reading!,Image
採点,さいてん,marking; grading; scoring,Type the reading!,Image
ビニール袋,ビニールぶくろ,plastic bag,Type the reading!,Image
濡れ,ぬれ,wetting; love affair; lover,Type the reading!,Image
礼儀正しい,れいぎただしい,courteous; decorous; polite,Type the reading!,Image
兄上,あにうえ,older brother,Type the reading!,Image
負け惜しみ,まけおしみ,being a poor loser; unwillingness to admit defeat; sour grapes,Type the reading!,Image
最後尾,さいこうび,end (e.g. of a line); tail end; rear,Type the reading!,Image
所か,どころか,far from; anything but; not at all ... but rather ...,Type the reading!,Image
胸部,きょうぶ,chest; breast,Type the reading!,Image
手際よく,てぎわよく,efficiently; skillfully; adeptly,Type the reading!,Image
去り際,さりぎわ,(moment of) departure; (upon) leaving; retirement,Type the reading!,Image
頭を抱える,あたまをかかえる,to be at wits' end; to be greatly perplexed; to be troubled,Type the reading!,Image
手札,"てふだ,しゅさつ,てさつ",one's hand; name tag; nameplate,Type the reading!,Image
幼少,ようしょう,infancy; childhood; tender age,Type the reading!,Image
空手,からて,being empty-handed; having nothing in one's hands,Type the reading!,Image
偽造,ぎぞう,forgery; counterfeiting; fabrication,Type the reading!,Image
怒鳴りつける,どなりつける,to shout at,Type the reading!,Image
大慌て,おおあわて,great haste; mad rush,Type the reading!,Image
呼称,こしょう,name; designation; denomination,Type the reading!,Image
幸福感,こうふくかん,feeling of happiness; sense of well-being; euphoria,Type the reading!,Image
半額,はんがく,half the amount (of money); half price; half fare,Type the reading!,Image
伝染,でんせん,contagion; infection,Type the reading!,Image
言語道断,ごんごどうだん,outrageous; preposterous; scandalous,Type the reading!,Image
従来,じゅうらい,up to now; so far; traditional,Type the reading!,Image
愚問,ぐもん,foolish question; stupid question; one's question,Type the reading!,Image
春休み,はるやすみ,spring break; spring vacation,Type the reading!,Image
漏れ出す,もれだす,to leak out,Type the reading!,Image
嘘のよう,"うそのよう,ウソのよう",hard-to-believe; unbelievable; incredible,Type the reading!,Image
熟練,じゅくれん,skill; expertise; experience,Type the reading!,Image
掃除機,そうじき,vacuum cleaner; vacuum; hoover,Type the reading!,Image
一睡,いっすい,wink of sleep; snooze; doze,Type the reading!,Image
守備,しゅび,defense; defence; fielding,Type the reading!,Image
侵害,しんがい,infringement; violation; invasion,Type the reading!,Image
幾つも,いくつも,many; much; plenty,Type the reading!,Image
御意,ぎょい,your will; your pleasure; your wish,Type the reading!,Image
奴め,"やつめ,しゃつめ",fellow; guy; chap,Type the reading!,Image
強欲,ごうよく,greedy; avaricious; rapacious,Type the reading!,Image
欠かさず,かかさず,without fail; diligently; without missing a single ...,Type the reading!,Image
早速ですが,さっそくですが,"jumping straight to the business, ...; I know this is abrupt, but ...; let's skip the pleasantries",Type the reading!,Image
高値,たかね,high price,Type the reading!,Image
青臭い,あおくさい,inexperienced; immature; green,Type the reading!,Image
祖国,そこく,homeland; motherland; fatherland,Type the reading!,Image
振り乱す,ふりみだす,to dishevel (hair),Type the reading!,Image
盗聴,とうちょう,interception (email); wiretap; bug,Type the reading!,Image
増援,ぞうえん,reinforcement (e.g. of troops),Type the reading!,Image
魔性,ましょう,devilish; diabolical,Type the reading!,Image
癖に,"くせに,クセに",and yet; though; when,Type the reading!,Image
打ち震える,うちふるえる,to tremble,Type the reading!,Image
吸引,きゅういん,absorption; suction; aspiration,Type the reading!,Image
大砲,たいほう,(large) gun; cannon; artillery,Type the reading!,Image
襲来,しゅうらい,invasion; raid; attack,Type the reading!,Image
結託,けったく,conspiracy; collusion,Type the reading!,Image
巡り会う,めぐりあう,to meet fortuitously; to meet by chance; to happen across,Type the reading!,Image
跳ね上げる,はねあげる,to throw up (e.g. mud); to splash (up); to spatter,Type the reading!,Image
今更ながら,いまさらながら,"although at this late hour; now, although it is too late; afresh",Type the reading!,Image
暗躍,あんやく,secret manoeuvres (maneuvers); operating behind the scenes,Type the reading!,Image
孤高,ここう,aloof; proudly independent; standing apart,Type the reading!,Image
塗りたくる,ぬりたくる,to bedaub (with paint); to besmear; to paint heavily,Type the reading!,Image
独り身,ひとりみ,bachelorhood; spinsterhood; celibacy,Type the reading!,Image
響かせる,ひびかせる,to make something resound,Type the reading!,Image
写真を撮る,しゃしんをとる,to take a picture; to take a photo,Type the reading!,Image
蹴り上げる,けりあげる,to kick into the air; to kick up; to kick from below,Type the reading!,Image
怪人,かいじん,mysterious person,Type the reading!,Image
騒然,そうぜん,noisy; confused; uproarious,Type the reading!,Image
熟する,じゅくする,to ripen; to mature; to be ready for action,Type the reading!,Image
照合,しょうごう,check (against); collation (with); comparison,Type the reading!,Image
隣町,となりまち,neighboring town; neighbouring town; adjacent town,Type the reading!,Image
歩幅,ほはば,(length of one's) step; stride; pace,Type the reading!,Image
留年,りゅうねん,repeating a year (at school); staying in the same class for another year,Type the reading!,Image
埋め尽くす,うめつくす,to fill to capacity; to pack; to complete,Type the reading!,Image
添い寝,そいね,sleeping together,Type the reading!,Image
弁当箱,べんとうばこ,lunch box; bento box,Type the reading!,Image
脱衣所,"だついじょ,だついしょ",bathroom antechamber; dressing room; sink area,Type the reading!,Image
財宝,ざいほう,treasure,Type the reading!,Image
増強,ぞうきょう,reinforcement; augmentation; strengthening,Type the reading!,Image
自暴自棄,じぼうじき,desperation; despair; self-abandonment,Type the reading!,Image
勘定,かんじょう,calculation; computation; counting,Type the reading!,Image
お鍋,"おなべ,オナベ",pan; pot; transgender man (female-to-male),Type the reading!,Image
厚さ,あつさ,thickness,Type the reading!,Image
下手をすれば,へたをすれば,if one is unlucky; if one is careless,Type the reading!,Image
犠牲になる,ぎせいになる,to be sacrificed; to become a victim (of); to fall victim (to),Type the reading!,Image
別室,べっしつ,separate room; another room; special room,Type the reading!,Image
裏庭,うらにわ,rear garden; back yard,Type the reading!,Image
別格,べっかく,special; exceptional,Type the reading!,Image
真冬,まふゆ,midwinter; dead of winter,Type the reading!,Image
釣り上げる,つりあげる,to land (a fish); to catch; to reel in,Type the reading!,Image
市販,しはん,putting on the market; putting on sale; making commercially available,Type the reading!,Image
お手柔らかに,おてやわらかに,gently; mildly; leniently,Type the reading!,Image
排出,はいしゅつ,discharge; evacuation; emission (e.g. of CO2),Type the reading!,Image
底辺,ていへん,base (of a polygon); bottom (of the social scale); lower levels,Type the reading!,Image
垂れ下がる,たれさがる,to hang; to dangle,Type the reading!,Image
不釣り合い,ふつりあい,imbalance; disproportion; disparity,Type the reading!,Image
嘘つけ,"うそつけ,ウソつけ","you're lying; yeah, right; liar",Type the reading!,Image
満ち足りる,みちたりる,to be content; to have enough; to be happy,Type the reading!,Image
お釣り,おつり,change (for a purchase); toilet splashback,Type the reading!,Image
絞り込む,しぼりこむ,to squeeze; to wring out; to narrow down,Type the reading!,Image
直感的,ちょっかんてき,intuitive,Type the reading!,Image
夢物語,ゆめものがたり,account of a dream; fantastic story; wild tale,Type the reading!,Image
祖先,そせん,ancestor,Type the reading!,Image
怒気,どき,anger; wrath,Type the reading!,Image
陰気,いんき,gloomy; dismal; miserable,Type the reading!,Image
卑下,ひげ,self-abasement; self-depreciation; humility,Type the reading!,Image
縮小,しゅくしょう,reduction; curtailment; cut,Type the reading!,Image
羅列,られつ,enumeration; citation; listing,Type the reading!,Image
大金持ち,"おおがねもち,おおかねもち",very rich person; the super rich,Type the reading!,Image
講習,こうしゅう,short course; training,Type the reading!,Image
免除,めんじょ,exemption; exoneration; discharge,Type the reading!,Image
盗み出す,ぬすみだす,to steal (from a person),Type the reading!,Image
呼び覚ます,よびさます,to wake up (someone; by calling out); to awaken; to bring back (e.g. memories),Type the reading!,Image
目を伏せる,めをふせる,to cast down one's eyes,Type the reading!,Image
漏れ,もれ,leak; leakage; omission,Type the reading!,Image
投与,とうよ,administration (of medicine); giving medication,Type the reading!,Image
酷使,こくし,exploitation; overuse; abuse,Type the reading!,Image
握力,あくりょく,grip (of hand); grip strength,Type the reading!,Image
夏祭り,なつまつり,summer festival; summer matsuri,Type the reading!,Image
脱,だつ,"de- (indicating reversal, removal, etc.); post-",Type the reading!,Image
一丁,いっちょう,one leaf (of a book bound in Japanese style); one block of tofu; one serving (in a restaurant),Type the reading!,Image
有り余る,ありあまる,to be superfluous; to be in excess; to be more than enough,Type the reading!,Image
納得のいく,"なっとくのいく,なっとくのゆく,なっとくいく,なっとくゆく",satisfactory; convincing; acceptable,Type the reading!,Image
猛毒,もうどく,deadly poison,Type the reading!,Image
飛躍的,ひやくてき,tremendous; rapid; dramatic,Type the reading!,Image
更生,こうせい,rehabilitation; remaking one's life; starting life anew,Type the reading!,Image
抱え上げる,かかえあげる,to gather up into one's arms; to lift; to carry,Type the reading!,Image
一般市民,いっぱんしみん,ordinary citizen; the general public,Type the reading!,Image
花火大会,はなびたいかい,fireworks display; display of fireworks,Type the reading!,Image
震え上がる,ふるえあがる,to tremble violently; to shudder up; to shake,Type the reading!,Image
随一,"ずいいち,ずいいつ",best; greatest; first,Type the reading!,Image
光を放つ,ひかりをはなつ,to shed light; to cast light,Type the reading!,Image
幾分,いくぶん,somewhat; to some extent; to some degree,Type the reading!,Image
童話,どうわ,children's story; fairy tale,Type the reading!,Image
不用心,"ぶようじん,ふようじん",unsafe; insecure; careless,Type the reading!,Image
お隣さん,おとなりさん,(next-door) neighbour; neighbor,Type the reading!,Image
と言っても過言ではない,といってもかごんではない,it is no exaggeration to say; it is not too much to say,Type the reading!,Image
暴挙,ぼうきょ,violence; reckless action; (an) outrage,Type the reading!,Image
山頂,さんちょう,summit (of a mountain),Type the reading!,Image
主催者,しゅさいしゃ,sponsor; promoter; impresario,Type the reading!,Image
引っ張り出す,ひっぱりだす,to take out; to drag out,Type the reading!,Image
熱狂,ねっきょう,wild enthusiasm; being crazy about,Type the reading!,Image
怪力,"かいりき,かいりょく",superhuman strength,Type the reading!,Image
本国,"ほんごく,ほんこく",home country; one's own country; country of origin,Type the reading!,Image
帳,"ちょう,とばり",book; register,Type the reading!,Image
熱血,ねっけつ,hot blood; warm blood; zeal,Type the reading!,Image
迫り来る,せまりくる,to be imminent; to loom; to be approaching,Type the reading!,Image
恥知らず,はじしらず,shameless; shameless person,Type the reading!,Image
一筋縄,ひとすじなわ,(piece of) rope; ordinary method,Type the reading!,Image
頭突き,ずつき,head-butting; head-butt,Type the reading!,Image
比率,ひりつ,ratio; proportion; percentage,Type the reading!,Image
好き好き,すきずき,matter of taste,Type the reading!,Image
厚かましい,あつかましい,impudent; shameless; brazen,Type the reading!,Image
寸,すん,sun (approx. 3 cm); length; measurement,Type the reading!,Image
憎らしい,にくらしい,odious; hateful; detestable,Type the reading!,Image
参謀,さんぼう,staff officer; military staff; adviser,Type the reading!,Image
二択,にたく,(having) two choices; choice between two things,Type the reading!,Image
左様,さよう,so; like that; that's right,Type the reading!,Image
火曜日,かようび,Tuesday,Type the reading!,Image
意地っ張り,いじっぱり,obstinate; stubborn; obstinate person,Type the reading!,Image
泥だらけ,どろだらけ,covered in mud; mud-caked,Type the reading!,Image
成熟,せいじゅく,maturity; ripeness,Type the reading!,Image
二言,"にごん,にげん,ふたこと",double-dealing; double tongue; going back on what one has said,Type the reading!,Image
大満足,だいまんぞく,completely satisfied; as pleased as can be,Type the reading!,Image
業績,ぎょうせき,achievement; performance; results,Type the reading!,Image
刀身,とうしん,knife blade; sword blade,Type the reading!,Image
狂わす,くるわす,to drive mad; to make insane; to cause a malfunction,Type the reading!,Image
例えるなら,たとえるなら,for example,Type the reading!,Image
清算,せいさん,(financial) settlement; squaring accounts; clearing debts,Type the reading!,Image
明らかになる,あきらかになる,to become clear; to be made public,Type the reading!,Image
鉄則,てっそく,ironclad rule; inviolable rule; invariable principle,Type the reading!,Image
どの辺り,どのあたり,whereabouts,Type the reading!,Image
木曜日,もくようび,Thursday,Type the reading!,Image
滑らせる,すべらせる,to let slip; to slide; to glide,Type the reading!,Image
挑戦者,ちょうせんしゃ,challenger,Type the reading!,Image
納得がいく,"なっとくがいく,なっとくがゆく,なっとくいく,なっとくゆく",to accept (e.g. an explanation); to be satisfied (with); to assent (to),Type the reading!,Image
勤勉,きんべん,diligent; hard-working; industrious,Type the reading!,Image
黙認,もくにん,tacit approval; tacit permission; connivance,Type the reading!,Image
忠義,ちゅうぎ,loyalty; devotion,Type the reading!,Image
常日頃,つねひごろ,everyday; always; at all times,Type the reading!,Image
猛攻,もうこう,fierce attack,Type the reading!,Image
足を引っ張る,あしをひっぱる,to hold back (someone) from achieving success; to stand in the way of; to sabotage,Type the reading!,Image
