Question,Answers,Comment,Instructions,Render as
橅,"ぶな,ブナ",Japanese beech (Fagus crenata); Siebold's beech,Type the reading!,Image
将る,いる,to lead; to spearhead; to command,Type the reading!,Image
草はら,"そうげん,くさはら,くさわら",grass-covered plain; savannah; prairie,Type the reading!,Image
風声鶴唳,ふうせいかくれい,getting frightened even by a slight noise; hearing the enemy in every leaf that rustles; being afraid of one's own shadow,Type the reading!,Image
試験管ベイビー,しけんかんベイビー,test-tube baby,Type the reading!,Image
鞐,こはぜ,clasp,Type the reading!,Image
沙蚕,"ごかい,ゴカイ",ragworm; sandworm; clam worm (Hediste),Type the reading!,Image
揉事,もめごと,quarrel; fight; trouble,Type the reading!,Image
麕,"のろ,ノロ",roe deer (Capreolus capreolus); European roe,Type the reading!,Image
豆チ,"トウチ,トウチー,トーチー,ドウチ,ドウチー",Chinese fermented black beans,Type the reading!,Image
明けへん,あけへん,useless; no good; hopeless,Type the reading!,Image
ヤソ教,ヤソきょう,Christianity,Type the reading!,Image
死出虫,"シデムシ,しでむし","carrion beetle (any beetle of family Silphidae, incl. burying beetles)",Type the reading!,Image
片跛,かたちんば,lame; lameness; mismatched (e.g. odd shoes),Type the reading!,Image
媒鳥,"おとり,オトリ,ばいちょう",live decoy (for hunting); decoy; bait,Type the reading!,Image
袖搦,そでがらみ,barbed metal weapon for catching criminals (Edo period),Type the reading!,Image
婚カツ,こんカツ,"searching for a marriage partner; marriage hunting; activities leading to marriage (e.g. dating, courtship)",Type the reading!,Image
棊,ご,go (board game),Type the reading!,Image
麋,"おおじか,オオジカ",large deer; moose; elk,Type the reading!,Image
煎海鼠,いりこ,dried sea slug,Type the reading!,Image
又従兄,またいとこ,second cousin,Type the reading!,Image
苧麻,"からむし,ちょま,まお,カラムシ",ramie (Boehmeria nivea var. nipononivea),Type the reading!,Image
績む,うむ,"to spin (e.g. ramie, hemp, etc.)",Type the reading!,Image
戒飭,"かいちょく,かいしょく",admonishment; warning,Type the reading!,Image
佑ける,たすける,to save; to rescue; to spare,Type the reading!,Image
糞眼鏡,"くそめがね,クソメガネ",four-eyes; four-eyed bastard,Type the reading!,Image
孀,やもめ,widow; divorced woman not remarried; unmarried woman,Type the reading!,Image
吝しむ,おしむ,to spare; to grudge; to be sparing (with),Type the reading!,Image
なお良,なおよし,even better; still better,Type the reading!,Image
撚糸,"ねんし,よりいと",twisted thread or yarn; twining of thread or yarn,Type the reading!,Image
野老,"ところ,やろう,トコロ",Dioscorea tokoro (species of wild yam),Type the reading!,Image
葡萄茶,えびちゃ,maroon; reddish-brown,Type the reading!,Image
宿曜,"すくよう,しゅくよう",form of astrology based on the Xiuyaojing,Type the reading!,Image
急度,"きっと,キッと",surely; undoubtedly; almost certainly,Type the reading!,Image
耄ける,"ボケる,ぼける,ほうける",to grow senile; to be childish with age; to be mentally slow,Type the reading!,Image
コンピューター化,コンピューターか,computerization; computerisation,Type the reading!,Image
稠度,"ちょうど,ちゅうど",consistency,Type the reading!,Image
囂しい,"かしましい,かしがましい,かまびすしい",noisy; boisterous,Type the reading!,Image
引物,いんぶつ,"present (to build up a ""friendship"" with someone); bribe",Type the reading!,Image
鑚る,きる,to start a fire (with wood-wood friction or by striking metal against stone),Type the reading!,Image
青ジソ,あおジソ,green beefsteak plant; green perilla,Type the reading!,Image
糟粕,そうはく,sake lees,Type the reading!,Image
羽毛ふとん,うもうふとん,down quilt; feather quilt; feather duvet,Type the reading!,Image
観楓,かんぷう,maple-leaf viewing,Type the reading!,Image
隴畝,ろうほ,ridges of and paths between fields; countryside; civilian,Type the reading!,Image
巵,"さかずき,さかづき,し",sake cup; cup for alcoholic beverages,Type the reading!,Image
羅患,りかん,contraction of a disease,Type the reading!,Image
吊上げ,つるしあげ,hung up; hoist; denounced,Type the reading!,Image
胡頽子,"グミ,ぐみ",oleaster (any plant of genus Elaeagnus); silverberry,Type the reading!,Image
今茲,こんじ,this year; the current year,Type the reading!,Image
生け擒,いけどり,capturing alive (an animal or person); something captured alive,Type the reading!,Image
イヌ年,イヌどし,year of the Dog,Type the reading!,Image
錏,しころ,series of articulated plates attached to the back and sides of a Japanese helmet,Type the reading!,Image
槲,"かしわ,カシワ",daimyo oak (Quercus dentata); Japanese emperor oak,Type the reading!,Image
檞,"かしわ,カシワ",daimyo oak (Quercus dentata); Japanese emperor oak,Type the reading!,Image
浜梨,"はまなす,はまなし,ハマナス",rugosa rose (Rosa rugosa); Japanese rose; Ramanas rose,Type the reading!,Image
汎用コンピューター,はんようコンピューター,general purpose computer,Type the reading!,Image
鱗板,こけらいた,thin shingles,Type the reading!,Image
鮎魚女,"あいなめ,アイナメ",fat greenling (Hexagrammos otakii),Type the reading!,Image
白膠木,"ぬるで,ぬりで,ぬで,ヌルデ",Chinese sumac (Brucea javanica),Type the reading!,Image
壟,おか,hill; height; knoll,Type the reading!,Image
黄鐘,"おうしき,こうしょう",(in Japan) 8th note of the ancient chromatic scale (approx. A),Type the reading!,Image
コンピューター科学者,コンピューターかがくしゃ,computer scientist,Type the reading!,Image
鯒,"こち,コチ","flathead (esp. the bartailed flathead, Platycephalus indicus)",Type the reading!,Image
便追,"びんずい,ビンズイ",olive-backed pipit (Anthus hodgsoni); Hodgson's tree pipit; Indian tree pipit,Type the reading!,Image
蠑螈,"いもり,イモリ","newt (esp. the Japanese fire belly newt, Cynops pyrrhogaster)",Type the reading!,Image
吉祥草,"きちじょうそう,キチジョウソウ",Reineckea carnea (flowering plant in the Asparagaceae family),Type the reading!,Image
庭燎,"にわび,ていりょう",garden bonfire (esp. one held on the imperial grounds),Type the reading!,Image
風丰,ふうぼう,(a person's) appearance; looks,Type the reading!,Image
遍昭,"へんじょう,へんしょう","universal illumination (esp. in Buddhism, by the dharma-body)",Type the reading!,Image
水ギセル,みずギセル,hookah; waterpipe,Type the reading!,Image
毛臑,けずね,hairy legs,Type the reading!,Image
若かず,しかず,being inferior to; being no match for; being best,Type the reading!,Image
鑷,けぬき,(hair) tweezers; nippers,Type the reading!,Image
権殿,"かりどの,ごんでん",temporary shrine (houses the object in which the deity resides when main shrine…,Type the reading!,Image
白リン,はくリン,white phosphorus,Type the reading!,Image
袋鼠,"フクロネズミ,ふくろねずみ",opossum,Type the reading!,Image
憖,なまじ,thoughtlessly; rashly; unwisely,Type the reading!,Image
腹病,はらやみ,stomach ache,Type the reading!,Image
覆刻,ふっこく,republication; reissue; reprinting,Type the reading!,Image
ガラス体,ガラスたい,vitreous body (of the eye); vitreous humor; vitreous humour,Type the reading!,Image
食蟻獣,"ありくい,アリクイ",anteater,Type the reading!,Image
天蚕,"やままゆ,てんさん,ヤママユ",Japanese oak silkmoth (Antheraea yamamai),Type the reading!,Image
牴牾,"もどき,ていご",-like; pseudo-; mock ...,Type the reading!,Image
フシ目,フシめ,turning point; critical juncture,Type the reading!,Image
米ロ,べいロ,United States and Russia; US-Russian; Russian-American,Type the reading!,Image
切瑳琢磨,せっさたくま,diligent application (to work or study); cultivating one's character by studying hard; mutual encouragement (to improve),Type the reading!,Image
希伯来,ヘブライ,Hebrew,Type the reading!,Image
醤油タレ,しょうゆタレ,soy-based sauce,Type the reading!,Image
神庫,"ほくら,じんこ",small shrine,Type the reading!,Image
聳り立つ,そそりたつ,to rise (steeply); to tower; to soar,Type the reading!,Image
糅てて加えて,かててくわえて,moreover; besides; in addition,Type the reading!,Image
搾菜,"ザーサイ,ザーツァイ",Szechuan pickles; Sichuan vegetables; zha cai,Type the reading!,Image
拜見,はいけん,seeing; looking at,Type the reading!,Image
烏鵲,"うじゃく,うしゃく",magpie,Type the reading!,Image
馬鹿貝,"バカガイ,ばかがい",Mactra chinensis (species of trough shell),Type the reading!,Image
蛔虫,"かいちゅう,カイチュウ",roundworm (Ascaris lumbricoides); mawworm; intestinal worm,Type the reading!,Image
菽,"まめ,マメ","legume (esp. edible legumes or their seeds, e.g. beans, peas, pulses); bean; pea",Type the reading!,Image
遣直,やりなおし,redoing,Type the reading!,Image
牛津,"オックスフォード,オクスフォード",Oxford,Type the reading!,Image
新型コロナウィルス,しんがたコロナウィルス,novel coronavirus (esp. SARS-CoV-2),Type the reading!,Image
窺く,のぞく,"to peek (through a keyhole, gap, etc.); to look down into (a ravine, etc.); to peek into (a shop, bookstore, etc.)",Type the reading!,Image
直段,ねだん,price; cost,Type the reading!,Image
為手,"なりて,して,シテ",doer; performer; shite,Type the reading!,Image
蘿蔔,"すずしろ,らふく","daikon (variety of large white Oriental radish, Raphanus sativus var. longipinn…",Type the reading!,Image
塩タレ,しおタレ,salty sauce,Type the reading!,Image
不慣,ふなれ,inexperienced; unfamiliar (with); unversed,Type the reading!,Image
格好がよい,かっこうがよい,attractive; good-looking; stylish,Type the reading!,Image
疲憊,ひはい,exhaustion,Type the reading!,Image
段袋,"ズボン,だんぶくろ",trousers; pants,Type the reading!,Image
餬口,ここう,bare livelihood; subsistence,Type the reading!,Image
羈,おもがい,headstall; headgear,Type the reading!,Image
婆くさい,"ババくさい,ばばくさい",old-maidish (esp. of fashion); old-womanish,Type the reading!,Image
騒騒しい,そうぞうしい,noisy; loud; boisterous,Type the reading!,Image
ドングリ眼,ドングリまなこ,goggle-eyes,Type the reading!,Image
耳たこ,みみたこ,having been told something so often that one is fed up with it,Type the reading!,Image
狐臭,"わきが,ワキガ,こしゅう",body odor (odour); abnormal underarm odor,Type the reading!,Image
稲科,いねか,Poaceae (family comprising the true grasses); Gramineae,Type the reading!,Image
伽耶琴,"カヤグム,かやきん",gayageum (12-stringed Korean zither),Type the reading!,Image
頭よい,あたまよい,bright; intelligent,Type the reading!,Image
貧素,"ひんそう,ひんそ",poor-looking; impoverished-looking; scrawny (e.g. figure),Type the reading!,Image
恁麼,いんも,this sort; this way; what sort,Type the reading!,Image
想入れ,おもいいれ,emotional attachment; attitude (expressing emotion); meditative pose (e.g. an actor),Type the reading!,Image
蛮から,"ばんから,バンカラ",scruffy; unconcerned about one's personal appearance; rough and uncouth vigor (vigour),Type the reading!,Image
絁,ふとおり,"thick silk cloth; coarse silk cloth; silk cloth made from coarse fibers (futoito, tamaito or noshiito)",Type the reading!,Image
殿守,とのもり,palace keeper; palace guard,Type the reading!,Image
禿げ具合,はげぐあい,degree of baldness; stage of balding,Type the reading!,Image
有米,ありまい,rice stocks,Type the reading!,Image
カマボコ形,カマボコがた,semi-cylindrical,Type the reading!,Image
仄々,ほのぼの,dimly; faintly; with a faint light,Type the reading!,Image
蜻蜒,"とんぼ,とんぼう,トンボ,やんま,ヤンマ",dragonfly,Type the reading!,Image
だたっ広い,"だだっぴろい,だたっぴろい",excessively spacious; unduly wide; sprawling,Type the reading!,Image
カッコ付き,カッコつき,quote-unquote; so-called; bracketed,Type the reading!,Image
板挾み,いたばさみ,being stuck between a rock and a hard place; being in a dilemma; being torn between conflicting demands,Type the reading!,Image
豚かつ,"とんかつ,とんカツ,トンカツ",tonkatsu; breaded pork cutlet,Type the reading!,Image
山括弧,"やまがっこ,やまかっこ",angle bracket (punctuation); chevron,Type the reading!,Image
石竜子,"トカゲ,とかげ",lizard; skink lizard (Scincidae spp.),Type the reading!,Image
乱箱,みだればこ,lidless box for clothes,Type the reading!,Image
諡号,"しごう,おくりごう",posthumous name (based the deeds one has performed in their lifetime),Type the reading!,Image
鰮,"いわし,イワシ","pilchard (esp. Japanese pilchard, Sardinops melanostictus); sardine",Type the reading!,Image
坐ら,いながら,from one's home; while sitting at home; without leaving one's house,Type the reading!,Image
洗魚,あらい,sashimi chilled in iced water,Type the reading!,Image
ハンディ戦,ハンディせん,handicap match; handicap race,Type the reading!,Image
延て,ひいて,by extension; in turn; by the same token,Type the reading!,Image
壊つ,"こぼつ,こほつ",to destroy; to break; to damage,Type the reading!,Image
鰻どん,"うなぎどん,うなどんぶり",eel donburi; bowl of rice topped with eel,Type the reading!,Image
渾て,すべて,everything; all; the whole,Type the reading!,Image
步く,あるく,to walk,Type the reading!,Image
使いかって,つかいかって,ease of use; user-friendliness; usability,Type the reading!,Image
隙き間,すきま,gap; opening; aperture,Type the reading!,Image
ヘビ年,へびどし,year of the Snake,Type the reading!,Image
草雲雀,くさひばり,grass cricket,Type the reading!,Image
紫羅欄花,"あらせいとう,アラセイトウ",garden stock (Matthiola incana); gillyflower,Type the reading!,Image
ウラ情報,ウラじょうほう,secret intelligence; underground information; confidential information,Type the reading!,Image
お厠,おかわ,chamber pot; bedpan,Type the reading!,Image
益す,ます,to increase; to grow,Type the reading!,Image
羊歯植物,しだしょくぶつ,"pteridophyte (any plant of division Pteridophyta, incl. ferns and fern allies)",Type the reading!,Image
阿呆臭い,"あほくさい,あほうくさい",ridiculous; stupid; foolish,Type the reading!,Image
料理る,りょうる,to cook; to handle (well); to manage,Type the reading!,Image
小春日和,こはるびより,Indian summer (around November); mild late autumn weather; mild late fall weather,Type the reading!,Image
おねえ言葉,おねえことば,sociolect emphasizing the femininity of the speaker (esp. used by homosexual me…,Type the reading!,Image
金タライ,かなたらい,metal basin,Type the reading!,Image
内蔵メモリー,ないぞうメモリー,internal storage; internal memory,Type the reading!,Image
錆猫,"さびねこ,サビネコ",tortoiseshell cat,Type the reading!,Image
硼酸,ほうさん,boric acid,Type the reading!,Image
椈,"ぶな,ブナ",Japanese beech (Fagus crenata); Siebold's beech,Type the reading!,Image
ムク犬,ムクいぬ,shaggy dog,Type the reading!,Image
鯖虎,"さばとら,サバトラ",mackerel tabby (cat); grey tabby,Type the reading!,Image
甘だるい,"あまたるい,あまだるい",sentimental; mushy; saccharine,Type the reading!,Image
日出国,"ひいずるくに,ひいづるくに,にっしゅつこく",Land of the Rising Sun,Type the reading!,Image
丸暴,"まるぼう,マルボウ",yakuza group,Type the reading!,Image
コンピューター用語,コンピューターようご,computer terminology; computer term,Type the reading!,Image
馬刀貝,"まてがい,マテガイ",razor clam (Solen strictus),Type the reading!,Image
ケンカ早い,ケンカばやい,quarrelsome; easy to anger,Type the reading!,Image
曚昧,もうまい,ignorant; unenlightened; uncivilized,Type the reading!,Image
矚目,しょくもく,paying attention to; taking note of; observing,Type the reading!,Image
舌触りのいい,したざわりのいい,soft and pleasant on the tongue,Type the reading!,Image
虚事,そらごと,fake; fabrication,Type the reading!,Image
ガンを付ける,ガンをつける,to mark (a card; for cheating); to put a mark on,Type the reading!,Image
艫舳,ともへ,stern and bow,Type the reading!,Image
ごみ溜,"ごみため,ゴミタメ",garbage dump; scrap heap; rubbish dump,Type the reading!,Image
ドジョウ汁,ドジョウじる,loach soup,Type the reading!,Image
黄耆,おうぎ,Astragalus root; Hedysarum root,Type the reading!,Image
尿袋,"いばりぶくろ,ゆばりぶくろ",urinary bladder,Type the reading!,Image
菊科,きくか,"Asteraceae (family of flowering plants comprising the asters, daisies, sunflowe…; Compositae",Type the reading!,Image
大ちょんぼ,だいちょんぼ,big goof; serious mistake,Type the reading!,Image
ムガール帝国,ムガールていこく,Mughal Empire; Mogul Empire,Type the reading!,Image
水漏り,みずもり,(water) leak,Type the reading!,Image
這松,"はいまつ,ハイマツ",Japanese stone pine (Pinus pumila); Siberian dwarf pine; creeping pine,Type the reading!,Image
土蛍,"つちぼたる,ツチボタル",glowworm,Type the reading!,Image
椰子油,やしゆ,coconut oil,Type the reading!,Image
菜種梅雨,なたねづゆ,long spell of rain in early spring,Type the reading!,Image
左となり,"ひだりどなり,ひだりとなり","neighbour to the left (person, building, etc.)",Type the reading!,Image
弁才船,"べざいせん,べんざいせん",large Japanese junk,Type the reading!,Image
片便り,かただより,writing but receiving no response,Type the reading!,Image
八千歳,やちとせ,8000 years; thousands of years; eternity,Type the reading!,Image
蜀黍,"もろこし,モロコシ",sorghum (Sorghum bicolor); Indian millet,Type the reading!,Image
天の恵,てんのめぐみ,God's gift; God's blessing; grace of God,Type the reading!,Image
賓頭盧,びんずる,Pindola; Pindola Bharadvaja (one of four Arhats asked by the Buddha to remain in the wor…,Type the reading!,Image
オス猿,オスざる,male monkey,Type the reading!,Image
暫且,ざんしょ,short while,Type the reading!,Image
山荒,"やまあらし,ヤマアラシ",porcupine; hedgehog,Type the reading!,Image
不飲酒戒,ふおんじゅかい,Buddhist precept prohibiting the consumption of alcohol,Type the reading!,Image
弐つ,ふたつ,two,Type the reading!,Image
奇々妙々,ききみょうみょう,very odd; very curious,Type the reading!,Image
片持ち梁,かたもちばり,cantilever,Type the reading!,Image
十姉妹,"じゅうしまつ,ジュウシマツ",Bengalese finch; society finch (Lonchura striata var. domestica),Type the reading!,Image
鰥,"やもお,やもめ",widower,Type the reading!,Image
どたばた喜劇,どたばたきげき,slapstick comedy,Type the reading!,Image
梳毛,そもう,combed wool (yarn),Type the reading!,Image
要領のよい,ようりょうのよい,knowing how to swim with the tide; being good at dealing with things,Type the reading!,Image
先込,さきごめ,muzzle-loading; muzzleloader,Type the reading!,Image
減菌,めっきん,sterilization; sterilisation,Type the reading!,Image
鯑,かずのこ,herring roe,Type the reading!,Image
べた記事,べたきじ,insignificant article (in a newspaper),Type the reading!,Image
黒檜,"くろべ,くろび,クロベ,クロビ",Japanese arborvitae (Thuja standishii),Type the reading!,Image
凍豆腐,"しみどうふ,こおりどうふ",frozen tofu; dried bean curd,Type the reading!,Image
赤ジソ,あかジソ,red shiso; red perilla,Type the reading!,Image
サケ缶,サケかん,canned salmon; tinned salmon,Type the reading!,Image
如す,なす,-like; resembling; similar to,Type the reading!,Image
寤寐,"ごび,ごみ",being asleep and awake,Type the reading!,Image
鰐魚,がくぎょ,crocodile; alligator; crocodilian,Type the reading!,Image
指まん,ゆびまん,finger-banging (manual stimulation of female genital organs),Type the reading!,Image
菲沃斯,"ひよす,ヒヨス",henbane (Hyoscyamus niger),Type the reading!,Image
鰾膠,にべ,gelatinous glue (produced from fish entrails); isinglass; amiability,Type the reading!,Image
細細とした,こまごまとした,sundry; various; assorted,Type the reading!,Image
たんす貯金,たんすちょきん,mattress money,Type the reading!,Image
蔟,"まぶし,ぞく",cocoon holders,Type the reading!,Image
菜刀,ながたな,vegetable knife,Type the reading!,Image
生蕎麦,"きそば,なまそば","100% buckwheat soba; soba made from buckwheat flour only, without the addition of wheat flour",Type the reading!,Image
ちょい悪おやじ,"ちょいわるおやじ,ちょいワルおやじ,ちょいワルオヤジ","older and fashionable man (wild-looking, burly, etc.)",Type the reading!,Image
割のよい,わりのよい,paying; remunerative; advantageous,Type the reading!,Image
和邇,わに,Wani; wani (mythological sea monster),Type the reading!,Image
与えたまう,あたえたまう,to bestow (esp. of a god); to grant,Type the reading!,Image
黒スグリ,"くろスグリ,クロスグリ",blackcurrant (Ribes nigrum),Type the reading!,Image
長衫,"ちょうさん,チョンサン,チョーサン,チャンサン",cheongsam; mandarin gown; mandarin dress,Type the reading!,Image
剝きエビ,むきエビ,shelled shrimp (that have also had their heads removed),Type the reading!,Image
剥きエビ,むきエビ,shelled shrimp (that have also had their heads removed),Type the reading!,Image
笳,あしぶえ,reed pipe; reed flute,Type the reading!,Image
蛸足配線,たこあしはいせん,"overloading an electrical circuit; piggybacked electrical outlet; ""octopus outlet""",Type the reading!,Image
金づく,かねづく,using money as a weapon; power of money,Type the reading!,Image
金鳳花,"きんぽうげ,キンポウゲ",buttercup (Ranunculus japonicus),Type the reading!,Image
馬鹿臭い,"バカくさい,ばかくさい",absurd,Type the reading!,Image
刀背打ち,"みねうち,むねうち",striking with the back of the sword,Type the reading!,Image
マーボ豆腐,"マーボどうふ,マーボードーフ",mapo tofu (spicy Sichuan dish of tofu and minced meat); mabo tofu,Type the reading!,Image
春疾風,はるはやて,strong spring storm,Type the reading!,Image
甃石,しきいし,paving stone; pavement,Type the reading!,Image
填り込む,はまりこむ,to fit in (snugly); to get stuck in; to get caught in,Type the reading!,Image
馬克,マルク,mark (former currency of Germany),Type the reading!,Image
鳥ハム,とりハム,chicken ham,Type the reading!,Image
種無しスイカ,たねなしスイカ,seedless watermelon,Type the reading!,Image
笑いの壺,わらいのつぼ,sense of humour (humor); funny bone,Type the reading!,Image
大棗,たいそう,jujube (Ziziphus jujuba); Chinese date; red date,Type the reading!,Image
単于,ぜんう,Chanyu (supreme leader of the Xiongnu people),Type the reading!,Image
生悟り,"なまざとり,なまさとり",incomplete enlightenment; incompletely enlightened person,Type the reading!,Image
蟾酥,せんそ,toad venom (used as an analgesic and cardiac stimulant in Chinese medicine),Type the reading!,Image
土蜂,"ゆするばち,つちばち,ツチバチ",digger wasp,Type the reading!,Image
簧,した,reed (of a musical instrument),Type the reading!,Image
生剥,"なまはげ,ナマハゲ",namahage; folklore demon of the Oga Peninsula (people dress up as them on New Year's Eve…,Type the reading!,Image
病き,"いたずき,いたつき,いたづき",pain; trouble; illness,Type the reading!,Image
捗捗しい,はかばかしい,quick; rapid; swift,Type the reading!,Image
羊蹄,"ぎしぎし,ようてい,しのね,し,ギシギシ",Japanese dock (Rumex japonicus),Type the reading!,Image
雄蘂,"おしべ,ゆうずい",stamen,Type the reading!,Image
いい日を選ぶ,いいひをえらぶ,to choose a lucky (auspicious) day,Type the reading!,Image
微妙い,びみょい,subtle; delicate; fine,Type the reading!,Image
脂薬,あぶらぐすり,plaster; patch; ointment,Type the reading!,Image
湯立ち,ゆだち,Shinto ritual in which a shaman or priest soaks bamboo grass in boiling water a…,Type the reading!,Image
早発ち,はやだち,early-morning departure,Type the reading!,Image
櫪,"クヌギ,くぬぎ",sawtooth oak (Quercus acutissima),Type the reading!,Image
玉瑛,ぎょくえい,crystal; transparent gem,Type the reading!,Image
直播,"じかまき,じきまき,ちょくはん",direct sowing; direct seeding; direct planting,Type the reading!,Image
和布蕪,"めかぶ,メカブ,めかぶら",thick wakame leaves from near the stem,Type the reading!,Image
食火鶏,"ヒクイドリ,ひくいどり",cassowary (Casuarius spp.),Type the reading!,Image
けも耳,"けものみみ,けもみみ,ケモノミミ,ケモミミ",kemonomimi; character with animal ears,Type the reading!,Image
彽徊,ていかい,pacing back and forth meditatively; going about deep in thought; thinking about many things,Type the reading!,Image
現責,うつつぜめ,sleep deprivation (Edo-period torture method),Type the reading!,Image
共有メモリ,きょうゆうメモリ,shared memory,Type the reading!,Image
正慶,"しょうきょう,しょうけい",Shōkyō era (of the Northern Court) (1332.4.28-1333.5.?); Shōkei era,Type the reading!,Image
日に異に,ひにけに,with each new day; day by day; by the day,Type the reading!,Image
公孫樹,"いちょう,こうそんじゅ,イチョウ",ginkgo (Ginkgo biloba); gingko; maidenhair tree,Type the reading!,Image
からす麦,"からすむぎ,カラスムギ",wild oat (Avena fatua); wild oats; oat (Avena sativa),Type the reading!,Image
敏捷い,"はしっこい,はしこい",smart; clever; sharp,Type the reading!,Image
摺本,しょうほん,folded book,Type the reading!,Image
鼓譟,こそう,motivating the troops on the battlefield with war drums and war cries; making an uproar,Type the reading!,Image
分蘖,"ぶんけつ,ぶんげつ",tiller; offshoot,Type the reading!,Image
長しえ,とこしえ,eternity,Type the reading!,Image
莎草,"かやつりぐさ,しゃそう,カヤツリグサ,くぐ,イヌクグ,クグ","galingale (any plant of genus Cyperus, esp. species Cyperus microiria)",Type the reading!,Image
カツオの塩辛,カツオのしおから,salted fermented bonito guts,Type the reading!,Image
燬く,やく,to burn; to roast; to broil,Type the reading!,Image
本鮪,"ほんまぐろ,ホンマグロ","Pacific bluefin tuna (edible fish, Thunnus orientalis)",Type the reading!,Image
消去る,"きえさる,けしさる",to disappear; to vanish,Type the reading!,Image
小裂,こぎれ,small piece (e.g. of cloth),Type the reading!,Image
鎺,はばき,metal collar mounted between a sword blade and the hand guard,Type the reading!,Image
黶,"あざ,アザ",birthmark; nevus; bruise,Type the reading!,Image
桷,"すみき,すみぎ,ずみ,ズミ",hip rafter,Type the reading!,Image
盲いる,めしいる,to become blind,Type the reading!,Image
黄櫨,"はぜのき,はぜ,はじ,こうろ,はにし,ハゼノキ,ハゼ",wax tree (Toxicodendron succedaneum); Japanese wax tree,Type the reading!,Image
祭禮,さいれい,(religious) festival,Type the reading!,Image
孑々,"ぼうふら,ぼうふり,ボーフラ,ボウフラ",mosquito larva; wriggler; maggot,Type the reading!,Image
比律賓,"フィリピン,フィリッピン,フイリピン",Philippines,Type the reading!,Image
醢,"ししびしお,ひしお",salted and fermented meat or fish,Type the reading!,Image
オ段,オだん,row of syllables on the Japanese syllabary table that ends with the vowel sound…,Type the reading!,Image
合当理,がったり,banner mounting at the back of samurai armor,Type the reading!,Image
媚かしい,なまめかしい,charming; captivating; bewitching,Type the reading!,Image
拝所,うがんじゅ,place of worship (in Okinawa),Type the reading!,Image
奕々,えきえき,brilliant; glorious; shining,Type the reading!,Image
稲ワラ,"いねワラ,いなワラ",rice straw; paddy straw,Type the reading!,Image
恐面,"こわもて,こわおもて,コワモテ,コワオモテ",fierce look; frightening look; tough look,Type the reading!,Image
夜這星,よばいぼし,meteor; shooting star,Type the reading!,Image
延慶,"えんぎょう,えんけい",Engyō era (1308.10.9-1311.4.28); Enkei era,Type the reading!,Image
つる薔薇,"つるばら,ツルバラ",climbing rose; rambling rose,Type the reading!,Image
