Question,Answers,Comment,Instructions,Render as
一週間,いっしゅうかん,one week,Type the reading!,Image
浮かれる,うかれる,to make merry; to be festive,Type the reading!,Image
大嫌い,だいきらい,hating; strongly disliking,Type the reading!,Image
好き勝手,すきかって,doing whatever one pleases; selfishness; self-indulgence,Type the reading!,Image
私達,"わたしたち,わたくしたち",we; us,Type the reading!,Image
１個,いっこ,one (thing); one piece; one item,Type the reading!,Image
接近,せっきん,getting closer; drawing nearer; approaching,Type the reading!,Image
暮れる,くれる,"to get dark; to grow dark; to end (of a day, year, season, etc.)",Type the reading!,Image
その頃,そのころ,at that time; in those days; at that moment,Type the reading!,Image
鳴く,なく,"to make a meld call (e.g. pung, kong)",Type the reading!,Image
体勢,たいせい,posture; position; stance,Type the reading!,Image
揺らす,ゆらす,to rock; to shake; to swing,Type the reading!,Image
気絶,きぜつ,faint; fainting; losing consciousness,Type the reading!,Image
結婚式,けっこんしき,marriage ceremony; wedding; nuptials,Type the reading!,Image
年下,としした,younger; junior,Type the reading!,Image
大人しい,おとなしい,gentle; quiet; mild,Type the reading!,Image
失格,しっかく,disqualification; elimination; incapacity,Type the reading!,Image
頼りない,たよりない,unreliable; undependable; indefinite,Type the reading!,Image
食材,しょくざい,foodstuff; ingredient,Type the reading!,Image
先週,せんしゅう,last week; the week before,Type the reading!,Image
バカ野郎,"ばかやろう,バカヤロー,バカヤロウ",goddamn idiot; moron; nitwit,Type the reading!,Image
加速,かそく,acceleration; speeding up,Type the reading!,Image
見下ろす,みおろす,to overlook; to command a view of; to look down on,Type the reading!,Image
犯罪者,はんざいしゃ,criminal; culprit,Type the reading!,Image
急ぎ,いそぎ,haste; hurry; expedition,Type the reading!,Image
背筋,"せすじ,はいきん",spine; line of the backbone; seam down the back (of clothing),Type the reading!,Image
禁じる,きんじる,to forbid; to ban; to prohibit,Type the reading!,Image
直,"なお,ひた,じき,ちょく,あたい,あたえ,じか,ただ,ね",soon; in a moment; before long,Type the reading!,Image
吹き飛ばす,ふきとばす,to blow away; to blow off; to blow up,Type the reading!,Image
未練,みれん,lingering attachment; lingering affection; regret,Type the reading!,Image
食堂,"しょくどう,じきどう",dining room; dining hall; cafeteria,Type the reading!,Image
嫌がらせ,"いやがらせ,イヤガラセ,イヤがらせ",harassment; pestering,Type the reading!,Image
動作,どうさ,movement (of the body); action; motion,Type the reading!,Image
後半,こうはん,second half; latter half,Type the reading!,Image
昼休み,ひるやすみ,lunch break; noon recess; noon rest period,Type the reading!,Image
吹っ飛ぶ,ふっとぶ,to be blown off; to be blown away; to go flying,Type the reading!,Image
投げ出す,なげだす,to throw down; to throw out; to stretch out (one's legs),Type the reading!,Image
緊張感,きんちょうかん,feeling of tension; air of tension; tension,Type the reading!,Image
組み合わせ,くみあわせ,combination; assortment; set,Type the reading!,Image
今週,こんしゅう,this week,Type the reading!,Image
進んで,すすんで,voluntarily; willingly; of one's own free will,Type the reading!,Image
果て,はて,end; extremity; limit,Type the reading!,Image
仕組み,しくみ,structure; construction; arrangement,Type the reading!,Image
嫌がる,"いやがる,イヤがる",to appear uncomfortable (with); to seem to hate; to express dislike,Type the reading!,Image
基準,きじゅん,standard; criterion; norm,Type the reading!,Image
存じる,ぞんじる,to know; to be aware (of); to be acquainted (with),Type the reading!,Image
お邪魔します,おじゃまします,please excuse the intrusion; I'm coming in,Type the reading!,Image
途切れる,とぎれる,to break off; to come to an end; to be interrupted,Type the reading!,Image
連絡先,れんらくさき,"contact information (address, phone number, etc.)",Type the reading!,Image
足る,たる,to be sufficient; to be enough; to be worth doing,Type the reading!,Image
警告,けいこく,warning; caution; admonition,Type the reading!,Image
対決,たいけつ,confrontation; showdown,Type the reading!,Image
予算,よさん,estimate (of costs); budget,Type the reading!,Image
支援,しえん,support; backing; aid,Type the reading!,Image
無礼,"ぶれい,なめ",rudeness; impoliteness; discourtesy,Type the reading!,Image
我ながら,われながら,even if I say so myself; for me (to do such a thing),Type the reading!,Image
無邪気,むじゃき,innocent; simple-minded,Type the reading!,Image
先端,せんたん,pointed end; tip; point,Type the reading!,Image
気の毒,きのどく,pitiful; unfortunate; poor,Type the reading!,Image
恐れ,おそれ,fear; horror; anxiety,Type the reading!,Image
出迎える,でむかえる,to meet; to greet,Type the reading!,Image
人達,ひとたち,people,Type the reading!,Image
画像,がぞう,image; picture; portrait,Type the reading!,Image
３回,さんかい,three times,Type the reading!,Image
１番,いちばん,number one; first; first place,Type the reading!,Image
手加減,てかげん,measuring by feel; adjusting by feel; doing by feel,Type the reading!,Image
足す,たす,to add (numbers); to add (something); to top up (with something),Type the reading!,Image
保存,ほぞん,preservation; conservation; storage,Type the reading!,Image
俺達,おれたち,we; us,Type the reading!,Image
お迎え,おむかえ,receiving; welcoming; going to meet,Type the reading!,Image
毎朝,"まいあさ,まいちょう",every morning,Type the reading!,Image
支払う,しはらう,to pay,Type the reading!,Image
集まり,あつまり,gathering; meeting; assembly,Type the reading!,Image
抗議,こうぎ,protest; objection,Type the reading!,Image
二人きり,ふたりきり,just the two of them,Type the reading!,Image
深める,ふかめる,to deepen; to heighten; to intensify,Type the reading!,Image
情熱,じょうねつ,passion; enthusiasm; zeal,Type the reading!,Image
無事に,ぶじに,safely; without incident; without mishap,Type the reading!,Image
裏切り者,うらぎりもの,betrayer; traitor; turncoat,Type the reading!,Image
前方,"ぜんぽう,まえかた",ahead; forward; (in) front,Type the reading!,Image
生まれて初めて,うまれてはじめて,for the first time in one's life,Type the reading!,Image
過程,かてい,process; course; mechanism,Type the reading!,Image
向こう側,むこうがわ,other side; opposite side; other party,Type the reading!,Image
観客,"かんきゃく,かんかく",spectator; audience,Type the reading!,Image
広まる,ひろまる,to spread; to be propagated,Type the reading!,Image
無責任,むせきにん,irresponsibility,Type the reading!,Image
週末,しゅうまつ,weekend,Type the reading!,Image
驚かす,おどろかす,to surprise; to frighten; to create a stir,Type the reading!,Image
とは限らない,とはかぎらない,not necessarily so; is not always true; there is no guarantee that ...,Type the reading!,Image
小声,こごえ,low voice; whisper,Type the reading!,Image
保管,ほかん,charge; custody; safekeeping,Type the reading!,Image
配慮,はいりょ,consideration; concern; attention,Type the reading!,Image
奥様,おくさま,wife; your wife; his wife,Type the reading!,Image
出席,しゅっせき,attendance; presence; appearance,Type the reading!,Image
失望,しつぼう,disappointment; despair,Type the reading!,Image
一個,いっこ,one (thing); one piece; one item,Type the reading!,Image
好奇心,こうきしん,curiosity; inquisitiveness,Type the reading!,Image
思惑,"おもわく,しわく",expectation; anticipation; prediction,Type the reading!,Image
最低限,さいていげん,minimum; at the very least,Type the reading!,Image
揺さぶる,ゆさぶる,to shake; to jolt; to rock,Type the reading!,Image
右腕,"みぎうで,うわん",right-hand man; right hand; right-hand person,Type the reading!,Image
台無し,だいなし,spoiled; spoilt; ruined,Type the reading!,Image
退院,たいいん,leaving hospital; discharge from hospital,Type the reading!,Image
済ます,すます,to finish; to get it over with; to conclude,Type the reading!,Image
急激,きゅうげき,sudden; abrupt; rapid,Type the reading!,Image
借り,かり,borrowing; debt; loan,Type the reading!,Image
慣れた,なれた,experienced; practiced; practised,Type the reading!,Image
反対側,はんたいがわ,opposite side; opposition,Type the reading!,Image
耳元,みみもと,close to the ear,Type the reading!,Image
久しい,ひさしい,long (time that has passed); old (story),Type the reading!,Image
母ちゃん,かあちゃん,mum; mom; mummy,Type the reading!,Image
許し,"ゆるし,ばかし,ばっかし",pardon; forgiveness; exemption,Type the reading!,Image
弱気,よわき,timid; weak-kneed; fainthearted,Type the reading!,Image
小娘,こむすめ,young girl; lass; adolescent female,Type the reading!,Image
味な,あじな,smart; clever; witty,Type the reading!,Image
重み,おもみ,weight; weight (e.g. of someone's words); burden,Type the reading!,Image
大切にする,たいせつにする,to cherish; to treasure; to prize,Type the reading!,Image
試練,しれん,test; trial; ordeal,Type the reading!,Image
裏側,うらがわ,the reverse (side); back (side); other side,Type the reading!,Image
存分,ぞんぶん,to one's heart's content; as much as one likes; without reserve,Type the reading!,Image
引き下がる,ひきさがる,to withdraw; to leave; to retire,Type the reading!,Image
名付ける,なづける,to name; to call; to christen,Type the reading!,Image
あの頃,あのころ,in those days,Type the reading!,Image
頼りになる,たよりになる,to be reliable,Type the reading!,Image
犯行,はんこう,crime; criminal act; offence,Type the reading!,Image
恥じる,はじる,to feel ashamed,Type the reading!,Image
人材,じんざい,capable person; talented person; human resources,Type the reading!,Image
出張,しゅっちょう,business trip; official trip,Type the reading!,Image
お約束,おやくそく,promise; agreement; arrangement,Type the reading!,Image
頭を下げる,あたまをさげる,to bow; to bow one's head; to apologize,Type the reading!,Image
走り回る,はしりまわる,to run around,Type the reading!,Image
重たい,おもたい,"heavy; weighty; heavy (feeling, atmosphere, etc.)",Type the reading!,Image
美少女,びしょうじょ,beautiful girl,Type the reading!,Image
１万,いちまん,"10,000; ten thousand",Type the reading!,Image
医師,"いし,くすし",doctor; physician,Type the reading!,Image
絶妙,ぜつみょう,exquisite; superb; perfect,Type the reading!,Image
ご協力,ごきょうりょく,cooperation; collaboration; help,Type the reading!,Image
引っ越し,ひっこし,"moving (dwelling, office, etc.); changing residence",Type the reading!,Image
浮かび上がる,うかびあがる,to rise to the surface; to come to the front; to emerge (e.g. from obscurity),Type the reading!,Image
思い浮かべる,おもいうかべる,to remember; to recall; to call to mind,Type the reading!,Image
困ったこと,こまったこと,trouble; problem; mess,Type the reading!,Image
握りしめる,にぎりしめる,to grasp tightly,Type the reading!,Image
役立つ,やくだつ,to be useful; to be helpful; to serve the purpose,Type the reading!,Image
広場,ひろば,public square; square; plaza,Type the reading!,Image
両腕,"りょううで,もろうで",both arms,Type the reading!,Image
吹き込む,ふきこむ,"to blow in (of wind, rain, etc.); to blow (air) into (e.g. a balloon); to breathe (new life) into",Type the reading!,Image
球,"まり,きゅう,たま",sphere; globe; ball,Type the reading!,Image
設備,せつび,equipment; facilities; installation,Type the reading!,Image
追い払う,おいはらう,to drive away; to clear; to scatter,Type the reading!,Image
外側,"そとがわ,がいそく",exterior; outside; outer,Type the reading!,Image
個性,こせい,individuality; personality; quirk,Type the reading!,Image
急速,きゅうそく,rapid (e.g. progress),Type the reading!,Image
見下す,みくだす,to look down (on); to condescend (to),Type the reading!,Image
絶望的,ぜつぼうてき,desperate; hopeless,Type the reading!,Image
薄れる,うすれる,to fade; to become dim,Type the reading!,Image
弱み,よわみ,(a) weakness; shortcoming; failing,Type the reading!,Image
裏切り,うらぎり,treachery; betrayal; perfidy,Type the reading!,Image
節,"せつ,ノット,ふし,ぶし,よ,せち",occasion; time; section (of a literary work or piece of music),Type the reading!,Image
処置,しょち,measure; step; dealing with,Type the reading!,Image
毎日毎日,まいにちまいにち,day after day; day by day,Type the reading!,Image
吹き飛ぶ,ふきとぶ,to be blown off; to blow off; to blow away,Type the reading!,Image
伝う,つたう,to go along; to walk along; to follow,Type the reading!,Image
心の準備,こころのじゅんび,mental preparedness; being braced for; being steeled for,Type the reading!,Image
年寄り,としより,old person; elderly person; senior citizen,Type the reading!,Image
価値観,かちかん,sense of values; values; value system,Type the reading!,Image
野球,やきゅう,baseball,Type the reading!,Image
色気,いろけ,colouring; coloring; shade of colour (color),Type the reading!,Image
権限,けんげん,power; authority; jurisdiction,Type the reading!,Image
辺,"へん,へ,ほとり,わたり",area; vicinity; region,Type the reading!,Image
突撃,とつげき,charge; rush; dash,Type the reading!,Image
堂,どう,temple; shrine; chapel,Type the reading!,Image
思い浮かぶ,おもいうかぶ,to occur to; to remind of; to come to mind,Type the reading!,Image
一筋,ひとすじ,one line; one stretch (e.g. of road); one strand (e.g. of hair),Type the reading!,Image
親指,おやゆび,thumb; big toe,Type the reading!,Image
弱さ,よわさ,weakness,Type the reading!,Image
楽勝,らくしょう,easy victory; walkover; easy peasy,Type the reading!,Image
横顔,よこがお,profile; face in profile; face seen from the side,Type the reading!,Image
昼寝,ひるね,(afternoon) nap; sleeping during the day; siesta,Type the reading!,Image
貴族,きぞく,nobility; aristocracy; peerage,Type the reading!,Image
担任,たんにん,being in charge of (esp. a class or subject); taking charge of; class teacher,Type the reading!,Image
真っ黒,まっくろ,pitch black,Type the reading!,Image
指さす,ゆびさす,to point at,Type the reading!,Image
横たわる,よこたわる,"to lie down; to stretch out; to lie ahead (of danger, difficulty, etc.)",Type the reading!,Image
望むところ,のぞむところ,what one desires; what one hopes for; suits me well,Type the reading!,Image
毎度,まいど,each time; always; often,Type the reading!,Image
後ろ姿,うしろすがた,(a person's) appearance from behind; person as seen from behind; back view,Type the reading!,Image
ご苦労さん,ごくろうさん,I appreciate your efforts,Type the reading!,Image
体育,"たいいく,たいく",physical education; PE; gym (class),Type the reading!,Image
大成功,だいせいこう,great success; huge success,Type the reading!,Image
取り組む,とりくむ,to grapple with; to wrestle with; to engage in a bout,Type the reading!,Image
怖い顔,こわいかお,grim face; angry look,Type the reading!,Image
首筋,くびすじ,nape of the neck; back of the neck; scruff of the neck,Type the reading!,Image
踏み入れる,ふみいれる,to walk in on; to tread upon,Type the reading!,Image
脳内,のうない,intracerebral; inside the brain; (occurring) in the mind,Type the reading!,Image
お宅,おたく,your house; your home; your family,Type the reading!,Image
詰め込む,つめこむ,to cram; to stuff; to jam,Type the reading!,Image
振り払う,ふりはらう,to shake off,Type the reading!,Image
普段から,ふだんから,on a routine basis; regularly; habitually,Type the reading!,Image
勢力,せいりょく,influence; power; might,Type the reading!,Image
周,しゅう,counter for laps or circuits; perimeter; Zhou dynasty (of China; approx. 1046-256 BCE),Type the reading!,Image
連れ去る,つれさる,to take (someone) away; to carry off; to abduct,Type the reading!,Image
手を伸ばす,てをのばす,to put out one's hand; to extend one's arm; to reach (for),Type the reading!,Image
傷口,きずぐち,(opening of a) wound; cut,Type the reading!,Image
遅く,おそく,late; slowly,Type the reading!,Image
